id;parent_id;niveau;niveau_nom;code;libelle;chemin_codes;chemin_libelles;definition;source;url
term:331_87;sg:331;4;terme;331_87;CYCLE ECONOMIQUE;3 > 33 > 331 > 331_87;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > CYCLE ECONOMIQUE;Fluctuation de grande amplitude de l'activité économique, marquée par quatre phases essentielles : expansion, crise, récession, reprise. (Dict. éco. et financier Bernard & Colli);Dict. éco. et financier Bernard & Colli;https://aciege.org/Dct/Fra/Fra_331_87.html
term:331_64;sg:331;4;terme;331_64;DEMANDE;3 > 33 > 331 > 331_64;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > DEMANDE;Quantité d'un bien ou d'un service que le consommateur - les agents économiques- sont disposés à acheter à un certain prix. (Dict. encycl. éco. et social C. Alquier) En économie capitaliste, ce sont l'offre et la demande qui régissent le marché selon une loi que l'on nomme la loi de l'offre et de la demande . L'intersection des courbes d'offre et de demande détermine à la fois les prix et les quantités échangées.;;https://aciege.org/Dct/Fra/Fra_331_64.html
term:331_88;sg:331;4;terme;331_88;DEVELOPPEMENT ECONOMIQUE;3 > 33 > 331 > 331_88;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > DEVELOPPEMENT ECONOMIQUE;Déf 1.- Évolution d'ordre qualitatif et restructuration de l'économie d'un pays en rapport avec le progrès technologique et social. Le principal indicateur de développement économique est la hausse du PNB par habitant (ou du PIB par habitant), qui témoigne d'une augmentation de la productivité économique et d'une amélioration, en moyenne, du bien-être matériel de la population d'un pays. Développement économique et croissance économique sont étroitement liés. Source : Banque mondiale (Washington, Etats-Unis). Glossaire [en ligne]. Disponible sur : <http://www.worldbank.org/> (consulté le 16-05-2006) Déf 2.- Augmentation cumulative et durable, liée à des changements sociaux, de la quantité et de la qualité des biens, des services et des ressources d'une population. Augmentation équilibrée à court et à long terme de la quantité et du degré des biens et ressources matériels et immatériels d'une collectivité. Augmentation, planifiée ou non, de la quantité et de la qualité des biens et des ressources d'une collectivité. Source : Office québécois de la langue française (1985). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 17-05-2006);Banque mondiale (Washington, Etats-Unis). Glossaire [en ligne]. Disponible sur : <http://www.worldbank.org/> (consulté le 16-05-2006) Déf 2.- Augmentation cumulative et durable, liée à des changements sociaux, de la quantité et de la qualité des biens, des services et des ressources d'une population. Augmentation équilibrée à court et à long terme de la quantité et du degré des biens et ressources matériels et immatériels d'une collectivité. Augmentation, planifiée ou non, de la quantité et de la qualité des biens et des ressources d'une collectivité. | Office québécois de la langue française (1985). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 17-05-2006).;https://aciege.org/Dct/Fra/Fra_331_88.html
term:331_23;sg:331;4;terme;331_23;ECONOMETRIE;3 > 33 > 331 > 331_23;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > ECONOMETRIE;Déf. 1 : L'économétrie est la mesure des grandeurs et des phénomènes économique. (SILEM. -Encyclopédie de la gestion.) Déf. 2 : Application des techniques mathématiques à l'analyse des mécanismes économiques. (Bernard et Colli) Déf. 3 : Au sens large, elle englobe toute application mathématique ou statistique à l'étude des phénomènes économiques. Au sens strict, elle a pour objet la détermination empirique des lois économiques. Elle complète la théorie en utilisant des observations chiffrées pour vérifier l'existence de liaisons supposées et préciser leur forme exacte. Elle est une branche de la science économique. (ALQUIER. -Dict. encyclop. écon. et social);ALQUIER. -Dict. encyclop. écon. et social;https://aciege.org/Dct/Fra/Fra_331_23.html
term:331_10;sg:331;4;terme;331_10;ECONOMIE COMPORTEMENTALE;3 > 33 > 331 > 331_10;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > ECONOMIE COMPORTEMENTALE;Déf : Discipline qui étudie les comportements individuels et collectifs des différents agents économiques liés à un phénomène particulier dans une période de temps déterminée. Source : Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 23-05-2019) L’économiste américain Richard Thaler s’est vu décerner le prix Nobel d’économie en 2017 pour ses travaux sur l’économie comportementale, un domaine de la microéconomie qui applique les découvertes en psychologie et autres sciences sociales à l’étude des comportements économiques. Durant plus de quarante ans et à travers de nombreuses publications, Thaler a exploré la manière dont la prise de décision économique des individus, comme celle des institutions, est systématiquement et significativement influencée par les limites cognitives naturelles de l’être humain et par les préjugés, parmi d’autres facteurs psychologiques. Ses conclusions réfutent invariablement l’hypothèse, courante dans la théorie économique, selon laquelle les individus agiraient toujours de manière rationnelle et égocentrique, une conception idéalisée que la plupart des économistes considèrent néanmoins comme valable pour leurs prévisions. Thaler a identifié, dans la réalité, des types de comportements économiques qui diffèrent des normes rationnelles. En se fondant sur ses observations, de nombreuses politiques sociales publiques et privées pourraient gagner en efficacité en mettant en place des incitations et encouragements (nudges) qui orientent subtilement les individus vers une bonne prise de décision sans toutefois les priver de leur liberté de choix. Thaler, parmi d'autres, qualifie de telles mesures de « paternalisme libertarien » (libertarian paternalism). Source : Encyclopédie Universalis – Disponible sur : < https://www.universalis.fr/encyclopedie/richard-thaler/ > (consulté le 23-05-2019);Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 23-05-2019) L’économiste américain Richard Thaler s’est vu décerner le prix Nobel d’économie en 2017 pour ses travaux sur l’économie comportementale, un domaine de la microéconomie qui applique les découvertes en psychologie et autres sciences sociales à l’étude des comportements économiques. Durant plus de quarante ans et à travers de nombreuses publications, Thaler a exploré la manière dont la prise de décision économique des individus, comme celle des institutions, est systématiquement et significativement influencée par les limites cognitives naturelles de l’être humain et par les préjugés, parmi d’autres facteurs psychologiques. Ses conclusions réfutent invariablement l’hypothèse, courante dans la théorie économique, selon laquelle les individus agiraient toujours de manière rationnelle et égocentrique, une conception idéalisée que la plupart des économistes considèrent néanmoins comme valable pour leurs prévisions. Thaler a identifié, dans la réalité, des types de comportements économiques qui diffèrent des normes rationnelles. En se fondant sur ses observations, de nombreuses politiques sociales publiques et privées pourraient gagner en efficacité en mettant en place des incitations et encouragements (nudges) qui orientent subtilement les individus vers une bonne prise de décision sans toutefois les priver de leur liberté de choix. Thaler, parmi d'autres, qualifie de telles mesures de « paternalisme libertarien » (libertarian paternalism). | Encyclopédie Universalis – Disponible sur : < https://www.universalis.fr/encyclopedie/richard-thaler/ > (consulté le 23-05-2019).;https://aciege.org/Dct/Fra/Fra_331_10.html
term:331_99;sg:331;4;terme;331_99;EXPANSION;3 > 33 > 331 > 331_99;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > EXPANSION;Etat d'une économie dans laquelle la production et la demande croissent en volume.L'expansion tend à atténuer, sinon à supprimer, les fluctuations cycliques de l'économie pour assurer une croissance régulière et si possible maximale par rapport aux possibilités objectives de développement. (Dict. éco. et financier Bernard & Colli);Dict. éco. et financier Bernard & Colli;https://aciege.org/Dct/Fra/Fra_331_99.html
term:331_50;sg:331;4;terme;331_50;HISTOIRE ECONOMIQUE;3 > 33 > 331 > 331_50;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > HISTOIRE ECONOMIQUE;"Déf. 1 : Connaissance ou relation des évènements du passé, des faits relatifs à l'évolution de l'humanité (d'un groupe social, d'une activité humaine), qui sont dignes ou jugés dignes de mémoire ; les évènements, les faits ainsi relatés. Histoire de France, histoire des temps modernes, histoire d'un héros, histoire politique, histoire économique. (Le petit Robert. -1986.) Déf. 2 : Récit d'actions, d'évènements relatifs à une nation, à une époque, à un homme célèbre, à une branche de l'esprit humain et dignes de mémoire. Histoire universelle, histoire contemporaine. L'histoire est dite universelle ou générale quand elle embrasse l'humanité toute entière ; fragmentaire quand elle n'étudie qu'un évènement ou époque mémorable. (Quillet. -1988.)";Quillet. -1988.;https://aciege.org/Dct/Fra/Fra_331_50.html
term:331_69;sg:331;4;terme;331_69;INDICATEUR ECONOMIQUE;3 > 33 > 331 > 331_69;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > INDICATEUR ECONOMIQUE;Appelé également indicateur d'alerte ou clignotant . Grandeur statistique, économique ou financière, dont les variations anormales sont de nature à révéler des seuils d'intervention. Le franchissement du seuil de variation affecté à cet indice indique que la réalisation de certains objectifs peut être compromise. L'examen des différents indicateurs économiques permet aux autorités responsables de surveiller l'évolution de la conjoncture et d'apprécier à travers elle les résultats de leur politique et les besoins d'actions nouvelles. (Dict. éco. et fin. Bernard & Colli) (ALQUIER C.. -Dict. encycl. éco. et social);ALQUIER C.. -Dict. encycl. éco. et social;https://aciege.org/Dct/Fra/Fra_331_69.html
term:331_93;sg:331;4;terme;331_93;INDICE DES PRIX;3 > 33 > 331 > 331_93;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > INDICE DES PRIX;Quantité mesurant de façon synthétique l'évolution d'un prix dans le temps ou dans l'espace. L'indice est le rapport d'un prix donné à un autre prix qui est pris, soit à une époque antérieure, soit en un autre lieu géographique. Le résultat de ce calcul est en général multiplié par 100, de telle sorte qu'il soit supérieur à 100 si le prix donné a augmenté, et inférieur s'il a diminué. L'indice des prix se veut un instrument de mesure de l'évolution d'ensemble des prix des biens et services.;;https://aciege.org/Dct/Fra/Fra_331_93.html
term:331_44;sg:331;4;terme;331_44;INFLATION;3 > 33 > 331 > 331_44;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > INFLATION;Déf. 1 : Phénomène général d'ajustement, par voie monétaire, des tensions s'exerçant dans un ensemble socio-économique et caractérisé par la hausse du niveau général des prix et la dépréciation de la monnaie. (Dict. éco. et financier Bernard & Colli) Déf. 2 : Selon la conception initiale l'inflation a d'abord été considérée comme une augmentation de la masse monétaire. Selon une conception plus traditionnelle, à présent, l'inflation est un déséquilibre économique entre l'offre et la demande globales se traduisant par une hausse générale des prix. (BOUDINOT, CHARDONNEREAU, FRABOT. -Dict. Banque-Comm. ext.);BOUDINOT, CHARDONNEREAU, FRABOT. -Dict. Banque-Comm. ext.;https://aciege.org/Dct/Fra/Fra_331_44.html
term:331_52;sg:331;4;terme;331_52;LIBERALISME ECONOMIQUE;3 > 33 > 331 > 331_52;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > LIBERALISME ECONOMIQUE;Doctrine économique qui affirme que le meilleur -ou le moins mauvais-système économique est celui qui garantit le libre jeu des initiatives individuelles des agents économiques.C'est la conviction qu'il existe, dans le domaine économique, un ordre naturel réalisé par le libre jeu des initiatives de l'individu Homo oeconomicus dont le comportement naturel est d'obtenir le maximum de satisfaction pour le minimum de peine. (Dict. éco. et financier Bernard & Colli);Dict. éco. et financier Bernard & Colli;https://aciege.org/Dct/Fra/Fra_331_52.html
term:331_31;sg:331;4;terme;331_31;MACROECONOMIE;3 > 33 > 331 > 331_31;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > MACROECONOMIE;Étude des phénomènes économiques au niveau national ou universel : production globale, consommation ou épargne globales, etc. Analyse économique qui étudie les quantités globales ou agrégats. La macro-économie envisage les phénomènes économiques collectivement, et pris sur une grande échelle, (nation, continent, etc.). Terme de la littérature économique moderne caractérisant une approche de l'analyse économique fondée sur l'appréhension de quantités globales ou d'agrégats. Source : Office québécois de la langue française (1995). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 22-09-2008);Office québécois de la langue française (1995). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 22-09-2008).;https://aciege.org/Dct/Fra/Fra_331_31.html
term:331_62;sg:331;4;terme;331_62;MARXISME;3 > 33 > 331 > 331_62;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > MARXISME;Déf.1 : du nom de KARL MARX doctrine philosophique. Source : PETIT ROBERT, 1986 Déf.2 : Théorie de MARX. Le marxisme repose sur le matérialisme et sur le socialisme scientifique. Source : PETIT LAROUSSE ILLUSTRE, 1983;PETIT ROBERT, 1986 Déf.2 : Théorie de MARX. Le marxisme repose sur le matérialisme et sur le socialisme scientifique. | PETIT LAROUSSE ILLUSTRE, 1983.;https://aciege.org/Dct/Fra/Fra_331_62.html
term:331_11;sg:331;4;terme;331_11;MICROECONOMIE;3 > 33 > 331 > 331_11;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > MICROECONOMIE;1.- Terme de la littérature économique caractérisant une approche de l'analyse économique fondée sur l'étude du comportement des unités individuelles (ex : l'entreprise, le consommateur, l'entrepreneur individuel). La microéconomie conduit à envisager les phénomènes économiques (production, consommation, investissement, épargne) à partir des lois régissant l'activité économique de la cellule élémentaire, considérée comme libre et isolée Source : BERNARD, Jean-Claude, COLLI, Yves. Dictionnaire économique et financier. Paris : Seuil, 1976. 2.- Terme de la littérature économique caractérisant une approche de l'analyse économique fondée sur l'étude du comportement des unités individuelles (l'entreprise, le consommateur, l'entrepreneur individuel...). étude des phénomènes économiques au niveau d'une cellule réduite, généralement l'entreprise. Source : Office québécois de la langue française (1985). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 01-03-2007);BERNARD, Jean-Claude, COLLI, Yves. Dictionnaire économique et financier. Paris : Seuil, 1976. 2.- Terme de la littérature économique caractérisant une approche de l'analyse économique fondée sur l'étude du comportement des unités individuelles (l'entreprise, le consommateur, l'entrepreneur individuel...). étude des phénomènes économiques au niveau d'une cellule réduite, généralement l'entreprise. | Office québécois de la langue française (1985). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 01-03-2007).;https://aciege.org/Dct/Fra/Fra_331_11.html
term:331_02;sg:331;4;terme;331_02;MODELE ECONOMIQUE;3 > 33 > 331 > 331_02;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > MODELE ECONOMIQUE;Représentation schématisée et chiffrée de l'évolution économique d'un pays pendant une période donnée à partir de ses caractéristiques (démographie, circulation de la monnaie et des biens, profit, épargne, investissement, consommation, etc.) et des relations de cause à effet qui unissent ces variables. Note(s) : On peut dire que l'économétrie cherche à exprimer les rapports économiques dont la théorie affirme l'existence sous une forme mathématique. Comme toutes les variables économiques sont interdépendantes, des équations isolées ne suffisent pas, il faut un système entre de telles équations. Ces systèmes sont appelés « modèles économiques ». Source : Office québécois de la langue française (1989). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 29/05/2008);Office québécois de la langue française (1989). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 29/05/2008).;https://aciege.org/Dct/Fra/Fra_331_02.html
term:331_84;sg:331;4;terme;331_84;MONOPOLE;3 > 33 > 331 > 331_84;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > MONOPOLE;Déf. 1 : Situation d'un marché sur lequel la concurrence n'existe pas du côté de l'offre : il ne se présente qu'un seul vendeur. (Dict. éco. et fin. Bernard & Colli) Déf. 2 : Situation où, dans un secteur économique donné, une seule entreprise contrôle la totalité de l'offre d'un produit ou d'un service pour lequel il n'existe pas de substitut rapproché. (Dict. encycl. éco. et social C. Alquier);Dict. encycl. éco. et social C. Alquier;https://aciege.org/Dct/Fra/Fra_331_84.html
term:331_15;sg:331;4;terme;331_15;MULTIPLICATEUR;3 > 33 > 331 > 331_15;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > MULTIPLICATEUR;Les multiplicateurs mesurent le champ marginal d'une variable occasionné par le changement d'une autre variable.;;https://aciege.org/Dct/Fra/Fra_331_15.html
term:331_74;sg:331;4;terme;331_74;OFFRE;3 > 33 > 331 > 331_74;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > OFFRE;Quantité d'un bien qui peut être vendue sur un marché à un prix donné. En économie capitaliste, ce sont l'offre et la demande qui régissent le marché selon une loi que l'on nomme la loi de l'offre et de la demande . L'intersection des courbes d'offre et de demande détermine à la fois les prix et les quantités échangées.;;https://aciege.org/Dct/Fra/Fra_331_74.html
term:331_94;sg:331;4;terme;331_94;OLIGOPOLE;3 > 33 > 331 > 331_94;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > OLIGOPOLE;« Situation d’un marché sur lequel la concurrence est imparfaite du côté de l’offre du fait d’un nombre très limité de vendeurs. […]» Source : Bernard Yves & Colli Jean-Claude. Dictionnaire économique et financier. Paris : Seuil, 2006;Bernard Yves & Colli Jean-Claude. Dictionnaire économique et financier. Paris : Seuil, 2006.;https://aciege.org/Dct/Fra/Fra_331_94.html
term:331_79;sg:331;4;terme;331_79;PREVISION ECONOMIQUE;3 > 33 > 331 > 331_79;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > PREVISION ECONOMIQUE;Action tendant à donner une idée de ce que sera l'avenir. Par extension, résultat de cette action. La prévision peut se situer soit au niveau micro-économique, c'est à dire concerner les phénomènes propres à un agent individuel (entreprise, par exemple), ou à un petit groupe d'agents (secteurs, par exemple), soit au niveau macro-économique, c'est à dire embrasser l'ensemble des phénomènes intéressant, pour une période donnée, l'ensemble des agents exerçant leur fonction sur un territoire donné. (BERNARD & COLLI. -Dictionnaire économique et financier, 1989.);BERNARD & COLLI. -Dictionnaire économique et financier, 1989.;https://aciege.org/Dct/Fra/Fra_331_79.html
term:331_82;sg:331;4;terme;331_82;PRIX;3 > 33 > 331 > 331_82;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > PRIX;Déf. 1 : Le prix du marché est le résultat de la confrontation de l'offre et la demande. Il prend en compte à la fois les coûts de production (offre) et l'utilité mesurée par la quantité de monnaie que les demandeurs acceptent de sacrifier pour se procurer les biens ou les services. (SILEM A.. -Encycl. de l'éco. et de la gestion) Déf. 2 : Valeur marchande d'un bien ou d'un service. (BERNARD & COLLI. -Dict. éco. et fin.);BERNARD & COLLI. -Dict. éco. et fin.;https://aciege.org/Dct/Fra/Fra_331_82.html
term:331_17;sg:331;4;terme;331_17;PRODUCTION;3 > 33 > 331 > 331_17;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > PRODUCTION;Création d'un bien ou d'un service propre à la satisfaction d'un besoin. - Sous l'angle technique, la production implique un modèle de combinaison de facteurs de production (ressources naturelles, travail, biens de production) approprié à sa finalité. - Sous l'angle économique, la notion de production a un contenu variable selon les pays. Celui-ci est lié à la nature et aux caractéristiques des biens ou services créés par la combinaison des facteurs techniques, ainsi qu'aux conditions dans lesquelles ils sont proposés à la satisfaction des besoins. Dans les pays occidentaux, la production couvre l'ensemble des opérations jusqu'à la mise à la disposition de l'utilisateur final. ( BERNARD & COLLI. -Dict. éco. et fin.);BERNARD & COLLI. -Dict. éco. et fin.;https://aciege.org/Dct/Fra/Fra_331_17.html
term:331_06;sg:331;4;terme;331_06;PRODUCTIVITE;3 > 33 > 331 > 331_06;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > PRODUCTIVITE;Rapport quantitatif entre une production et un ou plusieurs facteurs de cette production. (BERNARD & COLLI. -Dict. éco. et fin.) Cf productivité globale des facteurs : comparaison de l'évolution du volume de la production avec celle du volume de l'ensemble des facteurs qui entrent dans le processus de production. (BOUDINOT, CHARDONNEREAU, FRABOT. -Dict. Banque - Bourse - Comm. ext.);BOUDINOT, CHARDONNEREAU, FRABOT. -Dict. Banque - Bourse - Comm. ext.;https://aciege.org/Dct/Fra/Fra_331_06.html
term:331_96;sg:331;4;terme;331_96;RECESSION;3 > 33 > 331 > 331_96;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > RECESSION;Ralentissement de l'activité économique. Dans les différentes phases des cycles qui caractérisent l'enchaînement des fluctuations économiques, la récession désigne celles qui sont marquées par une décélération prononcée de la croissance, voire par une véritable stagnation pouvant comporter une diminution du niveau de la production globale. La récession peut déboucher sur une véritable dépression présentant alors tous les aspects d'une crise. (BERNARD & COLLI. - Dict. éco. et financier.);BERNARD & COLLI. - Dict. éco. et financier.;https://aciege.org/Dct/Fra/Fra_331_96.html
term:331_47;sg:331;4;terme;331_47;THEORIE DE L'AGENCE;3 > 33 > 331 > 331_47;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > THEORIE DE L'AGENCE;La théorie de l'agence a pour objectif de définir les mécanismes et incitations contractuels, qui assurent qu'un mandataire (l'agent) accomplit avec la plus grande diligence la mission qui lui a été confiée par le mandant ( le principal). (D'après Charles-Henri D'ARCIMOLES, prof ESC TOURS.);D'après Charles-Henri D'ARCIMOLES, prof ESC TOURS.;https://aciege.org/Dct/Fra/Fra_331_47.html
term:331_19;sg:331;4;terme;331_19;THEORIE DE L'EMPLOI;3 > 33 > 331 > 331_19;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > THEORIE DE L'EMPLOI;Ensemble d'idées, de concepts abstraits, plus ou moins organisés, appliqué à un domaine particulier , en l'occurrence à l'emploi. (Petit Robert, 1987);Petit Robert, 1987;https://aciege.org/Dct/Fra/Fra_331_19.html
term:331_49;sg:331;4;terme;331_49;THEORIE DE L'INVESTISSEMENT;3 > 33 > 331 > 331_49;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > THEORIE DE L'INVESTISSEMENT;Ensemble d'idées, de concepts abstraits, plus ou moins organisés, appliqué à un domaine particulier , en l'occurrence à l'investissement. (Petit Robert. -1987);Petit Robert. -1987;https://aciege.org/Dct/Fra/Fra_331_49.html
term:331_58;sg:331;4;terme;331_58;THEORIE DE L'UTILITE;3 > 33 > 331 > 331_58;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > THEORIE DE L'UTILITE;Déf.1 : Théorie de la décision issue du modèle de l'utilité espérée [d'un gain brut]. Note : Cette théorie a été formalisée par J. von Neumann et O. Morgenstern (1945). (In : http://w3.granddictionnaire.com/btml/fra/r_motclef/index800_1.asp - 15/05/03) Déf.2 : La théorie des choix et de l'utilité : Pour expliquer le comportement des consommateurs, l'analyse économique repose sur la prémisse fondamentale selon laquelle les individus tendent à choisir les biens et services qu'ils apprécient le plus. Afin de décrire la façon dont les consommateurs choisissent entre les différentes possibilités de consommation qui s'offrent à eux, les économistes ont élaboré, il y a environ un siècle, la notion d'utilité. [..] En un mot, l'utilité désigne la satisfaction. Plus précisément, elle se rapporte à la façon dont les consommateurs classent les différents biens et services. [..] (In : P. A. Samuelson, W. D. Nordhaus.- Economie.- Paris : Economica, 1998.- p.81);In : P. A. Samuelson, W. D. Nordhaus.- Economie.- Paris : Economica, 1998.- p.81;https://aciege.org/Dct/Fra/Fra_331_58.html
term:331_37;sg:331;4;terme;331_37;THEORIE DE LA REGULATION;3 > 33 > 331 > 331_37;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > THEORIE DE LA REGULATION;« La Théorie de la Régulation est née dans la deuxième moitié des années 70. C’est-à-dire dans un moment très particulier qui, en Europe et aux États-Unis, est le moment du passage avéré de la croissance à la crise. Après 20 ou 30 années de croissance relativement rapide et relativement stable, qu’on a souvent appelées les 25 ou 30 glorieuses , à partir du milieu des années 70, de manière indubitable, les économies occidentales entrent dans une des crises les plus sombres de l’histoire du XXe siècle. C’est dans ce contexte très particulier que se forme la Théorie de la Régulation. Il faut donc et d’emblée avoir clairement cela en tête : l’ATR se constitue en affrontant un défi particulier : tenter d’expliquer le passage de la croissance à la crise, et surtout tenter de le faire sans recourir à des deus ex machina : à des chocs externes. » Source : Benjamin Coriat. La théorie de la régulation. Origines, spécificités et perspectives. [en ligne]. Disponible sur < http://multitudes.samizdat.net/La-theorie-de-la-regulation.html > (consulté le 28-04-2011) « La théorie de la régulation serait une branche de l’analyse économique qui cherche et propose des modalités adéquates de contrôle par le pouvoirs publics de l’offre et de la gestion de services collectifs, sur le modèle que constituent par exemple le Conseil supérieure audiovisuel, la Commission des opérations de bourses. » Source : Robert Boyer et Yves Saillard. Théorie de la régulation : l’état des savoirs. Paris : La découverte, 2002.;Benjamin Coriat. La théorie de la régulation. Origines, spécificités et perspectives. [en ligne]. Disponible sur < http://multitudes.samizdat.net/La-theorie-de-la-regulation.html > (consulté le 28-04-2011) « La théorie de la régulation serait une branche de l’analyse économique qui cherche et propose des modalités adéquates de contrôle par le pouvoirs publics de l’offre et de la gestion de services collectifs, sur le modèle que constituent par exemple le Conseil supérieure audiovisuel, la Commission des opérations de bourses. | Robert Boyer et Yves Saillard. Théorie de la régulation : l’état des savoirs. Paris : La découverte, 2002.;https://aciege.org/Dct/Fra/Fra_331_37.html
term:331_27;sg:331;4;terme;331_27;THEORIE DE LA VALEUR;3 > 33 > 331 > 331_27;Les Environnements de l'entreprise > Economie > THEORIE ECONOMIQUE > THEORIE DE LA VALEUR;1.- Ce que dit la théorie de la valeur Il n’est pas question ici d’exposer cette théorie dans tous ces développements. On peut après tout la résumer très succinctement autour de cette idée centrale que c’est le travail humain qui est la seule source de création de valeur. Par valeur, il faut entendre ici la valeur monétaire des marchandises produites sous le capitalisme. Source : Pourquoi une théorie de la valeur ? HUSSON, Michel, in Cahiers de critique communiste, 2004. 2.- Elle exprime les différentes approches économiques de la valeur : valeur d'échange, valeur d'usage, etc... Source : Dictionnaire introductif à l'économie, VEDIE, Henri-Louis, Paris : SEFI, 2004. 3.- Le fondement de la valeur d'un bien est au centre de l'analyse économique et les réponses apportées diffèrent selon les courants théoriques. La valeur est en économie ce que vaut un bien ou un service par rapport à d'autres biens ou services. C'est donc en général le prix auquel un bien peut être vendu. La question est ici de savoir qu'est-ce qui détermine la valeur selon les différents courants [théoriques (théorie de la valeur chez les classiques, chez les néoclassiques...)]. [...] Au cours du 19.s, une véritable réflexion économique s'est développée et a donné lieu à de nombreuses analyses. Chaque courant propose une cause différente à la valeur d'un bien. Cette théorie de la valeur reste donc très partagée. Source : Groupe d'Expérimentation Pédagogique (GEP) de Sciences économiques et sociales, Académie de Versailles http://www.ac-versailles.fr/ (consulté le 23-11-2005);Pourquoi une théorie de la valeur ? HUSSON, Michel, in Cahiers de critique communiste, 2004. 2.- Elle exprime les différentes approches économiques de la valeur : valeur d'échange, valeur d'usage, etc. | Dictionnaire introductif à l'économie, VEDIE, Henri-Louis, Paris : SEFI, 2004. 3.- Le fondement de la valeur d'un bien est au centre de l'analyse économique et les réponses apportées diffèrent selon les courants théoriques. La valeur est en économie ce que vaut un bien ou un service par rapport à d'autres biens ou services. C'est donc en général le prix auquel un bien peut être vendu. La question est ici de savoir qu'est-ce qui détermine la valeur selon les différents courants [théoriques (théorie de la valeur chez les classiques, chez les néoclassiques...)]. [...] Au cours du 19.s, une véritable réflexion économique s'est développée et a donné lieu à de nombreuses analyses. Chaque courant propose une cause différente à la valeur d'un bien. Cette théorie de la valeur reste donc très partagée. | Groupe d'Expérimentation Pédagogique (GEP) de Sciences économiques et sociales, Académie de Versailles http://www.ac-versailles.fr/ (consulté le 23-11-2005).;https://aciege.org/Dct/Fra/Fra_331_27.html
