id;parent_id;niveau;niveau_nom;code;libelle;chemin_codes;chemin_libelles;definition;source;url
term:124_96;sg:124;4;terme;124_96;CONCESSIONNAIRE;1 > 12 > 124 > 124_96;L'entreprise et son management > Marketing > VENTE > CONCESSIONNAIRE;Privilège d'exploitation accordé à titre onéreux ou gratuit , souvent à titre précaire, pour une durée déterminée ou non. Contrat par lequel un industriel ou un importateur s'engage à vendre certaines marchandises à un détaillant pour une durée et un secteur déterminés, sous certaines conditions. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_96.html
term:124_67;sg:124;4;terme;124_67;CONDITION DE VENTE;1 > 12 > 124 > 124_67;L'entreprise et son management > Marketing > VENTE > CONDITION DE VENTE;Voir Conditions générales de vente. Conditions générales de vente : ensemble des conditions fixées par une entreprise à ses clients pour l'exécution d'une commande (paiement, transport, emballage, assurance, garantie, litiges, juridiction et arbitrage, etc) (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_67.html
term:124_59;sg:124;4;terme;124_59;CORRESPONDANCE COMMERCIALE;1 > 12 > 124 > 124_59;L'entreprise et son management > Marketing > VENTE > CORRESPONDANCE COMMERCIALE;a) Echange de lettres. Syn. Courrier. Exemple : correspondance commerciale : ensemble des lettres reçues et des lettres expédiées par la fonction commerciale d'une entreprise. b) Par correspondance : par relation écrite entre deux parties. Exemple : contrat par correspondance, vente par correspondance. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_59.html
term:124_76;sg:124;4;terme;124_76;COURTIER;1 > 12 > 124 > 124_76;L'entreprise et son management > Marketing > VENTE > COURTIER;Personne qui fait profession de s'entremettre pour le compte d'un tiers (le commettant) dans des opérations boursières, immobilières ou commerciales. Source : Office québécois de la langue française (1997). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 03-06-2011);Office québécois de la langue française (1997). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 03-06-2011).;https://aciege.org/Dct/Fra/Fra_124_76.html
term:124_78;sg:124;4;terme;124_78;DELAI DE PAIEMENT;1 > 12 > 124 > 124_78;L'entreprise et son management > Marketing > VENTE > DELAI DE PAIEMENT;Délai écoulé entre le moment où un produit ou un service est facturé et celui où il est payé. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_78.html
term:124_28;sg:124;4;terme;124_28;DEVIS;1 > 12 > 124 > 124_28;L'entreprise et son management > Marketing > VENTE > DEVIS;"Etat détaillé d'un travail à exécuter, d'une opération de construction ou de fabrication à réaliser, etc., avec les prix estimatifs. (Dictionnaire commercial. -1987 ; Le petit Robert. -1990.)";"Dictionnaire commercial. -1987 ; Le petit Robert. -1990.";https://aciege.org/Dct/Fra/Fra_124_28.html
term:124_57;sg:124;4;terme;124_57;DIRECTION DES VENTES;1 > 12 > 124 > 124_57;L'entreprise et son management > Marketing > VENTE > DIRECTION DES VENTES;INSPECTEUR DES VENTES : personne, placée sous les ordres du chef de vente, qui supervise les représentants d'une entreprise et parfois ses distributeurs ou ses concessionnaires, et qui assure une liaison fréquente avec les clients. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_57.html
term:124_38;sg:124;4;terme;124_38;DOCUMENT DE VENTE;1 > 12 > 124 > 124_38;L'entreprise et son management > Marketing > VENTE > DOCUMENT DE VENTE;Renseignement écrit ou objet servant de preuve, d'information ou de témoignage. (Petit Larousse en couleurs. -Larousse, 1989.);Petit Larousse en couleurs. -Larousse, 1989.;https://aciege.org/Dct/Fra/Fra_124_38.html
term:124_02;sg:124;4;terme;124_02;ENCHERE;1 > 12 > 124 > 124_02;L'entreprise et son management > Marketing > VENTE > ENCHERE;Offre d'une somme supérieure à la mise à prix ou aux offres précédentes, au cours d'une adjudication. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_02.html
term:124_24;sg:124;4;terme;124_24;EXPORTATION;1 > 12 > 124 > 124_24;L'entreprise et son management > Marketing > VENTE > EXPORTATION;a) Action d'exporter. b) Ce qui est exporté. Exporter : vendre dans un pays étranger des biens et des services, matériels et intellectuels. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_24.html
term:124_19;sg:124;4;terme;124_19;FACTURE;1 > 12 > 124 > 124_19;L'entreprise et son management > Marketing > VENTE > FACTURE;Pièce comptable mentionnant, au minimum, le nom du vendeur et celui de l'acheteur, la date de l'opération, la désignation, la quantité et le prix (hors taxes et taxes comprises) des marchandises vendues ou des services fournis. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_19.html
term:124_65;sg:124;4;terme;124_65;FORCE DE VENTE;1 > 12 > 124 > 124_65;L'entreprise et son management > Marketing > VENTE > FORCE DE VENTE;Ensemble des collaborateurs itinérants d'une entreprise qui sont chargés de l'action commerciale auprès des prospectés et des clients avec lesquels ils sont en contact direct. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_65.html
term:124_07;sg:124;4;terme;124_07;FOURNISSEUR;1 > 12 > 124 > 124_07;L'entreprise et son management > Marketing > VENTE > FOURNISSEUR;Personne ou entreprise qui fournit des biens ou des services. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_07.html
term:124_33;sg:124;4;terme;124_33;IMPLANTATION A L'ETRANGER;1 > 12 > 124 > 124_33;L'entreprise et son management > Marketing > VENTE > IMPLANTATION A L'ETRANGER;Action d'implanter, fait d'être implanté. Implanter, installer, établir (quelqu'un, quelque chose) quelque part de façon durable. (Petit Larousse en couleurs. -Larousse, 1989.);Petit Larousse en couleurs. -Larousse, 1989.;https://aciege.org/Dct/Fra/Fra_124_33.html
term:124_25;sg:124;4;terme;124_25;IMPORTATION;1 > 12 > 124 > 124_25;L'entreprise et son management > Marketing > VENTE > IMPORTATION;a) Action d'importer. Activité des importateurs. b) Ce qui est importé. Importer : introduire dans un pays des biens et des services, matériels ou intellectuels, acquis hors des frontières. (ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.);ACADEMIE DES SCIENCES COMMERCIALES. -Dictionnaire commercial. -Entreprise moderne d'édition, 1987.;https://aciege.org/Dct/Fra/Fra_124_25.html
term:124_20;sg:124;4;terme;124_20;LIBRE-SERVICE;1 > 12 > 124 > 124_20;L'entreprise et son management > Marketing > VENTE > LIBRE-SERVICE;Méthode de vente selon laquelle le client, à l'intérieur d'un magasin de détail ou d'un entrepôt de gros aménagé à cet effet (voir libre-service de gros), choisit librement des marchandises et en prend possession en utilisant un panier ou un chariot, sans l'intermédiaire d'un personnel vendeur, le contrôle des achats et leur réglement s'effectuant à la sortie. (Dictionnaire Commercial, Académie des sciences commerciales, entreprise moderne d'édition, 1987);Dictionnaire Commercial, Académie des sciences commerciales, entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_20.html
term:124_62;sg:124;4;terme;124_62;MARKETING DIRECT;1 > 12 > 124 > 124_62;L'entreprise et son management > Marketing > VENTE > MARKETING DIRECT;Concerne l'ensemble des techniques du marketing utilisées pour véhiculer un message ou un bien, en empruntant un mode de liaison direct avec le consommateur (téléphone, réunion à domicile...) (Lexique de gestion, Dalloz, 1986);Lexique de gestion, Dalloz, 1986;https://aciege.org/Dct/Fra/Fra_124_62.html
term:124_54;sg:124;4;terme;124_54;Art ou action de mener à bonne fin les discussions relatives à un contrat commercial, ou à des opérations d'achat ou de vente entre des partenaires et portant sur un effet commercial.;1 > 12 > 124 > 124_54;L'entreprise et son management > Marketing > VENTE > Art ou action de mener à bonne fin les discussions relatives à un contrat commercial, ou à des opérations d'achat ou de vente entre des partenaires et portant sur un effet commercial.;Note(s) : Par exemple, la négociation commerciale entre fournisseurs et distributeurs de la livraison physique d'un produit. Source : Office québécois de la langue française (2004). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 28-04-2009);Office québécois de la langue française (2004). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 28-04-2009).;https://aciege.org/Dct/Fra/Fra_124_54.html
term:124_81;sg:124;4;terme;124_81;Plateforme Internet destinée au commerce interentreprises, qui facilite les échanges entre plusieurs acheteurs et vendeurs d'un même secteur d'activité ou de différents secteurs, en vue de collaborer, de négocier et de conclure des transactions à valeur ajoutée, pour des biens et services de production ou de fonctionnement.;1 > 12 > 124 > 124_81;L'entreprise et son management > Marketing > VENTE > Plateforme Internet destinée au commerce interentreprises, qui facilite les échanges entre plusieurs acheteurs et vendeurs d'un même secteur d'activité ou de différents secteurs, en vue de collaborer, de négocier et de conclure des transactions à valeur ajoutée, pour des biens et services de production ou de fonctionnement.;"Note(s) : La place de marché électronique constitue l'un des rouages du commerce électronique interentreprises. Elle suppose trois types d'acteurs : l'acheteur (le client), le vendeur (le fournisseur) et le créateur de la place (l'opérateur). […] En contexte, on peut utiliser la forme elliptique place de marché et son abréviation PDM. Au pluriel, on écrira : des places de marché électroniques, des places de marché en ligne, des places de marché Internet et des places de marché virtuelles. Il faut noter que le terme place d'affaires est déconseillé lorsqu'on l'utilise au sens de « siège social », d'« établissement » ou de « bureau », mais que, dans le présent contexte (place d'affaires électroniques), il s'agit d'un tout autre concept : « place (lieu virtuel ou site Web) destinée aux affaires électroniques ». Un terme n'est pas forcément « condamnable » dans tous les contextes; il peut être inadéquat pour désigner un concept particulier et convenir tout à fait pour en désigner un autre. Cependant, afin de ne pas créer de confusion, il est préférable d'éviter l'emploi de la forme abrégée place d'affaires, dans tous les cas où l'on veut parler du lieu virtuel. Dans place d'affaires électroniques (e-business place), il est plus logique d'écrire électroniques au pluriel, puisque affaires électroniques est l'équivalent français de e-business. Source : Office québécois de la langue française (2007). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 05/02/2009)";Office québécois de la langue française (2007). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 05/02/2009).;https://aciege.org/Dct/Fra/Fra_124_81.html
term:124_73;sg:124;4;terme;124_73;PRESCRIPTEUR;1 > 12 > 124 > 124_73;L'entreprise et son management > Marketing > VENTE > PRESCRIPTEUR;Personne qui, dans l'exercice de sa profession ou de sa fonction, conseille, recommande ou prescrit un produit ou un service ( vendu) qui est rattaché à cette profession ou à cette fonction, et à la vente duquel elle n'est, en principe, pas intéressée. ( Dictionnaire commercial, acadélie des sciences commerciales, entreprise moderne d'édition, 1987);Dictionnaire commercial, acadélie des sciences commerciales, entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_73.html
term:124_77;sg:124;4;terme;124_77;PRIX DE VENTE;1 > 12 > 124 > 124_77;L'entreprise et son management > Marketing > VENTE > PRIX DE VENTE;Valeur marchande où se vend un bien ou un service sur le marché.;;https://aciege.org/Dct/Fra/Fra_124_77.html
term:124_94;sg:124;4;terme;124_94;QUOTA DE VENTE;1 > 12 > 124 > 124_94;L'entreprise et son management > Marketing > VENTE > QUOTA DE VENTE;Objectif de vente assigné à un vendeur ou à un organisme de vente pour une période déterminée. Cet objectif est généralement compris entre le chiffre d'affaires passé et le marché potentiel du rayon pendant la période considérée. (Office de la langue française, 1983);Office de la langue française, 1983;https://aciege.org/Dct/Fra/Fra_124_94.html
term:124_27;sg:124;4;terme;124_27;SERVICE APRES-VENTE;1 > 12 > 124 > 124_27;L'entreprise et son management > Marketing > VENTE > SERVICE APRES-VENTE;Ensemble d'opérations de service rendu éffectuées par le fournisseur après la conclusion d'une vente et déstinées à faciliter au client l'usage , l'entretien et la réparation du bien fourni. (Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_27.html
term:124_37;sg:124;4;terme;124_37;SERVICE CLIENT;1 > 12 > 124 > 124_37;L'entreprise et son management > Marketing > VENTE > SERVICE CLIENT;Approche qui consiste à orienter l'entreprise vers la satisfaction des besoins du client, notamment par la mise en place de procédures axées sur le service offert au client en matière de produits ou services et en matière de vente au détail. SERVICE CLIENTELLE Ensemble d'opérations de service effectuées par le fournisseur (généralement à ses frais) après la conclusion de la vente et dont l'objet est de faciliter au client l'usage, l'entretien et la réparation du bien qu'il a acheté. (Le grand dictionnaire terminologique, www.granddictionnaire.com);Le grand dictionnaire terminologique, www.granddictionnaire.com;https://aciege.org/Dct/Fra/Fra_124_37.html
term:124_53;sg:124;4;terme;124_53;TECHNIQUE DE VENTE;1 > 12 > 124 > 124_53;L'entreprise et son management > Marketing > VENTE > TECHNIQUE DE VENTE;Techniques fondées sur l'observation, l'expérience, la sociologie, la psychologie, et mises en oeuvre pour aboutir plus sûrement à une vente;;https://aciege.org/Dct/Fra/Fra_124_53.html
term:124_93;sg:124;4;terme;124_93;TERRITOIRE DE VENTE;1 > 12 > 124 > 124_93;L'entreprise et son management > Marketing > VENTE > TERRITOIRE DE VENTE;Voir secteur de vente : champ d'activité d'un représentant ou d'une équipe de vente. (Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_93.html
term:124_75;sg:124;4;terme;124_75;VENDEUR;1 > 12 > 124 > 124_75;L'entreprise et son management > Marketing > VENTE > VENDEUR;Déf.1 : Personne physique ou morale transférant, à titre onéreux, la propriété d'un bie n à une autre, ou lui assurant, à titre onéreux, une prestation de service. Déf.2 : Personne physique qui, par son action personnelle, contribue à la réalisation d'une vente. (Dictionnaire commercial, Académie des sciences commerciales.- Entreprise moderne d'édition,1987);Dictionnaire commercial, Académie des sciences commerciales.- Entreprise moderne d'édition,1987;https://aciege.org/Dct/Fra/Fra_124_75.html
term:124_55;sg:124;4;terme;124_55;VENTE;1 > 12 > 124 > 124_55;L'entreprise et son management > Marketing > VENTE > VENTE;Action de vendre. VENDRE : Transférer la propriété d'un bien ou fournir un service à titre onéreux. (Dictionnaire commercial, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_55.html
term:124_79;sg:124;4;terme;124_79;VENTE A CREDIT;1 > 12 > 124 > 124_79;L'entreprise et son management > Marketing > VENTE > VENTE A CREDIT;Système de vente dans lequel le transfert de propriété, ou la prestation de service, a lieu immédiatement alors que le paiement intervient à terme. (Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_79.html
term:124_71;sg:124;4;terme;124_71;VENTE A DISTANCE;1 > 12 > 124 > 124_71;L'entreprise et son management > Marketing > VENTE > VENTE A DISTANCE;La vente à distance recouvre différentes techniques et méthodes utilisées par des vendeurs pour transmettre leurs offres de produits ou de services à des clients potentiels. Il s’agit en réalité pour ces commerçants d’émettre une offre à distance susceptible d’intéresser divers consommateurs. In : GIMALAC Laurent, GRAC Stéphane.- L’essentiel du droit du marketing.- Paris : Gualino Editeur, 2003.- p.73.;;https://aciege.org/Dct/Fra/Fra_124_71.html
term:124_60;sg:124;4;terme;124_60;VENTE A DOMICILE;1 > 12 > 124 > 124_60;L'entreprise et son management > Marketing > VENTE > VENTE A DOMICILE;Vente, contrat de location ou de location-vente de marchandises ou de services, obtenus par un vendeur qui visite, dans leur résidence particulière, des acheteurs présélectionnés. (Dictionnaire commercial, Académie des sciences commerciales, Entreprises moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprises moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_60.html
term:124_31;sg:124;4;terme;124_31;VENTE AUTOMATIQUE;1 > 12 > 124 > 124_31;L'entreprise et son management > Marketing > VENTE > VENTE AUTOMATIQUE;Voir Distribution automatique. Distribution automatique : réalisation de ventes à l'aide d'un distributeur automatique. ( Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_31.html
term:124_51;sg:124;4;terme;124_51;VENTE DIRECTE;1 > 12 > 124 > 124_51;L'entreprise et son management > Marketing > VENTE > VENTE DIRECTE;Déf 1 : Vente par un producteur à un consommateur ou à un utilisateur final, sans intervention de commerçant de gros ou de détail, ni d'intermédiaire. Déf 2 : Forme de vente dans laquelle un vendeur (producteur ou commerçant) transfère à un acheteur (consommateur, entreprise, organisme publc ou privé) un bien, ou un service vendu, sans utiliser d'intermédiaires autres que les techniques de communication disponibles. (Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_51.html
term:124_40;sg:124;4;terme;124_40;VENTE GROUPEE;1 > 12 > 124 > 124_40;L'entreprise et son management > Marketing > VENTE > VENTE GROUPEE;Vente à un prix global de plusieurs objets à la fois, éventuellement différents les uns des autres. ( Dictionnaire commercial, Académie des sciences commerciales, Entreprise modernes d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise modernes d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_40.html
term:124_46;sg:124;4;terme;124_46;VENTE ILLICITE;1 > 12 > 124 > 124_46;L'entreprise et son management > Marketing > VENTE > VENTE ILLICITE;Vente : Action de vendre Vendre : Transférer la propriété d'un bien ou fournir un service à titre onéreux. (Dictionnaire commercial, Entreprise moderne d'édition, 1987) Illicite : Défendu par la moral ou par la loi. (Petit Larousse en couleurs, 1989);Petit Larousse en couleurs, 1989;https://aciege.org/Dct/Fra/Fra_124_46.html
term:124_70;sg:124;4;terme;124_70;VENTE PAR TELEPHONE;1 > 12 > 124 > 124_70;L'entreprise et son management > Marketing > VENTE > VENTE PAR TELEPHONE;Vente dans laquelle toutes les opérations relevant de la force de vente s'effectuent par l'intermédiaire du téléphone : démarchage, présentation et offre du bien ou du service vendu, argumentation, relance, prise de commande, etc. ( Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition;https://aciege.org/Dct/Fra/Fra_124_70.html
term:124_11;sg:124;4;terme;124_11;VENTE PROMOTIONNELLE;1 > 12 > 124 > 124_11;L'entreprise et son management > Marketing > VENTE > VENTE PROMOTIONNELLE;Opération effectuée en vue de faire connaître un produit ou un service vendu, ou d'en accélérer la vente, à des conditions de prix attirantes pour la clientèle, grâce à l'utilisation d'un certain nombre de moyens promotionnels ou de moyens publicitaires, dans un magasin de détails et ailleurs. (Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Académie des sciences commerciales, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_124_11.html
term:125_29;sg:125;4;terme;125_29;AFFICHE PUBLICITAIRE;1 > 12 > 125 > 125_29;L'entreprise et son management > Marketing > PUBLICITE > AFFICHE PUBLICITAIRE;Message publicitaire imprimé sur papier et exposé dans un lieu public, sur un support prévu à cet effet. (Dictionnaire bilingue de la publicité et de la communication. -Dunod, 1990.);Dictionnaire bilingue de la publicité et de la communication. -Dunod, 1990.;https://aciege.org/Dct/Fra/Fra_125_29.html
term:125_83;sg:125;4;terme;125_83;AGENCE DE PUBLICITE;1 > 12 > 125 > 125_83;L'entreprise et son management > Marketing > PUBLICITE > AGENCE DE PUBLICITE;"Prestataire de services qui conçoit, planifie, produit les campagnes et achète l'espace publicitaire pour le compte d'annonceurs. L'agence peut fournir tout ou partie d'une gamme de services variés : conseil en marketing et communication ; conception, fabrication, etc. (Dictionnaire bilingue de la publicité et de la communication. -Dunod, 1990.)";Dictionnaire bilingue de la publicité et de la communication. -Dunod, 1990.;https://aciege.org/Dct/Fra/Fra_125_83.html
term:125_93;sg:125;4;terme;125_93;ANNONCE;1 > 12 > 125 > 125_93;L'entreprise et son management > Marketing > PUBLICITE > ANNONCE;Déf 1 : Avis imprimé, parlé ou filmé, portant à la connaissance du public un fait supposé ignoré jusque-là. Déf 2 : Message publicitaire en faveur d'un produit, destiné à la presse. (Dictionnaire commercial. -Entreprise Moderne d'Edition, 1987.);Dictionnaire commercial. -Entreprise Moderne d'Edition, 1987.;https://aciege.org/Dct/Fra/Fra_125_93.html
term:125_45;sg:125;4;terme;125_45;BUDGET PUBLICITAIRE;1 > 12 > 125 > 125_45;L'entreprise et son management > Marketing > PUBLICITE > BUDGET PUBLICITAIRE;"Ensemble du budget consacré par un annonceur à la publicité, sur une période de temps déterminée ou pour une campagne donnée. Les dépenses qui entrent dans le budget de publicité sont : -l'espace dans les mass-médias : presse, télévision, radio, cinéma, affichage ; -les dépenses dans les autres moyens de communication : publicité directe, publicité sur le lieu de vente, conditionnement du produit, matériel de merchandising, publicité à l'étranger, promotion réseau ; -frais techniques : photographies, illustrations, typographie, gravure, clichés, production radio, télévision et cinéma, conception du conditionnement, etc ; -frais d'exploitation : salaires du personnel, loyers, commissions et honoraires versés aux agences, etc... Sont parfois incluses dans ce budget les dépenses suivantes : échantillons, bons de réduction, démonstrations, foires, expositions, primes, etc. (Dictionnaire bilingue de la Publicité et de la Communication. -Dunod, 1990.)";Dictionnaire bilingue de la Publicité et de la Communication. -Dunod, 1990.;https://aciege.org/Dct/Fra/Fra_125_45.html
term:125_70;sg:125;4;terme;125_70;CAMPAGNE PUBLICITAIRE;1 > 12 > 125 > 125_70;L'entreprise et son management > Marketing > PUBLICITE > CAMPAGNE PUBLICITAIRE;"Programme publicitaire coordonné, conçu pour atteindre un objectif déterminé. Une campagne de publicité s'organise autour : -d'un objectif publicitaire, -d'un thème, -d'une cible, -d'un plan-médias. Elle s'échelonne sur une période de temps donné et elle est couverte par une série de médias bien déterminée. Deux critères permettent de distinguer une campagne d'une simple série d'annonces sans rapport : la même approche visuelle : même format, même type de photo, mêmes couleurs, mêmes illustrations, etc... ; la même approche verbale : même slogan, même jungle, etc. Néanmoins, une même campagne peut s'articuler sur plusieurs médias. Une campagne, en ce sens, est un combat mené par l'annonceur pour gagner l'attention d'une partie de son marché . (Dictionnaire bilingue de la Publicité et de la Communication. -Dunod, 1990.)";Dictionnaire bilingue de la Publicité et de la Communication. -Dunod, 1990.;https://aciege.org/Dct/Fra/Fra_125_70.html
term:125_72;sg:125;4;terme;125_72;CREATION PUBLICITAIRE;1 > 12 > 125 > 125_72;L'entreprise et son management > Marketing > PUBLICITE > CREATION PUBLICITAIRE;Création dans le domaine des messages publicitaires. (Dictionnaire commercial. -Entreprise Moderne d'Edition, 1987.);Dictionnaire commercial. -Entreprise Moderne d'Edition, 1987.;https://aciege.org/Dct/Fra/Fra_125_72.html
term:125_95;sg:125;4;terme;125_95;EFFICACITE PUBLICITAIRE;1 > 12 > 125 > 125_95;L'entreprise et son management > Marketing > PUBLICITE > EFFICACITE PUBLICITAIRE;Qualité d'une action qui donne les résultats satisfaisants que l'on attend. (Dictionnaire commercial. -Entreprise Moderne d'Edition, 1987.);Dictionnaire commercial. -Entreprise Moderne d'Edition, 1987.;https://aciege.org/Dct/Fra/Fra_125_95.html
term:125_68;sg:125;4;terme;125_68;EMBALLAGE;1 > 12 > 125 > 125_68;L'entreprise et son management > Marketing > PUBLICITE > EMBALLAGE;Conteneur (caisse, boîte, etc) dans lequel on place les marchandises, les produits, etc., pour les protéger, les transporter et les vendre. (Dictionnaire bilingue de la Publicité et de la Communication. -Dunod, 1990.);Dictionnaire bilingue de la Publicité et de la Communication. -Dunod, 1990.;https://aciege.org/Dct/Fra/Fra_125_68.html
term:125_85;sg:125;4;terme;125_85;IMPACT PUBLICITAIRE;1 > 12 > 125 > 125_85;L'entreprise et son management > Marketing > PUBLICITE > IMPACT PUBLICITAIRE;Effet de la publicité sur la cible visée, mesuré généralement par le taux de mémorisation du message. Une annonce dispose de différents atouts, comme le format, la couleur, la typographie, l'illustration, l'emplacement ou la répétition pour gagner de l'impact . (Dictionnaire bilingue de la publicité et de la communication. -Dunod, 1990.);Dictionnaire bilingue de la publicité et de la communication. -Dunod, 1990.;https://aciege.org/Dct/Fra/Fra_125_85.html
term:125_92;sg:125;4;terme;125_92;MESSAGE PUBLICITAIRE;1 > 12 > 125 > 125_92;L'entreprise et son management > Marketing > PUBLICITE > MESSAGE PUBLICITAIRE;Message publicitaire (cin, radio, T.V.), spot , film publicitaire : message publicitaire distribué à la télévision, à la radio ou au cinéma. Tout message publicitaire véhiculé par un support imprimé. ( Dictionnaire bilingue de la publicité et de la communication, DUNOD, 1990);Dictionnaire bilingue de la publicité et de la communication, DUNOD, 1990;https://aciege.org/Dct/Fra/Fra_125_92.html
term:125_96;sg:125;4;terme;125_96;MESURE D'AUDIENCE;1 > 12 > 125 > 125_96;L'entreprise et son management > Marketing > PUBLICITE > MESURE D'AUDIENCE;Ensemble des procédés - sondages, enquêtes, traitement de données statistiques - qui permettent d'estimer, quantitativement, le nombre de lecteurs d'auditeurs ou de télespectateurs. ( Dictionnaire multimédia, Eyrolles, 1990);Dictionnaire multimédia, Eyrolles, 1990;https://aciege.org/Dct/Fra/Fra_125_96.html
