source_id;target_id;relation;kind
131_20;131_42;skos:broader;zthes_BT
131_20;124_07;skos:related;zthes_RT
131_23;131;skos:broader;structural
131_23;131_43;skos:broader;zthes_BT
131_23;132_50;skos:related;zthes_RT
131_24;131;skos:broader;structural
131_24;131_55;skos:broader;zthes_BT
131_30;131;skos:broader;structural
131_30;131_42;skos:broader;zthes_BT
131_36;131;skos:broader;structural
131_36;131_55;skos:broader;zthes_BT
131_36;134_27;skos:related;zthes_RT
131_37;131;skos:broader;structural
131_37;131_55;skos:broader;zthes_BT
131_37;333_63;skos:related;zthes_RT
131_37;335_24;skos:related;zthes_RT
131_37;335_33;skos:related;zthes_RT
131_38;131;skos:broader;structural
131_38;131_55;skos:broader;zthes_BT
131_39;131;skos:broader;structural
131_39;131_55;skos:broader;zthes_BT
131_40;131;skos:broader;structural
131_40;131_42;skos:broader;zthes_BT
131_40;322_17;skos:related;zthes_RT
131_40;322_26;skos:related;zthes_RT
131_42;131;skos:broader;structural
131_42;131_43;skos:broader;zthes_BT
131_43;131;skos:broader;structural
131_43;131_64;skos:broader;zthes_BT
131_45;131;skos:broader;structural
131_45;131_55;skos:broader;zthes_BT
131_45;331_47;skos:related;zthes_RT
131_47;131;skos:broader;structural
131_47;131_56;skos:broader;zthes_BT
131_48;131;skos:broader;structural
131_48;131_55;skos:broader;zthes_BT
131_48;132_03;skos:related;zthes_RT
131_49;131;skos:broader;structural
131_49;131_55;skos:broader;zthes_BT
131_49;113_24;skos:related;zthes_RT
131_50;131;skos:broader;structural
131_50;131_42;skos:broader;zthes_BT
131_50;335_67;skos:related;zthes_RT
131_53;131;skos:broader;structural
131_53;131_64;skos:broader;zthes_BT
131_55;131;skos:broader;structural
131_55;132_43;skos:related;zthes_RT
131_55;334_41;skos:related;zthes_RT
131_55;334_53;skos:related;zthes_RT
131_56;131;skos:broader;structural
131_56;131_55;skos:broader;zthes_BT
131_56;111_83;skos:related;zthes_RT
131_56;131_65;skos:related;zthes_RT
131_56;131_67;skos:related;zthes_RT
131_56;134_87;skos:related;zthes_RT
131_58;131;skos:broader;structural
131_58;131_55;skos:broader;zthes_BT
131_60;131;skos:broader;structural
131_60;131_42;skos:broader;zthes_BT
131_60;112_72;skos:related;zthes_RT
131_60;311_83;skos:related;zthes_RT
131_62;131;skos:broader;structural
131_62;131_53;skos:broader;zthes_BT
131_62;131_71;skos:related;zthes_RT
131_64;131;skos:broader;structural
131_64;131_65;skos:broader;zthes_BT
131_65;131;skos:broader;structural
131_65;131_55;skos:broader;zthes_BT
131_65;131_56;skos:related;zthes_RT
131_67;131;skos:broader;structural
131_67;131_55;skos:broader;zthes_BT
131_67;131_56;skos:related;zthes_RT
131_67;134_44;skos:related;zthes_RT
131_67;331_49;skos:related;zthes_RT
131_67;332_04;skos:related;zthes_RT
131_67;332_06;skos:related;zthes_RT
131_67;332_25;skos:related;zthes_RT
131_68;131;skos:broader;structural
131_68;131_67;skos:broader;zthes_BT
131_68;111_75;skos:related;zthes_RT
131_71;131;skos:broader;structural
131_71;131_64;skos:broader;zthes_BT
131_71;131_62;skos:related;zthes_RT
131_71;131_82;skos:related;zthes_RT
131_72;131;skos:broader;structural
131_72;131_73;skos:broader;zthes_BT
131_73;131;skos:broader;structural
131_73;131_64;skos:broader;zthes_BT
131_73;134_10;skos:related;zthes_RT
131_75;131;skos:broader;structural
131_75;131_65;skos:broader;zthes_BT
131_76;131;skos:broader;structural
131_76;131_65;skos:broader;zthes_BT
131_76;132_87;skos:related;zthes_RT
131_76;132_97;skos:related;zthes_RT
131_76;132_99;skos:related;zthes_RT
131_76;134_35;skos:related;zthes_RT
131_76;134_53;skos:related;zthes_RT
131_76;134_55;skos:related;zthes_RT
131_76;134_63;skos:related;zthes_RT
131_76;335_67;skos:related;zthes_RT
131_77;131;skos:broader;structural
131_77;131_55;skos:broader;zthes_BT
131_77;131_87;skos:related;zthes_RT
131_78;131;skos:broader;structural
131_78;131_67;skos:broader;zthes_BT
131_79;131;skos:broader;structural
131_79;131_67;skos:broader;zthes_BT
131_80;131;skos:broader;structural
131_80;131_91;skos:broader;zthes_BT
131_80;134_03;skos:related;zthes_RT
131_82;131;skos:broader;structural
131_82;131_73;skos:broader;zthes_BT
131_82;131_71;skos:related;zthes_RT
131_83;131;skos:broader;structural
131_83;131_73;skos:broader;zthes_BT
131_85;131;skos:broader;structural
131_85;131_65;skos:broader;zthes_BT
131_86;131;skos:broader;structural
131_86;131_65;skos:broader;zthes_BT
131_86;111_72;skos:related;zthes_RT
131_86;342_51;skos:related;zthes_RT
131_87;131;skos:broader;structural
131_87;131_76;skos:broader;zthes_BT
131_87;131_77;skos:related;zthes_RT
131_87;331_38;skos:related;zthes_RT
131_88;131;skos:broader;structural
131_88;131_78;skos:broader;zthes_BT
131_89;131;skos:broader;structural
131_89;131_78;skos:broader;zthes_BT
131_90;131;skos:broader;structural
131_90;131_91;skos:broader;zthes_BT
131_90;323_35;skos:related;zthes_RT
131_90;335_39;skos:related;zthes_RT
131_91;131;skos:broader;structural
131_91;131_82;skos:broader;zthes_BT
131_91;132_88;skos:related;zthes_RT
131_91;335_19;skos:related;zthes_RT
131_93;131;skos:broader;structural
131_93;131_83;skos:broader;zthes_BT
131_93;112_98;skos:related;zthes_RT
131_93;134_93;skos:related;zthes_RT
131_93;335_55;skos:related;zthes_RT
131_99;131;skos:broader;structural
131_99;131_88;skos:broader;zthes_BT
131_99;211_55;skos:related;zthes_RT
132_00;132;skos:broader;structural
132_00;132_11;skos:broader;zthes_BT
132_03;132;skos:broader;structural
132_03;132_13;skos:broader;zthes_BT
132_03;131_48;skos:related;zthes_RT
132_03;334_20;skos:related;zthes_RT
132_04;132;skos:broader;structural
132_04;132_13;skos:broader;zthes_BT
132_07;132;skos:broader;structural
132_07;132_27;skos:broader;zthes_BT
132_09;132;skos:broader;structural
132_09;132_18;skos:broader;zthes_BT
132_10;132;skos:broader;structural
132_10;132_11;skos:broader;zthes_BT
132_11;132;skos:broader;structural
132_11;132_43;skos:broader;zthes_BT
132_11;134_20;skos:related;zthes_RT
132_12;132;skos:broader;structural
132_12;132_13;skos:broader;zthes_BT
132_13;132;skos:broader;structural
132_13;132_25;skos:broader;zthes_BT
132_15;132;skos:broader;structural
132_15;132_25;skos:broader;zthes_BT
132_18;132;skos:broader;structural
132_18;132_38;skos:broader;zthes_BT
132_21;132;skos:broader;structural
132_21;132_43;skos:broader;zthes_BT
132_25;132;skos:broader;structural
132_25;132_45;skos:broader;zthes_BT
132_27;132;skos:broader;structural
132_27;132_36;skos:broader;zthes_BT
132_29;132;skos:broader;structural
132_29;132_38;skos:broader;zthes_BT
132_31;132;skos:broader;structural
132_31;132_43;skos:broader;zthes_BT
132_33;132;skos:broader;structural
132_33;132_43;skos:broader;zthes_BT
132_33;113_37;skos:related;zthes_RT
132_34;132;skos:broader;structural
132_34;132_45;skos:broader;zthes_BT
132_36;132;skos:broader;structural
132_36;132_45;skos:broader;zthes_BT
132_38;132;skos:broader;structural
132_38;132_55;skos:broader;zthes_BT
132_39;132;skos:broader;structural
132_39;132_38;skos:broader;zthes_BT
132_40;132;skos:broader;structural
132_40;132_52;skos:broader;zthes_BT
132_43;132;skos:broader;structural
132_43;132_55;skos:broader;zthes_BT
132_43;131_55;skos:related;zthes_RT
132_43;133_55;skos:related;zthes_RT
132_44;132;skos:broader;structural
132_44;132_55;skos:broader;zthes_BT
132_45;132;skos:broader;structural
132_45;132_55;skos:broader;zthes_BT
132_46;132;skos:broader;structural
132_46;132_55;skos:broader;zthes_BT
132_47;132;skos:broader;structural
132_47;132_55;skos:broader;zthes_BT
132_49;132;skos:broader;structural
132_49;132_38;skos:broader;zthes_BT
132_49;124_19;skos:related;zthes_RT
132_50;132;skos:broader;structural
132_50;132_52;skos:broader;zthes_BT
132_50;131_23;skos:related;zthes_RT
132_52;132;skos:broader;structural
132_52;132_43;skos:broader;zthes_BT
132_54;132;skos:broader;structural
132_54;132_55;skos:broader;zthes_BT
132_54;112_28;skos:related;zthes_RT
132_54;112_85;skos:related;zthes_RT
132_54;132_64;skos:related;zthes_RT
132_55;132;skos:broader;structural
132_55;133_57;skos:related;zthes_RT
132_55;332_28;skos:related;zthes_RT
132_57;132;skos:broader;structural
132_57;132_55;skos:broader;zthes_BT
132_57;334_53;skos:related;zthes_RT
132_61;132;skos:broader;structural
132_61;132_73;skos:broader;zthes_BT
132_63;132;skos:broader;structural
132_63;132_55;skos:broader;zthes_BT
132_63;342_51;skos:related;zthes_RT
132_63;342_55;skos:related;zthes_RT
132_64;132;skos:broader;structural
132_64;132_75;skos:broader;zthes_BT
132_64;132_54;skos:related;zthes_RT
132_66;132;skos:broader;structural
132_66;132_75;skos:broader;zthes_BT
132_66;133_53;skos:related;zthes_RT
132_67;132;skos:broader;structural
132_67;132_55;skos:broader;zthes_BT
132_67;322_65;skos:related;zthes_RT
132_67;334_41;skos:related;zthes_RT
132_69;132;skos:broader;structural
132_69;132_55;skos:broader;zthes_BT
132_70;132;skos:broader;structural
132_70;132_72;skos:broader;zthes_BT
132_72;132;skos:broader;structural
132_72;132_73;skos:broader;zthes_BT
132_72;134_22;skos:related;zthes_RT
132_73;132;skos:broader;structural
132_73;132_75;skos:broader;zthes_BT
132_75;132;skos:broader;structural
132_75;132_55;skos:broader;zthes_BT
132_79;132;skos:broader;structural
132_79;132_75;skos:broader;zthes_BT
132_81;132;skos:broader;structural
132_81;132_72;skos:broader;zthes_BT
132_83;132;skos:broader;structural
132_83;132_73;skos:broader;zthes_BT
132_85;132;skos:broader;structural
132_85;132_75;skos:broader;zthes_BT
132_87;132;skos:broader;structural
132_87;132_75;skos:broader;zthes_BT
132_87;131_76;skos:related;zthes_RT
132_88;132;skos:broader;structural
132_88;132_87;skos:broader;zthes_BT
132_88;131_91;skos:related;zthes_RT
132_88;335_19;skos:related;zthes_RT
132_90;132;skos:broader;structural
132_90;132_81;skos:broader;zthes_BT
132_90;133_79;skos:related;zthes_RT
132_91;132;skos:broader;structural
132_91;132_72;skos:broader;zthes_BT
132_91;131_14;skos:related;zthes_RT
132_91;335_08;skos:related;zthes_RT
132_92;132;skos:broader;structural
132_92;132_72;skos:broader;zthes_BT
132_93;132;skos:broader;structural
132_93;132_83;skos:broader;zthes_BT
132_93;141_69;skos:related;zthes_RT
132_95;132;skos:broader;structural
132_95;132_75;skos:broader;zthes_BT
132_97;132;skos:broader;structural
132_97;132_87;skos:broader;zthes_BT
132_97;131_76;skos:related;zthes_RT
132_99;132;skos:broader;structural
132_99;132_87;skos:broader;zthes_BT
132_99;131_76;skos:related;zthes_RT
133_04;133;skos:broader;structural
133_04;133_25;skos:broader;zthes_BT
133_08;133;skos:broader;structural
133_08;133_18;skos:broader;zthes_BT
133_18;133;skos:broader;structural
133_18;133_29;skos:broader;zthes_BT
133_19;133;skos:broader;structural
133_19;133_29;skos:broader;zthes_BT
133_22;133;skos:broader;structural
133_22;133_42;skos:broader;zthes_BT
133_24;133;skos:broader;structural
133_24;133_55;skos:broader;zthes_BT
133_25;133;skos:broader;structural
133_25;133_55;skos:broader;zthes_BT
133_27;133;skos:broader;structural
133_27;133_47;skos:broader;zthes_BT
133_28;133;skos:broader;structural
133_28;133_47;skos:broader;zthes_BT
133_29;133;skos:broader;structural
133_29;133_47;skos:broader;zthes_BT
133_33;133;skos:broader;structural
133_33;133_55;skos:broader;zthes_BT
133_34;133;skos:broader;structural
133_34;133_55;skos:broader;zthes_BT
133_36;133;skos:broader;structural
133_36;133_47;skos:broader;zthes_BT
133_39;133;skos:broader;structural
133_39;133_47;skos:broader;zthes_BT
133_40;133;skos:broader;structural
133_40;133_42;skos:broader;zthes_BT
133_40;332_34;skos:related;zthes_RT
133_42;133;skos:broader;structural
133_42;133_55;skos:broader;zthes_BT
133_42;113_16;skos:related;zthes_RT
133_47;133;skos:broader;structural
133_47;133_57;skos:broader;zthes_BT
133_53;133;skos:broader;structural
133_53;133_55;skos:broader;zthes_BT
133_53;113_63;skos:related;zthes_RT
133_53;132_66;skos:related;zthes_RT
133_55;133;skos:broader;structural
133_55;113_18;skos:related;zthes_RT
133_55;132_43;skos:related;zthes_RT
133_57;133;skos:broader;structural
133_57;133_55;skos:broader;zthes_BT
133_57;132_55;skos:related;zthes_RT
133_59;133;skos:broader;structural
133_59;133_57;skos:broader;zthes_BT
133_68;133;skos:broader;structural
133_68;133_57;skos:broader;zthes_BT
133_79;133;skos:broader;structural
133_79;133_68;skos:broader;zthes_BT
133_79;132_90;skos:related;zthes_RT
133_79;141_00;skos:related;zthes_RT
133_79;141_01;skos:related;zthes_RT
133_85;133;skos:broader;structural
133_85;133_55;skos:broader;zthes_BT
133_87;133;skos:broader;structural
133_87;133_55;skos:broader;zthes_BT
133_93;133;skos:broader;structural
133_93;133_55;skos:broader;zthes_BT
133_94;133;skos:broader;structural
133_94;133_55;skos:broader;zthes_BT
134_02;134;skos:broader;structural
134_02;134_12;skos:broader;zthes_BT
134_03;134;skos:broader;structural
134_03;134_14;skos:broader;zthes_BT
134_03;131_80;skos:related;zthes_RT
134_04;134;skos:broader;structural
134_04;134_14;skos:broader;zthes_BT
134_06;134;skos:broader;structural
134_06;134_35;skos:broader;zthes_BT
134_10;134;skos:broader;structural
134_10;134_22;skos:broader;zthes_BT
134_10;131_73;skos:related;zthes_RT
134_12;134;skos:broader;structural
134_12;134_22;skos:broader;zthes_BT
134_14;134;skos:broader;structural
134_14;134_35;skos:broader;zthes_BT
134_15;134;skos:broader;structural
134_15;134_25;skos:broader;zthes_BT
134_15;428_91;skos:related;zthes_RT
134_16;134;skos:broader;structural
134_16;134_35;skos:broader;zthes_BT
134_17;134;skos:broader;structural
134_17;134_35;skos:broader;zthes_BT
134_20;134;skos:broader;structural
134_20;134_22;skos:broader;zthes_BT
134_20;132_11;skos:related;zthes_RT
134_22;134;skos:broader;structural
134_22;134_35;skos:broader;zthes_BT
134_22;132_72;skos:related;zthes_RT
134_22;134_77;skos:related;zthes_RT
134_24;134;skos:broader;structural
134_24;134_35;skos:broader;zthes_BT
134_25;134;skos:broader;structural
134_25;134_35;skos:broader;zthes_BT
134_26;134;skos:broader;structural
134_26;134_35;skos:broader;zthes_BT
134_27;134;skos:broader;structural
134_27;134_35;skos:broader;zthes_BT
134_27;131_07;skos:related;zthes_RT
134_27;131_36;skos:related;zthes_RT
134_30;134;skos:broader;structural
134_30;134_20;skos:broader;zthes_BT
134_32;134;skos:broader;structural
134_32;134_22;skos:broader;zthes_BT
134_32;322_83;skos:related;zthes_RT
134_33;134;skos:broader;structural
134_33;134_55;skos:broader;zthes_BT
134_34;134;skos:broader;structural
134_34;134_35;skos:broader;zthes_BT
134_34;333_73;skos:related;zthes_RT
134_35;134;skos:broader;structural
134_35;134_55;skos:broader;zthes_BT
134_35;131_76;skos:related;zthes_RT
134_36;134;skos:broader;structural
134_36;134_35;skos:broader;zthes_BT
134_37;134;skos:broader;structural
134_37;134_35;skos:broader;zthes_BT
134_43;134;skos:broader;structural
134_43;134_53;skos:broader;zthes_BT
134_44;134;skos:broader;structural
134_44;134_55;skos:broader;zthes_BT
134_44;131_67;skos:related;zthes_RT
134_44;331_49;skos:related;zthes_RT
134_53;134;skos:broader;structural
134_53;134_54;skos:broader;zthes_BT
134_53;131_76;skos:related;zthes_RT
134_54;134;skos:broader;structural
134_54;134_55;skos:broader;zthes_BT
134_54;333_73;skos:related;zthes_RT
134_55;134;skos:broader;structural
134_55;131_76;skos:related;zthes_RT
134_55;333_73;skos:related;zthes_RT
134_55;335_39;skos:related;zthes_RT
134_55;335_46;skos:related;zthes_RT
134_55;335_55;skos:related;zthes_RT
134_55;335_65;skos:related;zthes_RT
134_58;134;skos:broader;structural
134_58;134_55;skos:broader;zthes_BT
134_59;134;skos:broader;structural
134_59;134_58;skos:broader;zthes_BT
134_62;134;skos:broader;structural
134_62;134_73;skos:broader;zthes_BT
134_63;134;skos:broader;structural
134_63;134_54;skos:broader;zthes_BT
134_63;131_76;skos:related;zthes_RT
134_63;134_73;skos:related;zthes_RT
134_63;335_55;skos:related;zthes_RT
134_67;134;skos:broader;structural
134_67;134_55;skos:broader;zthes_BT
134_67;323_74;skos:related;zthes_RT
134_72;134;skos:broader;structural
134_72;134_73;skos:broader;zthes_BT
134_73;134;skos:broader;structural
134_73;134_54;skos:broader;zthes_BT
134_73;134_63;skos:related;zthes_RT
134_77;134;skos:broader;structural
134_77;134_55;skos:broader;zthes_BT
134_77;134_22;skos:related;zthes_RT
134_79;134;skos:broader;structural
134_79;134_77;skos:broader;zthes_BT
134_82;134;skos:broader;structural
134_82;134_73;skos:broader;zthes_BT
134_84;134;skos:broader;structural
134_84;134_73;skos:broader;zthes_BT
134_84;333_75;skos:related;zthes_RT
134_87;134;skos:broader;structural
134_87;134_77;skos:broader;zthes_BT
134_87;131_56;skos:related;zthes_RT
134_88;134;skos:broader;structural
134_88;134_77;skos:broader;zthes_BT
134_89;134;skos:broader;structural
134_89;134_77;skos:broader;zthes_BT
134_92;134;skos:broader;structural
134_92;134_73;skos:broader;zthes_BT
134_93;134;skos:broader;structural
134_93;134_73;skos:broader;zthes_BT
134_93;131_93;skos:related;zthes_RT
134_96;134;skos:broader;structural
134_96;134_55;skos:broader;zthes_BT
141_00;141;skos:broader;structural
141_00;141_01;skos:broader;zthes_BT
141_00;133_79;skos:related;zthes_RT
141_00;141_20;skos:related;zthes_RT
141_01;141;skos:broader;structural
141_01;141_22;skos:broader;zthes_BT
141_01;133_79;skos:related;zthes_RT
141_03;141;skos:broader;structural
141_03;141_33;skos:broader;zthes_BT
141_10;141;skos:broader;structural
141_10;141_20;skos:broader;zthes_BT
141_11;141;skos:broader;structural
141_11;141_22;skos:broader;zthes_BT
141_12;141;skos:broader;structural
141_12;141_33;skos:broader;zthes_BT
141_13;141;skos:broader;structural
141_13;141_33;skos:broader;zthes_BT
141_14;141;skos:broader;structural
141_14;141_34;skos:broader;zthes_BT
141_16;141;skos:broader;structural
141_16;141_35;skos:broader;zthes_BT
141_16;161_73;skos:related;zthes_RT
141_16;162_92;skos:related;zthes_RT
141_16;164_31;skos:related;zthes_RT
141_20;141;skos:broader;structural
141_20;141_11;skos:broader;zthes_BT
141_20;141_00;skos:related;zthes_RT
141_20;428_28;skos:related;zthes_RT
141_21;141;skos:broader;structural
141_21;141_22;skos:broader;zthes_BT
141_21;121_06;skos:related;zthes_RT
141_22;141;skos:broader;structural
141_22;141_33;skos:broader;zthes_BT
141_22;122_89;skos:related;zthes_RT
141_22;123_01;skos:related;zthes_RT
141_24;141;skos:broader;structural
141_24;141_35;skos:broader;zthes_BT
141_25;141;skos:broader;structural
141_25;141_35;skos:broader;zthes_BT
141_28;141;skos:broader;structural
141_28;141_55;skos:broader;zthes_BT
141_31;141;skos:broader;structural
141_31;141_22;skos:broader;zthes_BT
141_31;121_16;skos:related;zthes_RT
141_31;124_02;skos:related;zthes_RT
141_32;141;skos:broader;structural
141_32;141_33;skos:broader;zthes_BT
141_32;124_29;skos:related;zthes_RT
141_33;141;skos:broader;structural
141_33;141_43;skos:broader;zthes_BT
141_33;211_32;skos:related;zthes_RT
141_34;141;skos:broader;structural
141_34;141_43;skos:broader;zthes_BT
141_35;141;skos:broader;structural
141_35;141_55;skos:broader;zthes_BT
141_36;141;skos:broader;structural
141_36;141_55;skos:broader;zthes_BT
141_36;161_93;skos:related;zthes_RT
141_36;162_63;skos:related;zthes_RT
141_41;141;skos:broader;structural
141_41;141_51;skos:broader;zthes_BT
141_43;141;skos:broader;structural
141_43;141_55;skos:broader;zthes_BT
141_43;111_65;skos:related;zthes_RT
141_43;121_36;skos:related;zthes_RT
141_43;123_50;skos:related;zthes_RT
141_43;143_55;skos:related;zthes_RT
141_43;223_62;skos:related;zthes_RT
141_43;341_55;skos:related;zthes_RT
141_49;141;skos:broader;structural
141_49;141_57;skos:broader;zthes_BT
141_50;141;skos:broader;structural
141_50;141_51;skos:broader;zthes_BT
141_51;141;skos:broader;structural
141_51;141_52;skos:broader;zthes_BT
141_52;141;skos:broader;structural
141_52;141_55;skos:broader;zthes_BT
141_52;142_55;skos:related;zthes_RT
141_53;141;skos:broader;structural
141_53;141_55;skos:broader;zthes_BT
141_55;141;skos:broader;structural
141_55;112_62;skos:related;zthes_RT
141_55;113_51;skos:related;zthes_RT
141_55;121_36;skos:related;zthes_RT
141_55;331_06;skos:related;zthes_RT
141_55;331_17;skos:related;zthes_RT
141_55;332_81;skos:related;zthes_RT
141_55;332_83;skos:related;zthes_RT
141_57;141;skos:broader;structural
141_57;141_55;skos:broader;zthes_BT
141_57;142_43;skos:related;zthes_RT
141_57;422_34;skos:related;zthes_RT
141_59;141;skos:broader;structural
141_59;141_57;skos:broader;zthes_BT
141_60;141;skos:broader;structural
141_60;141_52;skos:broader;zthes_BT
141_61;141;skos:broader;structural
141_61;141_52;skos:broader;zthes_BT
141_61;213_51;skos:related;zthes_RT
141_62;141;skos:broader;structural
141_62;141_52;skos:broader;zthes_BT
141_63;141;skos:broader;structural
141_63;141_55;skos:broader;zthes_BT
141_63;213_51;skos:related;zthes_RT
141_64;141;skos:broader;structural
141_64;141_55;skos:broader;zthes_BT
141_64;141_74;skos:related;zthes_RT
141_66;141;skos:broader;structural
141_66;141_55;skos:broader;zthes_BT
141_66;113_24;skos:related;zthes_RT
141_66;141_76;skos:related;zthes_RT
141_69;141;skos:broader;structural
141_69;141_57;skos:broader;zthes_BT
141_69;132_93;skos:related;zthes_RT
141_74;141;skos:broader;structural
141_74;141_75;skos:broader;zthes_BT
141_74;141_64;skos:related;zthes_RT
141_75;141;skos:broader;structural
141_75;141_55;skos:broader;zthes_BT
141_75;141_86;skos:related;zthes_RT
141_75;428_32;skos:related;zthes_RT
141_76;141;skos:broader;structural
141_76;141_75;skos:broader;zthes_BT
141_76;121_32;skos:related;zthes_RT
141_76;141_66;skos:related;zthes_RT
141_76;151_75;skos:related;zthes_RT
141_77;141;skos:broader;structural
141_77;141_76;skos:broader;zthes_BT
141_77;121_71;skos:related;zthes_RT
141_79;141;skos:broader;structural
141_79;141_57;skos:broader;zthes_BT
141_79;124_27;skos:related;zthes_RT
141_79;428_36;skos:related;zthes_RT
141_82;141;skos:broader;structural
141_82;141_62;skos:broader;zthes_BT
141_82;121_32;skos:related;zthes_RT
141_84;141;skos:broader;structural
141_84;141_75;skos:broader;zthes_BT
141_86;141;skos:broader;structural
141_86;141_87;skos:broader;zthes_BT
141_86;141_75;skos:related;zthes_RT
141_86;213_51;skos:related;zthes_RT
141_87;141;skos:broader;structural
141_87;141_75;skos:broader;zthes_BT
141_87;151_57;skos:related;zthes_RT
141_87;361_92;skos:related;zthes_RT
141_91;141;skos:broader;structural
141_91;141_82;skos:broader;zthes_BT
141_92;141;skos:broader;structural
141_92;141_82;skos:broader;zthes_BT
141_93;141;skos:broader;structural
141_93;141_82;skos:broader;zthes_BT
141_96;141;skos:broader;structural
141_96;141_87;skos:broader;zthes_BT
141_96;161_01;skos:related;zthes_RT
141_98;141;skos:broader;structural
141_98;141_87;skos:broader;zthes_BT
141_98;224_93;skos:related;zthes_RT
141_99;141;skos:broader;structural
141_99;141_76;skos:broader;zthes_BT
141_99;125_68;skos:related;zthes_RT
141_99;428_05;skos:related;zthes_RT
142_14;142;skos:broader;structural
142_14;142_43;skos:broader;zthes_BT
142_24;142;skos:broader;structural
142_24;142_43;skos:broader;zthes_BT
142_26;142;skos:broader;structural
142_26;142_46;skos:broader;zthes_BT
142_26;152_81;skos:related;zthes_RT
142_28;142;skos:broader;structural
142_28;142_37;skos:broader;zthes_BT
142_32;142;skos:broader;structural
142_32;142_43;skos:broader;zthes_BT
142_32;422_35;skos:related;zthes_RT
142_34;142;skos:broader;structural
142_34;142_46;skos:broader;zthes_BT
142_37;142;skos:broader;structural
142_37;142_46;skos:broader;zthes_BT
142_43;142;skos:broader;structural
142_43;142_55;skos:broader;zthes_BT
142_43;141_57;skos:related;zthes_RT
142_43;152_34;skos:related;zthes_RT
142_43;422_56;skos:related;zthes_RT
142_44;142;skos:broader;structural
142_44;142_55;skos:broader;zthes_BT
142_44;111_40;skos:related;zthes_RT
142_45;142;skos:broader;structural
142_45;142_55;skos:broader;zthes_BT
142_45;111_40;skos:related;zthes_RT
142_45;142_46;skos:related;zthes_RT
142_46;142;skos:broader;structural
142_46;142_55;skos:broader;zthes_BT
142_46;142_45;skos:related;zthes_RT
142_46;213_51;skos:related;zthes_RT
142_48;142;skos:broader;structural
142_48;142_58;skos:broader;zthes_BT
142_48;113_51;skos:related;zthes_RT
142_55;142;skos:broader;structural
142_55;141_52;skos:related;zthes_RT
142_55;152_55;skos:related;zthes_RT
142_58;142;skos:broader;structural
142_58;142_68;skos:broader;zthes_BT
142_58;412_31;skos:related;zthes_RT
142_58;413_41;skos:related;zthes_RT
142_59;142;skos:broader;structural
142_59;142_68;skos:broader;zthes_BT
142_61;142;skos:broader;structural
142_61;142_63;skos:broader;zthes_BT
142_61;152_57;skos:related;zthes_RT
142_61;213_49;skos:related;zthes_RT
142_63;142;skos:broader;structural
142_63;142_55;skos:broader;zthes_BT
142_68;142;skos:broader;structural
142_68;142_55;skos:broader;zthes_BT
142_68;113_51;skos:related;zthes_RT
142_69;142;skos:broader;structural
142_69;142_68;skos:broader;zthes_BT
142_70;142;skos:broader;structural
142_70;142_73;skos:broader;zthes_BT
142_71;142;skos:broader;structural
142_71;142_73;skos:broader;zthes_BT
142_73;142;skos:broader;structural
142_73;142_55;skos:broader;zthes_BT
142_75;142;skos:broader;structural
142_75;142_55;skos:broader;zthes_BT
142_75;152_43;skos:related;zthes_RT
142_75;311_83;skos:related;zthes_RT
142_75;341_55;skos:related;zthes_RT
142_76;142;skos:broader;structural
142_76;142_55;skos:broader;zthes_BT
142_79;142;skos:broader;structural
142_79;142_68;skos:broader;zthes_BT
142_79;212_84;skos:related;zthes_RT
142_85;142;skos:broader;structural
142_85;142_75;skos:broader;zthes_BT
142_85;421_20;skos:related;zthes_RT
142_92;142;skos:broader;structural
142_92;142_73;skos:broader;zthes_BT
142_93;142;skos:broader;structural
142_93;142_73;skos:broader;zthes_BT
143_10;143;skos:broader;structural
143_10;143_21;skos:broader;zthes_BT
143_12;143;skos:broader;structural
143_12;143_42;skos:broader;zthes_BT
143_13;143;skos:broader;structural
143_13;143_23;skos:broader;zthes_BT
143_21;143;skos:broader;structural
143_21;143_42;skos:broader;zthes_BT
143_23;143;skos:broader;structural
143_23;143_55;skos:broader;zthes_BT
143_25;143;skos:broader;structural
143_25;143_35;skos:broader;zthes_BT
143_25;143_26;skos:related;zthes_RT
143_25;341_88;skos:related;zthes_RT
143_25;422_71;skos:related;zthes_RT
143_26;143;skos:broader;structural
143_26;143_35;skos:broader;zthes_BT
143_26;143_25;skos:related;zthes_RT
143_27;143;skos:broader;structural
143_27;143_25;skos:broader;zthes_BT
143_30;143;skos:broader;structural
143_30;143_40;skos:broader;zthes_BT
143_33;143;skos:broader;structural
143_33;143_55;skos:broader;zthes_BT
143_35;143;skos:broader;structural
143_35;143_55;skos:broader;zthes_BT
143_35;143_37;skos:related;zthes_RT
143_35;322_68;skos:related;zthes_RT
143_37;143;skos:broader;structural
143_37;143_38;skos:broader;zthes_BT
143_37;143_35;skos:related;zthes_RT
143_38;143;skos:broader;structural
143_38;143_55;skos:broader;zthes_BT
143_40;143;skos:broader;structural
143_40;143_41;skos:broader;zthes_BT
143_41;143;skos:broader;structural
143_41;143_42;skos:broader;zthes_BT
143_41;422_43;skos:related;zthes_RT
143_42;143;skos:broader;structural
143_42;143_55;skos:broader;zthes_BT
143_47;143;skos:broader;structural
143_47;143_55;skos:broader;zthes_BT
143_47;422_50;skos:related;zthes_RT
143_50;143;skos:broader;structural
