concept_id;level;level_name;label_fr;label_en;definition_fr;definition_en;source_biblio;parent_id;path_ids;path_labels;in_site;in_zthes;source_authority;scheme_url;n_children;n_synonyms;n_related;has_definition
121_71;4;terme;LANCEMENT DE PRODUIT;PRODUCT LAUNCH;"Sous le chapitre ""LANCEMENT DES NOUVEAUX PRODUITS"", KOLTER énonce les 8 étapes de l'élaboration de nouveaux produits : la recherche d'idées, le filtrage, le développement et le test du concept, le choix de la stratégie marketing, l'analyse économique, l'élaboration du produit, le lancement, y compris : le test du produit, le test du marché et le processus d'adoption par le consommateur.";;;121;1 > 12 > 121 > 121_71;L'entreprise et son management > Marketing > GESTION DU MARKETING > LANCEMENT DE PRODUIT;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_71.html;0;2;1;1
121_74;4;terme;POLITIQUE DES PRIX;PRICE POLICY;"Politique spécialisée qui préside au choix des prix et des conditions générales de ventes, à l'élaboration des tarifs. Composante de la politique commerciale.
(Acad. Sc. Comm., Dictionnaire commercial)";;Acad. Sc. Comm., Dictionnaire commercial;121;1 > 12 > 121 > 121_74;L'entreprise et son management > Marketing > GESTION DU MARKETING > POLITIQUE DES PRIX;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_74.html;0;2;4;1
121_76;4;terme;THEORIE DU MARKETING;MARKETING THEORY;;;;121;1 > 12 > 121 > 121_76;L'entreprise et son management > Marketing > GESTION DU MARKETING > THEORIE DU MARKETING;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_76.html;0;2;0;0
121_78;4;terme;MARKETING MIX;MARKETING MIX;"Combinaison optimale de différents facteurs de commercialisation d'un produit ou d'un service vendu, eu égard aux objectifs à atteindre et aux moyens dont on dispose.
Cinq facteurs : 
PRODUIT (ou service)
PRIX
DISTRIBUTION
COMMUNICATION COMMERCIALE
SERVICES RENDUS
(Adad.Sci.Comm., Dictionnaire commercial)";;Adad.Sci.Comm., Dictionnaire commercial;121;1 > 12 > 121 > 121_78;L'entreprise et son management > Marketing > GESTION DU MARKETING > MARKETING MIX;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_78.html;0;0;0;1
121_80;4;terme;TEST DE PRODUIT;PRODUCT TEST;"Moyen d'inventorier tous les modes de réactions possibles d'une population en face d'une proposition de produit (test d'acceptabilité du produit). Certains tests sont effectués en laboratoires, d'autres en situation (point de vente ou à domicile).
(SERRAF.- Dictionnaire méthodologique du marketting)";;SERRAF.- Dictionnaire méthodologique du marketting;121;1 > 12 > 121 > 121_80;L'entreprise et son management > Marketing > GESTION DU MARKETING > TEST DE PRODUIT;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_80.html;0;4;0;1
121_81;4;terme;TEST DE MARCHE;MARKET TEST;"Dispositif expérimental qui consiste, sur un segment de marché témoin, à procéder à la mise en oeuvre des actions prévues dans le marcketing-mix pour vérifier leur éfficacité pratique.
(SERRAF.- Dictionnaire méthodologique du marketing)";;SERRAF.- Dictionnaire méthodologique du marketing;121;1 > 12 > 121 > 121_81;L'entreprise et son management > Marketing > GESTION DU MARKETING > TEST DE MARCHE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_81.html;0;4;0;1
121_82;4;terme;LABEL DE QUALITE;CERTIFICATION MARK;"Signe distinctif qui est apposé sur des produits, ou appellation attribuée à des services, et qui a pour but de garantir qu'ils ont des caractéristiques ou des qualités définies. Délivré par des organismes publics, semi-publics ou professionnels, ou privés, il est souvent associé à la marque.
(Acad. Sci. Comm. , Dictionnaire commercial)";;Acad. Sci. Comm. , Dictionnaire commercial;121;1 > 12 > 121 > 121_82;L'entreprise et son management > Marketing > GESTION DU MARKETING > LABEL DE QUALITE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_82.html;0;0;0;1
121_85;4;terme;PRIX BAS;LOW COST;"Le low cost est un concept économique et marketing basé sur la pratique de prix plus bas que la moyenne du marché. 
Le concept du « low cost » est surtout utilisé dans le domaine des services (hôtellerie, transport aérien, location de voiture), il sagit un peu du hard discount des services.
Le prix bas est généralement obtenu par la compression des coûts. Cette réduction des coûts vient généralement dune suppression des services annexes considérés comme non indispensables et par une gestion rigoureuse et parfois décriée des coûts salariaux.
Il est intéressant de souligner que la pratique du low cost permet parfois dobtenir des marges supérieures à celles obtenues dans un modèle « traditionnel ».
Source : Définition marketing - http://www.definitions-marketing.com/definition/Low-cost/ (consulté le 1er juin 2016)";;Définition marketing - http://www.definitions-marketing.com/definition/Low-cost/ (consulté le 1er juin 2016).;121;1 > 12 > 121 > 121_85;L'entreprise et son management > Marketing > GESTION DU MARKETING > PRIX BAS;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_85.html;0;0;0;1
121_88;4;terme;MARKETING OPERATIONNEL;OPERATIONAL MARKETING;"1-Déclinaison du marketing qui consiste à mettre en application les conclusions du marketing stratégique. Il regroupe l'ensemble des décisions qui sont prises à propos des différents éléments du marketing mix.
Source : Praximarket - Lehu, Jean-Marc - Ed. Jean-Pierre de Monza - 1997
2-Marketing consistant en une combinaison et une pondération de quatre politiques (produit, prix, distribution, communication). L'évaluation du marché et le diagnostic des stratégies concurrentielles permettent de se faire une certaine idée de la segmentation stratégique et du positionnement du produit. La mise en pratique est le fait du marketing opérationnel appelé aussi marketing mix.
Source : Dictionnaire de marketing - Helfer, Jean-Pierre - Vuibert - 2003
3-Ensemble des techniques marketing permettant d'atteindre les objectifs définis dans le domaine du marketing stratégique.
Source : http://www.definitions-marketing.com
4-Mercatique ayant pour objet d'optimiser les moyens de conquête du marché, concrétiser les objectifs de parts de marché, concevoir, coordonner et mettre en uvre les plans d'action et les budgets pour atteindre les objectifs fixés par le plan mercatique stratégique.
Office de la langue française, 1999. http://www.granddictionnaire.com (consulté le 29.11.2005)";;Praximarket - Lehu, Jean-Marc - Ed. Jean-Pierre de Monza - 1997 2-Marketing consistant en une combinaison et une pondération de quatre politiques (produit, prix, distribution, communication). L'évaluation du marché et le diagnostic des stratégies concurrentielles permettent de se faire une certaine idée de la segmentation stratégique et du positionnement du produit. La mise en pratique est le fait du marketing opérationnel appelé aussi marketing mix. | Dictionnaire de marketing - Helfer, Jean-Pierre - Vuibert - 2003 3-Ensemble des techniques marketing permettant d'atteindre les objectifs définis dans le domaine du marketing stratégique. | http://www.definitions-marketing.com 4-Mercatique ayant pour objet d'optimiser les moyens de conquête du marché, concrétiser les objectifs de parts de marché, concevoir, coordonner et mettre en œuvre les plans d'action et les budgets pour atteindre les objectifs fixés par le plan mercatique stratégique. Office de la langue française, 1999. http://www.granddictionnaire.com (consulté le 29.11.2005).;121;1 > 12 > 121 > 121_88;L'entreprise et son management > Marketing > GESTION DU MARKETING > MARKETING OPERATIONNEL;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_88.html;0;0;0;1
121_89;4;terme;PLAN MARKETING;MARKETING PLAN;"Planification commerciale comprenant la recherche des données externes et internes, la définition de la période d'application, des objectifs commerciaux, de la stratégie commerciale, de la tactique commerciale, des programmes d'action commerciale et du contrôle de la planification, à court, moyen et long terme.
(Acad.Sci. Comm., Dictionnaire commercial)";;Acad.Sci. Comm., Dictionnaire commercial;121;1 > 12 > 121 > 121_89;L'entreprise et son management > Marketing > GESTION DU MARKETING > PLAN MARKETING;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_89.html;0;0;0;1
121_90;4;terme;MARQUE DE DISTRIBUTEUR;RETAILER BRAND;"Déf.1 : Marque apposée par un distributeur sur un produit dont il s'attribue la distribution pour une vente de type exclusif. 
Note(s) : Au pluriel, on écrira : des marques maison. On utilise parfois, mais à tort, pour désigner la marque de distributeur, le terme marque privée, cette dernière étant la traduction littérale de l'américain private label. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Déf.2 : Marque d'enseigne de distribution. Les MDD sont la propriété des distributeurs et leur permettent de proposer, à leurs clients, des produits concurrents des marques de producteurs, à des prix souvent inférieurs.
(In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996)";DISTRIBUTOR BRAND;In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996;121;1 > 12 > 121 > 121_90;L'entreprise et son management > Marketing > GESTION DU MARKETING > MARQUE DE DISTRIBUTEUR;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_90.html;0;0;1;1
121_91;4;terme;IMAGE DE MARQUE;BRAND IMAGE;IMAGE DE MARQUE. Ensemble des représentations mentales associées à une marque commerciale, à un produit ou à une entreprise par un public déterminé. Source : Office québécois de la langue française (2010). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com>(consulté le 17.07.2012);;Office québécois de la langue française (2010). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com>(consulté le 17.07.2012).;121;1 > 12 > 121 > 121_91;L'entreprise et son management > Marketing > GESTION DU MARKETING > IMAGE DE MARQUE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_91.html;0;8;1;1
121_92;4;terme;MARQUE;BRAND;"Nom, et en général tout moyen matériel, servant à distinguer les produits ou les services d'une entreprise. (ou d'un groupe d'entreprises).
(Acad. Sci.Comm., Dictionnaire commercial)";;Acad. Sci.Comm., Dictionnaire commercial;121;1 > 12 > 121 > 121_92;L'entreprise et son management > Marketing > GESTION DU MARKETING > MARQUE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_92.html;0;4;8;1
121_93;4;terme;PRIX DE GROS;WHOLESALE PRICE;"Valeur marchande d'un bien tel qu'il apparaît sur le marché du commerce de gros. Les prix de gros règlent les transactions entre organismes de production et de stockage et les organismes commerciaux.
(Dict. éco. et fin. Bernard & Colli)";;Dict. éco. et fin. Bernard & Colli;121;1 > 12 > 121 > 121_93;L'entreprise et son management > Marketing > GESTION DU MARKETING > PRIX DE GROS;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_93.html;0;0;2;1
121_94;4;terme;FIXATION DES PRIX;PRICE FIXING;"Détermination du prix de vente à pratiquer, compte-tenu des critères internes à l'entreprise (coût de production, de commercialisation, rentabilité, survie, image de l'entreprise, positionnement du produit, part de marché...) et des critères externes (état du marché, concurrence, motivation des consommateurs, pouvoir d'achat, règlementation des prix)
(ACAD. SCI. COMM.. -Dictionnaire commercial)";;ACAD. SCI. COMM.. -Dictionnaire commercial;121;1 > 12 > 121 > 121_94;L'entreprise et son management > Marketing > GESTION DU MARKETING > FIXATION DES PRIX;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_94.html;0;6;0;1
121_95;4;terme;PRIX DE DETAIL;RETAIL PRICE;Valeur marchande d'un bien tel qu'il apparaît sur le marché du commerce de détail.;;;121;1 > 12 > 121 > 121_95;L'entreprise et son management > Marketing > GESTION DU MARKETING > PRIX DE DETAIL;1;1;zthes;https://aciege.org/Dct/Fra/Fra_121_95.html;0;2;2;1
122_14;4;terme;CONSOMMATEUR INDUSTRIEL;INDUSTRIAL CONSUMER;"Consommateur entreprise : Se dit lorsque le consommateur n'est pas le grand public mais une entreprise. On parle aussi d'achat industriel ou de B to B. Les achats industriels (achats qu'une entreprise effectue auprès d'une autre entreprise) sont pratiqués par des individus et, en tant que tels, ils présentent de nombreux points de ressemblance avec les achats personnels. Il convient cependant de remarquer que le directeur des achats d'une grande entreprise n'agit pas pour son propre compte : il n'est qu'un rouage d'un ensemble plus vaste.
(Dictionnaire de marketing / Thérèse Albertini , Jean-Pierre Helfer, Jacques Orsoni. Paris : Vuibert, 2001)";;Dictionnaire de marketing / Thérèse Albertini , Jean-Pierre Helfer, Jacques Orsoni. Paris : Vuibert, 2001;122;1 > 12 > 122 > 122_14;L'entreprise et son management > Marketing > ETUDE DE MARCHE > CONSOMMATEUR INDUSTRIEL;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_14.html;0;4;2;1
122_28;4;terme;PANEL;PANEL;"Statistique : Échantillon permanent constitué par un groupe témoin qui, interrogé périodiquement, permet d'étudier l'évolution dans le temps d'un phénomène économique.
Note(s) : Panels de consommateurs, de détaillants, etc., utilisés,, pour des études de marché ou des enquêtes de motivation. En principe beaucoup plus précises que les enquêtes, les études sur panel sont souvent biaisées par une prise de conscience des individus le constituant. Ils ne savent plus se comporter spontanément, mais seulement en référence aux informations qu'ils ont consenti à fournir. Un panel n'est pas synonyme d'échantillon dans la mesure où sa représentativité tient non au mode statistique de constitution du petit groupe mais au fait qu'on le considère comme tel.
Panel de consommateurs : Groupe de personnes grâce auxquelles on effectue une enquête d'opinion sur un produit en analysant leur comportement de consommateur. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Echantillon représentatif de consommateurs ou de distributeurs dont la composition ne se renouvelle que lentement, que l'on interroge régulièrement et plus ou moins fréquemment. Son étude permet une analyse dynamique de la population considérée.
(In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996)";;In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996;122;1 > 12 > 122 > 122_28;L'entreprise et son management > Marketing > ETUDE DE MARCHE > PANEL;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_28.html;0;2;1;1
122_37;4;terme;ETUDE DE MARCHE INDUSTRIEL;INDUSTRIAL MARKET RESEARCH;"Etude de marché : Enquête, analyse ou autres types de travaux permettant de recueillir les informations pertinentes afin de mieux cerner les conditions de l'offre et de la demande et les possibilités de commercialisation d'un produit ou d'un service sur un marché déterminé. 
Note(s) : L'étude de marché permet de mesurer l'étendue d'un marché potentiel et de déterminer ses caractéristiques. 
Marché industriel : Marché regroupant les acheteurs de biens et de services afin d'utiliser ces biens et services soit dans la fabrication d'autres produits, soit dans l'utilisation de services vendus ou loués. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Pas de définition pour "" Etude de marché de produits industriels "".";;;122;1 > 12 > 122 > 122_37;L'entreprise et son management > Marketing > ETUDE DE MARCHE > ETUDE DE MARCHE INDUSTRIEL;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_37.html;0;0;3;1
122_39;4;terme;PREVISION DE VENTE;SALES FORECAST;"Prévision des ventes.
Estimation, pour une période donnée, de la valeur et du volume des ventes possibles d'un bien ou d'un service, dans un secteur donné et dans des conditions déterminées. 
Note(s) : La prévision est globale lorsqu'elle concerne l'ensemble du marché potentiel du bien ou du service. Au niveau de l'entreprise, c'est l'estimation de la part du marché potentiel qu'elle pourrait atteindre compte tenu de l'évolution prévue du marché, de l'action de la concurrence, des conditions d'environnement et de la stratégie retenue. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_39;L'entreprise et son management > Marketing > ETUDE DE MARCHE > PREVISION DE VENTE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_39.html;0;0;1;1
122_50;4;terme;CONSUMERISME;CONSUMERISM;"Déf.1 : Action collective au moyen d'associations ou de groupes de consommateurs en vue de promouvoir et de défendre les intérêts des consommateurs. 
Note(s) : En France, le terme consommérisme n'a pas été retenu. Ce sont les termes consommaction et consommatisme qui sont recommandés, alors qu'au Canada on privilégie le terme consommateurisme. Le calque morphologique consumérisme du terme anglais consumerism n'a pas été retenu. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Déf.2 : Action collective des consommateurs ayant pour objectif de s'informer sur les produits offerts à la consommation et de défendre leurs droits en tant que consommateurs. Il porte essentiellement sur les caractéristiques et les qualités des produits et des canaux de distribution, sur les prix pratiqués, sur la qualité et la clarté de l'information présente sur le contenant, etc.
(Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996.)";;Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996.;122;1 > 12 > 122 > 122_50;L'entreprise et son management > Marketing > ETUDE DE MARCHE > CONSUMERISME;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_50.html;0;4;1;1
122_53;4;terme;CONSOMMATEUR;CONSUMER;"Déf.1 : Personne qui, au moment de l'utilisation d'un produit, détruit (consomme) ce dernier pour satisfaire son besoin. 
Note(s) : Le consommateur est dit final si le bien qu'il utilise ne sert pas à la réalisation d'une production mais à sa survie, son bien-être. Si tel n'est pas le cas, il est dit intermédiaire. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Déf.2 : Utilisateur final du produit. Il doit être distingué de l'acheteur/client et du prescripteur (leader d'opinion. Personne qui eu égard à sa notoriété, son image, son statut socal... est à même de recommander une entreprise, une marque, un produit).
(Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996.)";;Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996.;122;1 > 12 > 122 > 122_53;L'entreprise et son management > Marketing > ETUDE DE MARCHE > CONSOMMATEUR;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_53.html;0;0;3;1
122_55;4;terme;ETUDE DE MARCHE;MARKET RESEARCH;"Enquête, analyse ou autres types de travaux permettant de recueillir les informations pertinentes afin de mieux cerner les conditions de l'offre et de la demande et les possibilités de commercialisation d'un produit ou d'un service sur un marché déterminé.
Note(s) : L'étude de marché permet de mesurer l'étendue d'un marché potentiel et de déterminer ses caractéristiques. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_55;L'entreprise et son management > Marketing > ETUDE DE MARCHE > ETUDE DE MARCHE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_55.html;0;0;5;1
122_57;4;terme;TECHNIQUE D'ETUDE DE MARCHE;MARKET RESEARCH TECHNIQUE;"L'étude marché comporte quatre grandes étapes qui s'articulent selon le schéma suivant : Cadrage de l'étude : il s'agit de traduire le problème initial en questions d'étude. Ceci exige fréquemment une réflexion marketing préalable avant d'élaborer le projet d'étude. En effet, le choix des techniques découle du problème marketing identifié.Collecte des informations : pour une étude quantitative, on construit un plan de sondage, puis on rédige et administre un questionnaire. Pour une étude qualitative, les informations sont fournies par des entretiens.Analyse des informations : les données quantitatives font l'objet de traitements statistiques effectués par de slogiciels spécifiques. Les données qualitatives sont retranscrites et analysées manuellement.Rédaction du rapport d'étude : les conclusions reprennent les résultats essentiels mis à jour lors des traitements des données. Souvent elles se prolongent par une recommandation d'action marketing.
(Techniques d'études de marché / Eric Vernette. Paris : Vuibert, 2000)";;Techniques d'études de marché / Eric Vernette. Paris : Vuibert, 2000;122;1 > 12 > 122 > 122_57;L'entreprise et son management > Marketing > ETUDE DE MARCHE > TECHNIQUE D'ETUDE DE MARCHE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_57.html;0;0;2;1
122_59;4;terme;SEGMENTATION;SEGMENTATION;"Déf.1 : Division d'un marché en groupes d'individus homogènes ou caractérisés par leur comportement d'achat. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Déf.2 : Découpage du marché en sous-ensembles homogènes de consommateurs, selon un ou plusieurs critères géographiques, socio-économiques, psychologiques, psychographiques, situationnels.
(In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996)";;In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996;122;1 > 12 > 122 > 122_59;L'entreprise et son management > Marketing > ETUDE DE MARCHE > SEGMENTATION;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_59.html;0;4;0;1
122_67;4;terme;PART DE MARCHE;MARKET SHARE;"Déf.1 : Part qu'occupe un produit ou un service dans un marché donné par rapport à ses concurrents. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)
Déf.2 : Pourcentage des ventes de l'entreprise par rapport aux ventes totales du secteur, ou pour un type de produit donné.
(In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996)";;In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996;122;1 > 12 > 122 > 122_67;L'entreprise et son management > Marketing > ETUDE DE MARCHE > PART DE MARCHE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_67.html;0;0;1;1
122_69;4;terme;GEOMARKETING;GEOMARKETING;"La géomercatique est présentement utilisée pour analyser les zones de chalandise d'un magasin, pour optimiser les itinéraires de la force de vente, pour rendre plus efficaces les actions de vente directe. La géomercatique valorise la modélisation et l'analyse de l'ensemble des facteurs de corrélation entre le lieu de vie et de travail du consommateur et son mode de consommation. Le géomédia concerne l'exploitation des banques de données afin d'obtenir des indications sur la provenance géographique de la clientèle, ainsi que sur la performance des différents médias en analysant les habitudes de consommation pour déterminer leur impact auprès d'un groupe cible. []

In Le Grand Dictionnaire Terminologique : http://www.granddictionnaire.com/btml/fra/r_motclef/index1024_1.asp (consulté le 21/12/04)";;consulté le 21/12/04;122;1 > 12 > 122 > 122_69;L'entreprise et son management > Marketing > ETUDE DE MARCHE > GEOMARKETING;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_69.html;0;0;3;1
122_70;4;terme;INFORMATION DU CONSOMMATEUR;CONSUMER INFORMATION;"Les consommateurs veulent savoir ce que sont les produits qu'il utilisent, comment ils sont fabriqués, ce qu'ils contiennent et comment il faut les utiliser. Les emballages et l'ensemble de moyens de communication jouent donc un rôle essentiel, souvent mésestimé par les entreprises. Il en est de même pour l'information sur le lieu de vente, qui peut prendre de multiples formes : signalisation ; étiquetage ; fiches produits ; catalogues thématiques ; démonstrations ; animations ; propositions d'essai...
(Tendances : les nouveaux consommateurs / Gérard Mermet. Paris : Larousse, 1997)";;Tendances : les nouveaux consommateurs / Gérard Mermet. Paris : Larousse, 1997;122;1 > 12 > 122 > 122_70;L'entreprise et son management > Marketing > ETUDE DE MARCHE > INFORMATION DU CONSOMMATEUR;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_70.html;0;2;2;1
122_75;4;terme;AGENCE D'ETUDE DE MARCHE;MARKET RESEARCH AGENCY;"Voir étude de marché.
Etude de marché : Enquête, analyse ou autres types de travaux permettant de recueillir les informations pertinentes afin de mieux cerner les conditions de l'offre et de la demande et les possibilités de commercialisation d'un produit ou d'un service sur un marché déterminé.
(Le grand dictionnaire terminologique ,http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique ,http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_75;L'entreprise et son management > Marketing > ETUDE DE MARCHE > AGENCE D'ETUDE DE MARCHE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_75.html;0;2;0;1
122_77;4;terme;MARCHE;MARKET;"Lieu formel ou virtuel sur lequel sont échangés des biens et services de nature diverses. Par extension, l'ensemble des consommateurs réels et/ou potentiels d'un bien ou d'un service.
(In Praximarket, les 1 000 mots clés pour maîtriser le marketing / Jean-Marc Lehu. Paris : Jean-Pierre de Monza, 1996)
Commerce : Ensemble de transactions effectuées dans une aire géographique déterminée.
Economie politique et sociale : Ensemble des offres et demandes d'un bien, d'un service, ou de capitaux dans un secteur déterminé (le marché du vin en France). 
Note(s) : En économique, le marché représente l'affrontement de l'offre et de la demande des produits; l'interaction des dispositions réciproques des acheteurs et des vendeurs détermine un prix et une quantité d'équilibre. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_77;L'entreprise et son management > Marketing > ETUDE DE MARCHE > MARCHE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_77.html;0;6;2;1
122_79;4;terme;MARCHE ETRANGER;FOREIGN MARKET;"À l'étranger ou à l'international, ensemble des personnes (fabricants, consommateurs, revendeurs, par exemple) ou des organisations (gouvernements, etc.) qui achètent ou sont susceptibles d'acheter un produit ou un service. 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_79;L'entreprise et son management > Marketing > ETUDE DE MARCHE > MARCHE ETRANGER;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_79.html;0;0;4;1
122_82;4;terme;STYLE DE VIE;LIFESTYLE;"Façon de vivre organisée autour d'une ou de plusieurs valeurs dominantes. 
Note(s) : Exemple : une vie orientée vers la maison, le travail, les loisirs, le militantisme détermine un style de vie. La connaissance des différents styles de vie permet une segmentation de clientèle différente de celle qui est réalisée habituellement selon les classes sociales ou socioprofessionnelles et qui est préférable lors d'actions publicitaires ou promotionnelles.
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";LIFE STYLE;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_82;L'entreprise et son management > Marketing > ETUDE DE MARCHE > STYLE DE VIE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_82.html;0;0;0;1
122_89;4;terme;MARCHE PUBLIC;PUBLIC MARKET;"Administration publique : Contrat par lequel une personne physique ou morale s'engage envers une administration à exécuter un ouvrage pour le compte de celle-ci ou à lui fournir desbiens ou des services, moyennant un prix déterminé par le contrat. 
Droit : Contrat par lequel une personne privée (particulier ou société) s'engage envers une personne publique (État, département, commune ou établissement public) à réaliser, pour le compte et avec la surveillance de celle-ci, un ouvrage public ou à lui fournir des objets ou un service utiles au fonctionnement d'un service public, moyennant un prix déterminé par les bases prévues au contrat.
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_89;L'entreprise et son management > Marketing > ETUDE DE MARCHE > MARCHE PUBLIC;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_89.html;0;0;3;1
122_93;4;terme;MODE;TREND;"Sociologie : Comportement collectif commandant les manières d'être et d'agir liées à un temps et à un milieu social donnés, notamment en ce qui concerne le "" paraître "" (vêtement, coiffure, langage, style de vie, biens divers). 
(Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003)";;Le grand dictionnaire terminologique, http://www.granddictionnaire.com, date de consultation : 07/04/2003;122;1 > 12 > 122 > 122_93;L'entreprise et son management > Marketing > ETUDE DE MARCHE > MODE;1;1;zthes;https://aciege.org/Dct/Fra/Fra_122_93.html;0;0;0;1
