concept_id;label_fr;synonym;lang;relation;source
002_37;NOUVELLE CALEDONIE;Walpole Island;en;altLabel;zthes_UF
002_44;MAYOTTE;Grande-Terre;fr;altLabel;zthes_UF
002_44;MAYOTTE;Pamanzi;fr;altLabel;zthes_UF
002_44;MAYOTTE;Grande Terre;en;altLabel;zthes_UF
002_44;MAYOTTE;Pamanzi;en;altLabel;zthes_UF
002_48;WALLIS ET FUTUNA;Ile Alofi;fr;altLabel;zthes_UF
002_48;WALLIS ET FUTUNA;Alofi Island;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Archipel des Tuamotu;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Ile de Clipperton;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Iles de la Société;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Iles Gambier;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Iles Marquises;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Ile Tubuaï;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Tahiti;fr;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Tuamotu Archipelago;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Clipperton Island;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Society Islands;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Gambier Islands;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Marquesas Islands;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Tubuaï Island;en;altLabel;zthes_UF
002_49;POLYNESIE FRANCAISE;Tahiti;en;altLabel;zthes_UF
002_71;GUADELOUPE;La Désirade;fr;altLabel;zthes_UF
002_71;GUADELOUPE;Marie Galante;fr;altLabel;zthes_UF
002_71;GUADELOUPE;Partie septentrionale de Saint-Martin;fr;altLabel;zthes_UF
002_71;GUADELOUPE;La Petite Terre;fr;altLabel;zthes_UF
002_71;GUADELOUPE;Saint Barthélémy;fr;altLabel;zthes_UF
002_71;GUADELOUPE;Les Saintes;fr;altLabel;zthes_UF
002_71;GUADELOUPE;La Désirade;en;altLabel;zthes_UF
002_71;GUADELOUPE;Marie Galante;en;altLabel;zthes_UF
002_71;GUADELOUPE;Northern part of Saint Martin;en;altLabel;zthes_UF
002_71;GUADELOUPE;La Petite Terre;en;altLabel;zthes_UF
002_71;GUADELOUPE;Saint Barthélémy;en;altLabel;zthes_UF
002_71;GUADELOUPE;Les Saintes;en;altLabel;zthes_UF
011_06;MALTE;Comino;fr;altLabel;zthes_UF
011_06;MALTE;Gozo;fr;altLabel;zthes_UF
011_06;MALTE;Comino;en;altLabel;zthes_UF
011_06;MALTE;Gozo;en;altLabel;zthes_UF
011_10;PORTUGAL;Açores;fr;altLabel;zthes_UF
011_10;PORTUGAL;Macao;fr;altLabel;zthes_UF
011_10;PORTUGAL;Madère;fr;altLabel;zthes_UF
011_10;PORTUGAL;Azores;en;altLabel;zthes_UF
011_10;PORTUGAL;Macao;en;altLabel;zthes_UF
011_10;PORTUGAL;Madeira;en;altLabel;zthes_UF
011_11;ESPAGNE;Baléares;fr;altLabel;zthes_UF
011_11;ESPAGNE;Canaries;fr;altLabel;zthes_UF
011_11;ESPAGNE;Ceuta et Melilla;fr;altLabel;zthes_UF
011_11;ESPAGNE;Balearic Islands;en;altLabel;zthes_UF
011_11;ESPAGNE;Canary Islands;en;altLabel;zthes_UF
011_11;ESPAGNE;Ceuta and Melilla;en;altLabel;zthes_UF
011_25;ITALIE;Saint Marin;fr;altLabel;zthes_UF
011_25;ITALIE;San Marino;en;altLabel;zthes_UF
011_44;SUISSE;Commune italienne de Campione d'Italia;fr;altLabel;zthes_UF
011_44;SUISSE;Territoire allemand de Büsingen;fr;altLabel;zthes_UF
011_44;SUISSE;Italian commune of Campione d' Italia;en;altLabel;zthes_UF
011_44;SUISSE;German territory of Büsingen;en;altLabel;zthes_UF
011_65;ALLEMAGNE;Territoires autrichiens de Jungholz et Mittelberg;fr;altLabel;zthes_UF
011_65;ALLEMAGNE;Austrian territories of Jungholz and Mittelberg;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Archipel des Chagos;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Grande-Bretagne;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Ile de l'Ascension;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Ile de Man;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Ile de Sainte Hélène;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Iles anglo-normandes;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Iles Cayman;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Iles Pitcairn;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Iles Turks et Caïcos;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Irlande du Nord;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Tristan da Cunha;fr;altLabel;zthes_UF
011_71;ROYAUME UNI;Chagos Archipelago;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Great Britain;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Ascension Island;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Isle of Man;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Sainte Hélène Island;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Channel Islands;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Cayman Islands;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Pitcairn Islands;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Turks and Caïcos Islands;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Northern Ireland;en;altLabel;zthes_UF
011_71;ROYAUME UNI;Tristan da Cunha;en;altLabel;zthes_UF
011_84;DANEMARK;Groënland;fr;altLabel;zthes_UF
011_84;DANEMARK;Greenland;en;altLabel;zthes_UF
011_95;NORVEGE;Archipel du Svalbard;fr;altLabel;zthes_UF
011_95;NORVEGE;Ile Bouvet;fr;altLabel;zthes_UF
011_95;NORVEGE;Ile Jean Mayen;fr;altLabel;zthes_UF
011_95;NORVEGE;Svalbard Archipelago;en;altLabel;zthes_UF
011_95;NORVEGE;Bouvet Island;en;altLabel;zthes_UF
011_95;NORVEGE;Jean Mayen Island;en;altLabel;zthes_UF
011_98;FINLANDE;Iles Aland;fr;altLabel;zthes_UF
011_98;FINLANDE;Aland Islands;en;altLabel;zthes_UF
021_01;ANTIGUA ET BARBUDA;Redonda;fr;altLabel;zthes_UF
021_01;ANTIGUA ET BARBUDA;Redonda;en;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Aruba;fr;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Bonaire;fr;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Curaçao;fr;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Partie méridionale de Saint-Martin;fr;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Saba;fr;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Saint Eustache;fr;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Aruba;en;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Bonaire;en;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Curaçao;en;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Southernmost part of Saint Martin;en;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Saba;en;altLabel;zthes_UF
021_02;ANTILLES NEERLANDAISES;Saint Eustache;en;altLabel;zthes_UF
021_15;EQUATEUR;Iles Galapagos;fr;altLabel;zthes_UF
021_15;EQUATEUR;Galapagos Islands;en;altLabel;zthes_UF
021_17;GRENADE;Iles Grenadines du Sud;fr;altLabel;zthes_UF
021_17;GRENADE;Southern Grenadines;en;altLabel;zthes_UF
021_21;HONDURAS;Iles Swan;fr;altLabel;zthes_UF
021_21;HONDURAS;Swan Islands;en;altLabel;zthes_UF
021_22;ILES FALKLAND;Géorgie du Sud;fr;altLabel;zthes_UF
021_22;ILES FALKLAND;Iles Sandwich du Sud;fr;altLabel;zthes_UF
021_22;ILES FALKLAND;South Georgia;en;altLabel;zthes_UF
021_22;ILES FALKLAND;Southern Sandwich Islands;en;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Anguilla;fr;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Iles Vierges britanniques;fr;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Montserrat;fr;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Nevis;fr;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Saint Christophe;fr;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Saint Kitts;fr;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Anguilla;en;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;British Virgin Islands;en;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Montserrat;en;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Nevis;en;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Saint Christopher;en;altLabel;zthes_UF
021_23;INDES-OCCIDENTALES;Saint Kitts;en;altLabel;zthes_UF
021_27;NICARAGUA;Iles Corn;fr;altLabel;zthes_UF
021_27;NICARAGUA;Corn Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Guam;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Ile Kingman Reef;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Ile Marshall;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Ile Midway;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Ile Wake;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Iles Carolines;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Iles Howland et Baker;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Iles Mariannes;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Iles Palmyra et Jarvis;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Iles Samoa américaines;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Iles Vierges américaines;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Porto Rico;fr;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Guam;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Kingman Reef Island;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Marshall Island;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Midway Island;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Wake Island;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Carolines Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Howland and Baker Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Northern Marianna Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Palmyra and Jarvis Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;American Samoa Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;American Virgin Islands;en;altLabel;zthes_UF
021_32;ETATS-UNIS D'AMERIQUE;Puerto Rico;en;altLabel;zthes_UF
021_33;SAINT VINCENT;Iles Grenadines du Nord;fr;altLabel;zthes_UF
021_33;SAINT VINCENT;Northern Grenadines;en;altLabel;zthes_UF
021_62;CANADA;Québec;fr;altLabel;zthes_UF
021_62;CANADA;Quebec;en;altLabel;zthes_UF
031_03;ANGOLA;Cabinda;fr;altLabel;zthes_UF
031_03;ANGOLA;Cabinda;en;altLabel;zthes_UF
031_10;COMORES;Anjouan;fr;altLabel;zthes_UF
031_10;COMORES;Grande Comore;fr;altLabel;zthes_UF
031_10;COMORES;Mohéli;fr;altLabel;zthes_UF
031_10;COMORES;Anjouan;en;altLabel;zthes_UF
031_10;COMORES;Large Comore;en;altLabel;zthes_UF
031_10;COMORES;Mohéli;en;altLabel;zthes_UF
031_29;MAURICE;Iles Agaléga;fr;altLabel;zthes_UF
031_29;MAURICE;Ile Rodrigues;fr;altLabel;zthes_UF
031_29;MAURICE;Iles Saint-Brandon;fr;altLabel;zthes_UF
031_29;MAURICE;Agalega Islands;en;altLabel;zthes_UF
031_29;MAURICE;Rodrigues Island;en;altLabel;zthes_UF
031_29;MAURICE;Saint Brandon Rocks;en;altLabel;zthes_UF
031_40;SEYCHELLES;Ile de Frégate;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Ile Aldabra;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Ile Alphonse;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Ile Providence;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Iles Amirante;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Iles Bird et Denis;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Ile Mahé;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Iles Mamelles et Récifs;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Iles Plate et Coëtivy;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Ile Praslin;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Ile Silhouette;fr;altLabel;zthes_UF
031_40;SEYCHELLES;La Digue;fr;altLabel;zthes_UF
031_40;SEYCHELLES;Frégate Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;Aldabra Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;Alphonse Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;Providence Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;Amirante Islands;en;altLabel;zthes_UF
031_40;SEYCHELLES;Bird and Denis Islands;en;altLabel;zthes_UF
031_40;SEYCHELLES;Mahé Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;Mamelles and Récifs Islands;en;altLabel;zthes_UF
031_40;SEYCHELLES;Plate and Coëtivy Islands;en;altLabel;zthes_UF
031_40;SEYCHELLES;Praslin Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;Silhouette Island;en;altLabel;zthes_UF
031_40;SEYCHELLES;La Digue;en;altLabel;zthes_UF
031_45;TANZANIE;Pemba;fr;altLabel;zthes_UF
031_45;TANZANIE;Tanganika;fr;altLabel;zthes_UF
031_45;TANZANIE;Zanzibar;fr;altLabel;zthes_UF
031_45;TANZANIE;Pemba;en;altLabel;zthes_UF
031_45;TANZANIE;Tanganika;en;altLabel;zthes_UF
031_45;TANZANIE;Zanzibar;en;altLabel;zthes_UF
041_07;MYANMAR;Birmanie;fr;altLabel;zthes_UF
041_07;MYANMAR;Burma;en;altLabel;zthes_UF
041_11;CHINE;Tibet;fr;altLabel;zthes_UF
041_11;CHINE;Tibet;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Abou Dhabi;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Adjman;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Chardja;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Doubaï;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Foudayra;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Rais al Khaimah;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Umm al Qaiwain;fr;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Abu Dhabi;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Adjman;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Chardja;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Dubai;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Foudayra;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Ray Al Khaimah;en;altLabel;zthes_UF
041_17;EMIRATS ARABES UNIS;Umm Al Qaiwain;en;altLabel;zthes_UF
041_20;INDE;Sikkim;fr;altLabel;zthes_UF
041_20;INDE;Sikkim;en;altLabel;zthes_UF
041_32;MALAISIE;Malaysia;fr;altLabel;zthes_UF
041_32;MALAISIE;Sabah;fr;altLabel;zthes_UF
041_32;MALAISIE;Sarawak;fr;altLabel;zthes_UF
041_32;MALAISIE;Malaysia;en;altLabel;zthes_UF
041_32;MALAISIE;Sabah;en;altLabel;zthes_UF
041_32;MALAISIE;Sarawak;en;altLabel;zthes_UF
051_16;NOUVELLE ZELANDE;Ile Niué;fr;altLabel;zthes_UF
051_16;NOUVELLE ZELANDE;Iles Cook;fr;altLabel;zthes_UF
051_16;NOUVELLE ZELANDE;Iles Tokolau;fr;altLabel;zthes_UF
051_16;NOUVELLE ZELANDE;Niué Island;en;altLabel;zthes_UF
051_16;NOUVELLE ZELANDE;Cook Islands;en;altLabel;zthes_UF
051_16;NOUVELLE ZELANDE;Tokolau Islands;en;altLabel;zthes_UF
051_42;AUSTRALIE;Ile Christmas;fr;altLabel;zthes_UF
051_42;AUSTRALIE;Ile Norfolk;fr;altLabel;zthes_UF
051_42;AUSTRALIE;Iles Cocos;fr;altLabel;zthes_UF
051_42;AUSTRALIE;Iles Heard et McDonald;fr;altLabel;zthes_UF
051_42;AUSTRALIE;Christmas Island;en;altLabel;zthes_UF
051_42;AUSTRALIE;Norfolk Island;en;altLabel;zthes_UF
051_42;AUSTRALIE;Cocos Islands;en;altLabel;zthes_UF
051_42;AUSTRALIE;Heard and McDonald Islands;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Archipel de la Louisiade et dépendances;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Bougainville;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Buka;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Iles de l'Amirauté;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Iles d'Entrecasteaux;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Iles Green;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Lavongai;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Nouvelle Bretagne;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Nouvelle-Irlande;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Trobriand;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Woodlark;fr;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Louisiade Archipelago;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Bougainville;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Buka;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Admiralty Islands;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Entrecasteaux Islands;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Green Islands;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Lavongai;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;New Britain;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;New Ireland;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Trobriand;en;altLabel;zthes_UF
051_73;PAPOUASIE NOUVELLE GUINEE;Woodlark;en;altLabel;zthes_UF
051_97;KIRIBATI;Canton;fr;altLabel;zthes_UF
051_97;KIRIBATI;Enderbury;fr;altLabel;zthes_UF
051_97;KIRIBATI;Iles de la Ligne;fr;altLabel;zthes_UF
051_97;KIRIBATI;Canton;en;altLabel;zthes_UF
051_97;KIRIBATI;Enderbury;en;altLabel;zthes_UF
051_97;KIRIBATI;Line Islands;en;altLabel;zthes_UF
061_01;ANTARCTIQUE;Pôle sud;fr;altLabel;zthes_UF
061_01;ANTARCTIQUE;South pole;en;altLabel;zthes_UF
061_02;ARCTIQUE;Pôle nord;fr;altLabel;zthes_UF
061_02;ARCTIQUE;North pole;en;altLabel;zthes_UF
111_01;DELEGATION DE RESPONSABILITE;Délégation de l'autorité;fr;altLabel;site_employe_pour
111_01;DELEGATION DE RESPONSABILITE;Delegation of authority;en;altLabel;zthes_UF
111_02;CHEF D'ENTREPRISE;Entrepreneur;fr;altLabel;site_employe_pour
111_02;CHEF D'ENTREPRISE;Entrepreneur;en;altLabel;zthes_UF
111_12;DIRECTION GENERALE;Comité de direction;fr;altLabel;site_employe_pour
111_12;DIRECTION GENERALE;Executive committee;en;altLabel;zthes_UF
111_13;CONSEIL D'ADMINISTRATION;Administrateur;fr;altLabel;site_employe_pour
111_13;CONSEIL D'ADMINISTRATION;Administrator;en;altLabel;zthes_UF
111_25;COMPETITIVITE;Avantage Concurrentiel;fr;altLabel;site_employe_pour
111_25;COMPETITIVITE;Competitive Advantage;en;altLabel;zthes_UF
111_43;STRUCTURE DE L'ENTREPRISE;Centralisation;fr;altLabel;site_employe_pour
111_43;STRUCTURE DE L'ENTREPRISE;Morphologie de l'entreprise;fr;altLabel;site_employe_pour
111_43;STRUCTURE DE L'ENTREPRISE;Restructuration;fr;altLabel;site_employe_pour
111_43;STRUCTURE DE L'ENTREPRISE;Corporate morphology;en;altLabel;zthes_UF
111_43;STRUCTURE DE L'ENTREPRISE;Reorganization;en;altLabel;zthes_UF
111_43;STRUCTURE DE L'ENTREPRISE;Centralization;en;altLabel;zthes_UF
111_46;THEORIE DES ORGANISATIONS;Théorie de la firme;fr;altLabel;site_employe_pour
111_46;THEORIE DES ORGANISATIONS;Theory of the firm;en;altLabel;zthes_UF
111_55;ORGANISATION;Organisation de l'entreprise;fr;altLabel;site_employe_pour
111_55;ORGANISATION;Business structure;en;altLabel;zthes_UF
111_58;CHANGEMENT ORGANISATIONNEL;Agilité de l'entreprise;fr;altLabel;site_employe_pour
111_58;CHANGEMENT ORGANISATIONNEL;Reengineering;fr;altLabel;site_employe_pour
111_58;CHANGEMENT ORGANISATIONNEL;Réforme de l'entreprise;fr;altLabel;site_employe_pour
111_58;CHANGEMENT ORGANISATIONNEL;Company reform;en;altLabel;zthes_UF
111_58;CHANGEMENT ORGANISATIONNEL;Business agility;en;altLabel;zthes_UF
111_58;CHANGEMENT ORGANISATIONNEL;Reengineering;en;altLabel;zthes_UF
111_65;MANAGEMENT;Administration des affaires;fr;altLabel;site_employe_pour
111_65;MANAGEMENT;Gestion de l'entreprise;fr;altLabel;site_employe_pour
111_65;MANAGEMENT;Management opérationnel;fr;altLabel;site_employe_pour
111_65;MANAGEMENT;Théorie du management;fr;altLabel;site_employe_pour
111_65;MANAGEMENT;Operational management;en;altLabel;zthes_UF
111_65;MANAGEMENT;Business administration;en;altLabel;zthes_UF
111_65;MANAGEMENT;Corporate management;en;altLabel;zthes_UF
111_65;MANAGEMENT;Management theory;en;altLabel;zthes_UF
111_68;APPRENTISSAGE ORGANISATIONNEL;Organisation apprenante;fr;altLabel;site_employe_pour
111_68;APPRENTISSAGE ORGANISATIONNEL;Learning organization;en;altLabel;zthes_UF
111_75;RESPONSABILITE SOCIALE DE L'ENTREPRISE;Entreprise citoyenne;fr;altLabel;site_employe_pour
111_75;RESPONSABILITE SOCIALE DE L'ENTREPRISE;Corporate citizen;en;altLabel;zthes_UF
111_76;STYLE DE MANAGEMENT;Management par projet;fr;altLabel;site_employe_pour
111_76;STYLE DE MANAGEMENT;Management participatif;fr;altLabel;site_employe_pour
111_76;STYLE DE MANAGEMENT;Participative management;en;altLabel;zthes_UF
111_76;STYLE DE MANAGEMENT;Management by project;en;altLabel;zthes_UF
111_77;MANAGEMENT DES CONNAISSANCES;Gestion des savoirs;fr;altLabel;site_employe_pour
111_77;MANAGEMENT DES CONNAISSANCES;KM;en;altLabel;zthes_UF
111_82;MANAGEMENT TECHNOLOGIQUE;Management de la technologie;fr;altLabel;site_employe_pour
111_82;MANAGEMENT TECHNOLOGIQUE;Management of technology;en;altLabel;zthes_UF
111_83;MANAGEMENT DU RISQUE;Principe de précaution;fr;altLabel;site_employe_pour
111_83;MANAGEMENT DU RISQUE;Precautionary principle;en;altLabel;zthes_UF
111_85;ETHIQUE PROFESSIONNELLE;Déontologie;fr;altLabel;site_employe_pour
111_85;ETHIQUE PROFESSIONNELLE;Ethique de l'entreprise;fr;altLabel;site_employe_pour
111_85;ETHIQUE PROFESSIONNELLE;Deontology;en;altLabel;zthes_UF
111_85;ETHIQUE PROFESSIONNELLE;Business ethics;en;altLabel;zthes_UF
111_87;CULTURE ORGANISATIONNELLE;Culture d'entreprise;fr;altLabel;site_employe_pour
111_87;CULTURE ORGANISATIONNELLE;Identité organisationnelle;fr;altLabel;site_employe_pour
111_87;CULTURE ORGANISATIONNELLE;Corporate culture;en;altLabel;zthes_UF
111_87;CULTURE ORGANISATIONNELLE;Organizational identity;en;altLabel;zthes_UF
112_02;ENTREPRISE DE SERVICES;Prestation de service;fr;altLabel;site_employe_pour
112_02;ENTREPRISE DE SERVICES;Service delivery;en;altLabel;zthes_UF
112_04;EXPLOITATION AGRICOLE;Agriculteur;fr;altLabel;site_employe_pour
112_04;EXPLOITATION AGRICOLE;Paysan;fr;altLabel;site_employe_pour
112_04;EXPLOITATION AGRICOLE;Farmer;en;altLabel;zthes_UF
112_04;EXPLOITATION AGRICOLE;Peasant;en;altLabel;zthes_UF
112_05;ENTREPRISE ARTISANALE;Artisan;fr;altLabel;site_employe_pour
112_05;ENTREPRISE ARTISANALE;Chambre des métiers;fr;altLabel;site_employe_pour
112_05;ENTREPRISE ARTISANALE;Craftsman;en;altLabel;zthes_UF
112_05;ENTREPRISE ARTISANALE;Guild chamber;en;altLabel;zthes_UF
112_06;ENTREPRISE INDIVIDUELLE;EIRL;fr;altLabel;site_employe_pour
112_06;ENTREPRISE INDIVIDUELLE;TPE;fr;altLabel;site_employe_pour
112_06;ENTREPRISE INDIVIDUELLE;Très petite entreprise;fr;altLabel;site_employe_pour
112_06;ENTREPRISE INDIVIDUELLE;Very small company;en;altLabel;zthes_UF
112_06;ENTREPRISE INDIVIDUELLE;EIRL;en;altLabel;zthes_UF
112_06;ENTREPRISE INDIVIDUELLE;Very small business;en;altLabel;zthes_UF
112_16;PME;PMI;fr;altLabel;site_employe_pour
112_16;PME;Petite et moyenne entreprise;fr;altLabel;site_employe_pour
112_16;PME;Petite et moyenne industrie;fr;altLabel;site_employe_pour
112_16;PME;Small and medium sized enterprise;en;altLabel;zthes_UF
112_16;PME;Small and medium sized industrial firm;en;altLabel;zthes_UF
112_16;PME;SMI;en;altLabel;zthes_UF
112_17;ETI;Entreprise de taille intermédiaire;fr;altLabel;site_employe_pour
112_17;ETI;Intermediate sized company;en;altLabel;zthes_UF
112_19;FILIALE A L'ETRANGER;Filiale de production à l'étranger;fr;altLabel;site_employe_pour
112_19;FILIALE A L'ETRANGER;Filiale de vente à l'étranger;fr;altLabel;site_employe_pour
112_19;FILIALE A L'ETRANGER;Foreign production subsidiary;en;altLabel;zthes_UF
112_19;FILIALE A L'ETRANGER;Foreign sales subsidiary;en;altLabel;zthes_UF
112_26;DIMENSION DE L'ENTREPRISE;Taille de l'entreprise;fr;altLabel;site_employe_pour
