concept_id;parent_id;level;label_fr;parent_label_fr
131_43;131;4;FINANCEMENT A COURT TERME;FINANCE D'ENTREPRISE
131_45;131;4;THEORIE FINANCIERE;FINANCE D'ENTREPRISE
131_47;131;4;RISQUE DE CREDIT;FINANCE D'ENTREPRISE
131_48;131;4;PROFIT;FINANCE D'ENTREPRISE
131_49;131;4;VALEUR AJOUTEE;FINANCE D'ENTREPRISE
131_50;131;4;CREDIT BANCAIRE;FINANCE D'ENTREPRISE
131_53;131;4;FINANCEMENT A MOYEN TERME;FINANCE D'ENTREPRISE
131_55;131;4;FINANCE D'ENTREPRISE;FINANCE D'ENTREPRISE
131_56;131;4;RISQUE FINANCIER;FINANCE D'ENTREPRISE
131_58;131;4;DIVIDENDE;FINANCE D'ENTREPRISE
131_60;131;4;MICROFINANCE;FINANCE D'ENTREPRISE
131_62;131;4;CREDIT A MOYEN TERME;FINANCE D'ENTREPRISE
131_64;131;4;FINANCEMENT EXTERNE;FINANCE D'ENTREPRISE
131_65;131;4;FINANCEMENT;FINANCE D'ENTREPRISE
131_67;131;4;INVESTISSEMENT;FINANCE D'ENTREPRISE
131_68;131;4;INVESTISSEMENT SOCIALEMENT RESPONSABLE;FINANCE D'ENTREPRISE
131_71;131;4;CREDIT BAIL;FINANCE D'ENTREPRISE
131_72;131;4;SYSTEME BANCAIRE PARALLELE;FINANCE D'ENTREPRISE
131_73;131;4;FINANCEMENT A LONG TERME;FINANCE D'ENTREPRISE
131_75;131;4;PLAN DE FINANCEMENT;FINANCE D'ENTREPRISE
131_76;131;4;AUTOFINANCEMENT;FINANCE D'ENTREPRISE
131_77;131;4;INGENIERIE FINANCIERE;FINANCE D'ENTREPRISE
131_78;131;4;CRITERE D'INVESTISSEMENT;FINANCE D'ENTREPRISE
131_79;131;4;INVESTISSEMENT IMMATERIEL;FINANCE D'ENTREPRISE
131_80;131;4;WARRANT;FINANCE D'ENTREPRISE
131_82;131;4;CREDIT A LONG TERME;FINANCE D'ENTREPRISE
131_83;131;4;CAPITAL INVESTISSEMENT;FINANCE D'ENTREPRISE
131_85;131;4;FINANCEMENT PARTICIPATIF;FINANCE D'ENTREPRISE
131_86;131;4;FINANCE VERTE;FINANCE D'ENTREPRISE
131_87;131;4;CAPITAL;FINANCE D'ENTREPRISE
131_88;131;4;VALEUR ACTUALISEE;FINANCE D'ENTREPRISE
131_89;131;4;ROI;FINANCE D'ENTREPRISE
131_90;131;4;HYPOTHEQUE;FINANCE D'ENTREPRISE
131_91;131;4;EMPRUNT;FINANCE D'ENTREPRISE
131_93;131;4;CAPITAL RISQUE;FINANCE D'ENTREPRISE
131_99;131;4;MATHEMATIQUES FINANCIERES;FINANCE D'ENTREPRISE
132_00;132;4;EVALUATION D'UNE ENTREPRISE;COMPTABILITE
132_03;132;4;BENEFICE;COMPTABILITE
132_04;132;4;DEFICIT;COMPTABILITE
132_07;132;4;MARGE COMPTABLE;COMPTABILITE
132_09;132;4;REDRESSEMENT COMPTABLE;COMPTABILITE
132_10;132;4;PER;COMPTABILITE
132_11;132;4;CAPITALISATION BOURSIERE;COMPTABILITE
132_12;132;4;REPORT A NOUVEAU;COMPTABILITE
132_13;132;4;RESULTAT DE L'EXERCICE;COMPTABILITE
132_15;132;4;CASH FLOW;COMPTABILITE
132_18;132;4;REGULARISATION COMPTABLE;COMPTABILITE
132_21;132;4;DCF;COMPTABILITE
132_25;132;4;SOLDES INTERMEDIAIRES DE GESTION;COMPTABILITE
132_27;132;4;CHIFFRE D'AFFAIRES;COMPTABILITE
132_29;132;4;ECRITURE COMPTABLE;COMPTABILITE
132_31;132;4;FONDS DE ROULEMENT;COMPTABILITE
132_33;132;4;STRUCTURE FINANCIERE;COMPTABILITE
132_34;132;4;CHARGE COMPTABLE;COMPTABILITE
132_36;132;4;PRODUIT COMPTABLE;COMPTABILITE
132_38;132;4;OPERATION COMPTABLE;COMPTABILITE
132_39;132;4;IMPUTATION;COMPTABILITE
132_40;132;4;TAUX D'ENDETTEMENT;COMPTABILITE
132_43;132;4;ANALYSE FINANCIERE;COMPTABILITE
132_44;132;4;INFORMATION FINANCIERE;COMPTABILITE
132_45;132;4;COMPTE DE RESULTAT;COMPTABILITE
132_46;132;4;COMPTABILITE INTERNATIONALE;COMPTABILITE
132_47;132;4;NORME COMPTABLE;COMPTABILITE
132_49;132;4;DOCUMENT COMPTABLE;COMPTABILITE
132_50;132;4;RATIO DE LIQUIDITE;COMPTABILITE
132_52;132;4;RATIO FINANCIER;COMPTABILITE
132_54;132;4;CONSOLIDATION DES COMPTES;COMPTABILITE
132_55;132;4;COMPTABILITE;COMPTABILITE
132_57;132;4;PLAN COMPTABLE;COMPTABILITE
132_61;132;4;ACTIF IMMATERIEL;COMPTABILITE
132_63;132;4;COMPTABILITE ENVIRONNEMENTALE;COMPTABILITE
132_64;132;4;BILAN CONSOLIDE;COMPTABILITE
132_66;132;4;COMMISSARIAT AUX COMPTES;COMPTABILITE
132_67;132;4;EXERCICE FISCAL;COMPTABILITE
132_69;132;4;EXPERTISE COMPTABLE;COMPTABILITE
132_70;132;4;ACTIF NET;COMPTABILITE
132_72;132;4;ACTIF CIRCULANT;COMPTABILITE
132_73;132;4;ACTIF;COMPTABILITE
132_75;132;4;BILAN;COMPTABILITE
132_79;132;4;REEVALUATION DU BILAN;COMPTABILITE
132_81;132;4;COMPTE DE STOCK;COMPTABILITE
132_83;132;4;IMMOBILISATION;COMPTABILITE
132_85;132;4;GESTION ACTIF PASSIF;COMPTABILITE
132_87;132;4;PASSIF;COMPTABILITE
132_88;132;4;DETTE;COMPTABILITE
132_90;132;4;INVENTAIRE;COMPTABILITE
132_91;132;4;CREANCE;COMPTABILITE
132_92;132;4;DISPONIBILITES;COMPTABILITE
132_93;132;4;AMORTISSEMENT;COMPTABILITE
132_95;132;4;PROVISION COMPTABLE;COMPTABILITE
132_97;132;4;RESERVE COMPTABLE;COMPTABILITE
132_99;132;4;CAPITAUX PROPRES;COMPTABILITE
133_04;133;4;FRAIS GENERAUX;CONTROLE DE GESTION
133_08;133;4;SEUIL DE RENTABILITE;CONTROLE DE GESTION
133_18;133;4;DIRECT COSTING;CONTROLE DE GESTION
133_19;133;4;COUT DIRECT;CONTROLE DE GESTION
133_22;133;4;BUDGET;CONTROLE DE GESTION
133_24;133;4;CHARGES FIXES;CONTROLE DE GESTION
133_25;133;4;CHARGES INDIRECTES;CONTROLE DE GESTION
133_27;133;4;COUT STANDARD;CONTROLE DE GESTION
133_28;133;4;COUT COMPLET;CONTROLE DE GESTION
133_29;133;4;COUT PARTIEL;CONTROLE DE GESTION
133_33;133;4;CHARGES VARIABLES;CONTROLE DE GESTION
133_34;133;4;CHARGES DIRECTES;CONTROLE DE GESTION
133_36;133;4;COUT DE REVIENT;CONTROLE DE GESTION
133_39;133;4;COUT MARGINAL;CONTROLE DE GESTION
133_40;133;4;RCB;CONTROLE DE GESTION
133_42;133;4;CONTROLE BUDGETAIRE;CONTROLE DE GESTION
133_47;133;4;ANALYSE DES COUTS;CONTROLE DE GESTION
133_53;133;4;AUDIT FINANCIER;CONTROLE DE GESTION
133_55;133;4;CONTROLE DE GESTION;CONTROLE DE GESTION
133_57;133;4;COMPTABILITE DE GESTION;CONTROLE DE GESTION
133_59;133;4;PRIX DE CESSION INTERNE;CONTROLE DE GESTION
133_68;133;4;COMPTABILITE MATIERE;CONTROLE DE GESTION
133_79;133;4;STOCK;CONTROLE DE GESTION
133_85;133;4;ANALYSE DES ECARTS;CONTROLE DE GESTION
133_87;133;4;CENTRE D'ANALYSE;CONTROLE DE GESTION
133_93;133;4;CONTROLEUR DE GESTION;CONTROLE DE GESTION
133_94;133;4;ANALYSE COUT BENEFICE;CONTROLE DE GESTION
134_02;134;4;OBLIGATION CONVERTIBLE;FINANCE DE MARCHE
134_03;134;4;OPTION;FINANCE DE MARCHE
134_04;134;4;MATIF;FINANCE DE MARCHE
134_06;134;4;MARCHE DERIVE;FINANCE DE MARCHE
134_10;134;4;EMISSION DES TITRES;FINANCE DE MARCHE
134_12;134;4;OBLIGATION;FINANCE DE MARCHE
134_14;134;4;ACTIF CONDITIONNEL;FINANCE DE MARCHE
134_15;134;4;SOCIETE DE BOURSE;FINANCE DE MARCHE
134_16;134;4;MARCHE A TERME;FINANCE DE MARCHE
134_17;134;4;BOURSE DE COMMERCE;FINANCE DE MARCHE
134_20;134;4;COTATION DES TITRES;FINANCE DE MARCHE
134_22;134;4;TITRE BOURSIER;FINANCE DE MARCHE
134_24;134;4;INTRODUCTION EN BOURSE;FINANCE DE MARCHE
134_25;134;4;TECHNIQUE BOURSIERE;FINANCE DE MARCHE
134_26;134;4;MARCHE AU COMPTANT;FINANCE DE MARCHE
134_27;134;4;PRISE DE PARTICIPATION;FINANCE DE MARCHE
134_30;134;4;INDICE BOURSIER;FINANCE DE MARCHE
134_32;134;4;ACTION;FINANCE DE MARCHE
134_33;134;4;AGENCE DE NOTATION FINANCIERE;FINANCE DE MARCHE
134_34;134;4;SPECULATION;FINANCE DE MARCHE
134_35;134;4;BOURSE DES VALEURS;FINANCE DE MARCHE
134_36;134;4;OPE;FINANCE DE MARCHE
134_37;134;4;OPA;FINANCE DE MARCHE
134_43;134;4;SWAP;FINANCE DE MARCHE
134_44;134;4;FINANCE COMPORTEMENTALE;FINANCE DE MARCHE
134_53;134;4;MARCHE FINANCIER;FINANCE DE MARCHE
134_54;134;4;MARCHE DES CAPITAUX;FINANCE DE MARCHE
134_55;134;4;FINANCE DE MARCHE;FINANCE DE MARCHE
134_58;134;4;RISQUE DE MARCHE;FINANCE DE MARCHE
134_59;134;4;MODELE DEVALUATION DES ACTIFS FINANCIERS;FINANCE DE MARCHE
134_62;134;4;TITRISATION;FINANCE DE MARCHE
134_63;134;4;SOCIETE D'INVESTISSEMENT;FINANCE DE MARCHE
134_67;134;4;GESTION DE PATRIMOINE;FINANCE DE MARCHE
134_72;134;4;OPCVM;FINANCE DE MARCHE
134_73;134;4;FONDS D'INVESTISSEMENT;FINANCE DE MARCHE
134_77;134;4;GESTION DE PORTEFEUILLE;FINANCE DE MARCHE
134_79;134;4;GESTION ALTERNATIVE;FINANCE DE MARCHE
134_82;134;4;FONDS DE PENSION;FINANCE DE MARCHE
134_84;134;4;FONDS SOUVERAIN;FINANCE DE MARCHE
134_87;134;4;REPARTITION D'ACTIFS;FINANCE DE MARCHE
134_88;134;4;ANALYSE DE PORTEFEUILLE;FINANCE DE MARCHE
134_89;134;4;PRODUIT STRUCTURE;FINANCE DE MARCHE
134_92;134;4;SICAV;FINANCE DE MARCHE
134_93;134;4;FONDS COMMUN DE PLACEMENT;FINANCE DE MARCHE
134_96;134;4;STATISTIQUES FINANCIERES;FINANCE DE MARCHE
141_00;141;4;STOCKAGE;GESTION DE LA PRODUCTION
141_01;141;4;GESTION DES STOCKS;GESTION DE LA PRODUCTION
141_03;141;4;SERIE ECONOMIQUE DE LANCEMENT;GESTION DE LA PRODUCTION
141_10;141;4;EXPEDITION;GESTION DE LA PRODUCTION
141_11;141;4;RECEPTION DES MARCHANDISES;GESTION DE LA PRODUCTION
141_12;141;4;LIVRAISON;GESTION DE LA PRODUCTION
141_13;141;4;DELAI;GESTION DE LA PRODUCTION
141_14;141;4;TRACABILITE;GESTION DE LA PRODUCTION
141_16;141;4;ORGANISATION DU TRAVAIL;GESTION DE LA PRODUCTION
141_20;141;4;ENTREPOT;GESTION DE LA PRODUCTION
141_21;141;4;ACHAT INDUSTRIEL;GESTION DE LA PRODUCTION
141_22;141;4;ACHAT;GESTION DE LA PRODUCTION
141_24;141;4;ETUDE DES TEMPS;GESTION DE LA PRODUCTION
141_25;141;4;ETUDE DE CIRCUIT;GESTION DE LA PRODUCTION
141_28;141;4;JUSTE A TEMPS;GESTION DE LA PRODUCTION
141_31;141;4;APPEL D'OFFRES;GESTION DE LA PRODUCTION
141_32;141;4;DOCUMENT D'ATELIER;GESTION DE LA PRODUCTION
141_33;141;4;ORDONNANCEMENT;GESTION DE LA PRODUCTION
141_34;141;4;CHAINE LOGISTIQUE;GESTION DE LA PRODUCTION
141_35;141;4;BUREAU DES METHODES;GESTION DE LA PRODUCTION
141_36;141;4;ETUDE DU TRAVAIL;GESTION DE LA PRODUCTION
141_41;141;4;MANUTENTION;GESTION DE LA PRODUCTION
141_43;141;4;LOGISTIQUE;GESTION DE LA PRODUCTION
141_49;141;4;CAPACITE DE PRODUCTION;GESTION DE LA PRODUCTION
141_50;141;4;ATELIER;GESTION DE LA PRODUCTION
141_51;141;4;USINE;GESTION DE LA PRODUCTION
141_52;141;4;FABRICATION;GESTION DE LA PRODUCTION
141_53;141;4;PROCESSUS INDUSTRIEL;GESTION DE LA PRODUCTION
141_55;141;4;GESTION DE LA PRODUCTION;GESTION DE LA PRODUCTION
141_57;141;4;EQUIPEMENT;GESTION DE LA PRODUCTION
141_59;141;4;USURE;GESTION DE LA PRODUCTION
141_60;141;4;CHANTIER;GESTION DE LA PRODUCTION
141_61;141;4;CFAO;GESTION DE LA PRODUCTION
141_62;141;4;CHAINE DE PRODUCTION;GESTION DE LA PRODUCTION
141_63;141;4;GPAO;GESTION DE LA PRODUCTION
141_64;141;4;STANDARDISATION;GESTION DE LA PRODUCTION
141_66;141;4;ANALYSE DE LA VALEUR;GESTION DE LA PRODUCTION
141_69;141;4;DEPRECIATION TECHNIQUE;GESTION DE LA PRODUCTION
141_74;141;4;NORMALISATION;GESTION DE LA PRODUCTION
141_75;141;4;BUREAU D'ETUDES;GESTION DE LA PRODUCTION
141_76;141;4;ETUDE DE PRODUIT;GESTION DE LA PRODUCTION
141_77;141;4;PRODUIT NOUVEAU;GESTION DE LA PRODUCTION
141_79;141;4;MAINTENANCE;GESTION DE LA PRODUCTION
141_82;141;4;PRODUIT MANUFACTURE;GESTION DE LA PRODUCTION
141_84;141;4;DESSIN INDUSTRIEL;GESTION DE LA PRODUCTION
141_86;141;4;CAO;GESTION DE LA PRODUCTION
141_87;141;4;CONCEPTION INDUSTRIELLE;GESTION DE LA PRODUCTION
141_91;141;4;SOUS PRODUIT;GESTION DE LA PRODUCTION
141_92;141;4;PRODUIT FINI;GESTION DE LA PRODUCTION
141_93;141;4;PRODUIT SEMI FINI;GESTION DE LA PRODUCTION
141_96;141;4;INGENIERIE;GESTION DE LA PRODUCTION
141_98;141;4;ESTHETIQUE INDUSTRIELLE;GESTION DE LA PRODUCTION
141_99;141;4;CONDITIONNEMENT;GESTION DE LA PRODUCTION
142_14;142;4;MACHINE SPECIALE;TECHNIQUE INDUSTRIELLE
142_24;142;4;MACHINE TRANSFERT;TECHNIQUE INDUSTRIELLE
142_26;142;4;CAPTEUR;TECHNIQUE INDUSTRIELLE
142_28;142;4;SERVOMECANISME;TECHNIQUE INDUSTRIELLE
142_32;142;4;MACHINE OUTIL;TECHNIQUE INDUSTRIELLE
142_34;142;4;ROBOTIQUE;TECHNIQUE INDUSTRIELLE
142_37;142;4;REGULATION AUTOMATIQUE;TECHNIQUE INDUSTRIELLE
142_43;142;4;MACHINE;TECHNIQUE INDUSTRIELLE
142_44;142;4;MECANISATION;TECHNIQUE INDUSTRIELLE
142_45;142;4;AUTOMATISATION;TECHNIQUE INDUSTRIELLE
142_46;142;4;AUTOMATISME;TECHNIQUE INDUSTRIELLE
142_48;142;4;CERTIFICATION;TECHNIQUE INDUSTRIELLE
142_55;142;4;TECHNIQUE INDUSTRIELLE;TECHNIQUE INDUSTRIELLE
142_58;142;4;ASSURANCE QUALITE;TECHNIQUE INDUSTRIELLE
142_59;142;4;ESSAI TECHNIQUE;TECHNIQUE INDUSTRIELLE
142_61;142;4;COMMANDE NUMERIQUE;TECHNIQUE INDUSTRIELLE
142_63;142;4;COMMANDE;TECHNIQUE INDUSTRIELLE
142_68;142;4;CONTROLE QUALITE;TECHNIQUE INDUSTRIELLE
142_69;142;4;FIABILITE;TECHNIQUE INDUSTRIELLE
142_70;142;4;ASSEMBLAGE;TECHNIQUE INDUSTRIELLE
142_71;142;4;USINAGE;TECHNIQUE INDUSTRIELLE
142_73;142;4;PROCEDE DE FABRICATION;TECHNIQUE INDUSTRIELLE
142_75;142;4;MATIERE PREMIERE;TECHNIQUE INDUSTRIELLE
142_76;142;4;OUTILLAGE;TECHNIQUE INDUSTRIELLE
142_79;142;4;CONTROLE STATISTIQUE;TECHNIQUE INDUSTRIELLE
142_85;142;4;MINERAI;TECHNIQUE INDUSTRIELLE
142_92;142;4;SOUDAGE;TECHNIQUE INDUSTRIELLE
142_93;142;4;FORMAGE;TECHNIQUE INDUSTRIELLE
143_10;143;4;CAMION;TRANSPORT
143_12;143;4;TRANSPORT FERROVIAIRE;TRANSPORT
143_13;143;4;CONTENEUR;TRANSPORT
143_21;143;4;TRANSPORT ROUTIER;TRANSPORT
143_23;143;4;TRANSPORT DE MARCHANDISE;TRANSPORT
143_25;143;4;NAVIRE;TRANSPORT
143_26;143;4;ARMATEUR;TRANSPORT
143_27;143;4;FLOTTE;TRANSPORT
143_30;143;4;PARKING;TRANSPORT
143_33;143;4;TRANSPORT DE PASSAGER;TRANSPORT
143_35;143;4;TRANSPORT MARITIME;TRANSPORT
143_37;143;4;PORT;TRANSPORT
143_38;143;4;NAVIGATION INTERIEURE;TRANSPORT
143_40;143;4;VOITURE PARTICULIERE;TRANSPORT
143_41;143;4;PARC AUTOMOBILE;TRANSPORT
143_42;143;4;TRANSPORT TERRESTRE;TRANSPORT
143_47;143;4;NAVIGATION SPATIALE;TRANSPORT
143_50;143;4;AUTOBUS;TRANSPORT
143_53;143;4;METRO;TRANSPORT
143_55;143;4;TRANSPORT;TRANSPORT
143_57;143;4;TRANSPORT AERIEN;TRANSPORT
143_59;143;4;COMPAGNIE AERIENNE;TRANSPORT
143_60;143;4;TRAMWAY;TRANSPORT
143_61;143;4;TRANSPORT EN COMMUN;TRANSPORT
143_63;143;4;POLITIQUE DES TRANSPORTS;TRANSPORT
143_67;143;4;AEROPORT;TRANSPORT
143_69;143;4;CHARTER;TRANSPORT
143_74;143;4;MOBILITE DURABLE;TRANSPORT
143_76;143;4;TUNNEL;TRANSPORT
143_82;143;4;GESTION DES TRANSPORTS;TRANSPORT
143_85;143;4;TRANSPORT PAR CANALISATION;TRANSPORT
143_90;143;4;ENTREPRISE DE TRANSPORT;TRANSPORT
143_91;143;4;SECURITE DES TRANSPORTS;TRANSPORT
151_34;151;4;TRANSFERT DE TECHNOLOGIE;RECHERCHE ET DEVELOPPEMENT
151_35;151;4;BREVET;RECHERCHE ET DEVELOPPEMENT
151_36;151;4;RESSOURCE TECHNOLOGIQUE;RECHERCHE ET DEVELOPPEMENT
151_37;151;4;VEILLE TECHNOLOGIQUE;RECHERCHE ET DEVELOPPEMENT
151_43;151;4;COLLABORATION ENTREPRISE ENSEIGNEMENT;RECHERCHE ET DEVELOPPEMENT
151_48;151;4;INNOVATION TECHNOLOGIQUE;RECHERCHE ET DEVELOPPEMENT
151_53;151;4;GESTION DE PROJET;RECHERCHE ET DEVELOPPEMENT
151_55;151;4;RECHERCHE ET DEVELOPPEMENT;RECHERCHE ET DEVELOPPEMENT
151_57;151;4;INNOVATION;RECHERCHE ET DEVELOPPEMENT
151_61;151;4;RECHERCHE INTERCULTURELLE;RECHERCHE ET DEVELOPPEMENT
151_66;151;4;CREATIVITE;RECHERCHE ET DEVELOPPEMENT
151_67;151;4;PROGRES TECHNIQUE;RECHERCHE ET DEVELOPPEMENT
151_68;151;4;RETARD TECHNOLOGIQUE;RECHERCHE ET DEVELOPPEMENT
151_73;151;4;RECHERCHE FONDAMENTALE;RECHERCHE ET DEVELOPPEMENT
151_75;151;4;RECHERCHE;RECHERCHE ET DEVELOPPEMENT
151_77;151;4;TECHNOLOGIE DE RUPTURE;RECHERCHE ET DEVELOPPEMENT
151_84;151;4;CENTRE DE RECHERCHE;RECHERCHE ET DEVELOPPEMENT
151_86;151;4;RECHERCHE APPLIQUEE;RECHERCHE ET DEVELOPPEMENT
151_91;151;4;CHERCHEUR;RECHERCHE ET DEVELOPPEMENT
151_95;151;4;METHODOLOGIE DE LA RECHERCHE;RECHERCHE ET DEVELOPPEMENT
152_11;152;4;METAL PRECIEUX;TECHNOLOGIE
152_12;152;4;METAL NON FERREUX;TECHNOLOGIE
152_20;152;4;ACIER;TECHNOLOGIE
152_21;152;4;ALUMINIUM;TECHNOLOGIE
152_22;152;4;ALLIAGE;TECHNOLOGIE
152_24;152;4;MOTEUR ET TURBINE;TECHNOLOGIE
152_26;152;4;MOTEUR ELECTRIQUE;TECHNOLOGIE
152_27;152;4;APPAREILLAGE ELECTRIQUE;TECHNOLOGIE
152_30;152;4;CERAMIQUE;TECHNOLOGIE
152_31;152;4;CIMENT ET BETON;TECHNOLOGIE
152_32;152;4;METAL;TECHNOLOGIE
152_34;152;4;MECANIQUE;TECHNOLOGIE
152_36;152;4;ELECTROTECHNIQUE;TECHNOLOGIE
152_40;152;4;COMPOSITE;TECHNOLOGIE
152_41;152;4;MATIERE PLASTIQUE;TECHNOLOGIE
152_43;152;4;MATERIAU;TECHNOLOGIE
152_47;152;4;COMPOSANT;TECHNOLOGIE
152_50;152;4;FLUIDE;TECHNOLOGIE
152_51;152;4;VERRE;TECHNOLOGIE
152_52;152;4;MEMBRANE;TECHNOLOGIE
152_53;152;4;HAUTE TECHNOLOGIE;TECHNOLOGIE
152_55;152;4;TECHNOLOGIE;TECHNOLOGIE
152_57;152;4;ELECTRONIQUE;TECHNOLOGIE
152_62;152;4;BIOMATERIAU;TECHNOLOGIE
152_68;152;4;FIBRE OPTIQUE;TECHNOLOGIE
152_73;152;4;BIOTECHNOLOGIE;TECHNOLOGIE
152_75;152;4;THERMODYNAMIQUE;TECHNOLOGIE
152_81;152;4;BIOCAPTEUR;TECHNOLOGIE
152_84;152;4;NANOTECHNOLOGIE;TECHNOLOGIE
161_00;161;4;MANAGER;GESTION DES RESSOURCES HUMAINES
161_01;161;4;INGENIEUR;GESTION DES RESSOURCES HUMAINES
161_03;161;4;CHEF DE SERVICE;GESTION DES RESSOURCES HUMAINES
161_05;161;4;TECHNICIEN;GESTION DES RESSOURCES HUMAINES
161_08;161;4;OUVRIER QUALIFIE;GESTION DES RESSOURCES HUMAINES
161_13;161;4;CADRE COMMERCIAL;GESTION DES RESSOURCES HUMAINES
161_14;161;4;CONTREMAITRE;GESTION DES RESSOURCES HUMAINES
161_19;161;4;OUVRIER SPECIALISE;GESTION DES RESSOURCES HUMAINES
161_22;161;4;CADRE;GESTION DES RESSOURCES HUMAINES
161_26;161;4;OUVRIER;GESTION DES RESSOURCES HUMAINES
161_28;161;4;MANOEUVRE;GESTION DES RESSOURCES HUMAINES
161_30;161;4;FONCTIONNAIRE;GESTION DES RESSOURCES HUMAINES
161_31;161;4;EMPLOYE;GESTION DES RESSOURCES HUMAINES
161_33;161;4;SALARIE;GESTION DES RESSOURCES HUMAINES
161_35;161;4;PROFESSION;GESTION DES RESSOURCES HUMAINES
161_37;161;4;MAIN D'OEUVRE;GESTION DES RESSOURCES HUMAINES
161_42;161;4;GESTION D'EQUIPE;GESTION DES RESSOURCES HUMAINES
161_43;161;4;CAPITAL SOCIAL;GESTION DES RESSOURCES HUMAINES
161_44;161;4;CAPITAL HUMAIN;GESTION DES RESSOURCES HUMAINES
161_48;161;4;TRAVAIL A DISTANCE;GESTION DES RESSOURCES HUMAINES
161_52;161;4;PROMOTION PROFESSIONNELLE;GESTION DES RESSOURCES HUMAINES
161_53;161;4;EVALUATION DU PERSONNEL;GESTION DES RESSOURCES HUMAINES
161_55;161;4;GESTION DES RESSOURCES HUMAINES;GESTION DES RESSOURCES HUMAINES
161_58;161;4;TRAVAIL TEMPORAIRE;GESTION DES RESSOURCES HUMAINES
161_62;161;4;BILAN DE COMPETENCES;GESTION DES RESSOURCES HUMAINES
161_64;161;4;CAPITAL INTELLECTUEL;GESTION DES RESSOURCES HUMAINES
161_67;161;4;RECHERCHE D'EMPLOI;GESTION DES RESSOURCES HUMAINES
161_68;161;4;TRAVAIL A TEMPS PARTIEL;GESTION DES RESSOURCES HUMAINES
161_70;161;4;SALAIRE GARANTI;GESTION DES RESSOURCES HUMAINES
161_71;161;4;REMUNERATION;GESTION DES RESSOURCES HUMAINES
161_73;161;4;POSTE DE TRAVAIL;GESTION DES RESSOURCES HUMAINES
161_74;161;4;COMPETENCE;GESTION DES RESSOURCES HUMAINES
161_75;161;4;CARRIERE;GESTION DES RESSOURCES HUMAINES
161_77;161;4;EFFECTIF DE L'ENTREPRISE;GESTION DES RESSOURCES HUMAINES
161_78;161;4;EMBAUCHE;GESTION DES RESSOURCES HUMAINES
161_79;161;4;INSERTION PROFESSIONNELLE;GESTION DES RESSOURCES HUMAINES
161_80;161;4;PLAN EPARGNE ENTREPRISE;GESTION DES RESSOURCES HUMAINES
161_81;161;4;PARTICIPATION;GESTION DES RESSOURCES HUMAINES
161_82;161;4;EPARGNE SALARIALE;GESTION DES RESSOURCES HUMAINES
161_84;161;4;QUALIFICATION;GESTION DES RESSOURCES HUMAINES
161_85;161;4;GESTION PREVISIONNELLE DES EMPLOIS;GESTION DES RESSOURCES HUMAINES
161_86;161;4;LICENCIEMENT;GESTION DES RESSOURCES HUMAINES
161_87;161;4;ROTATION DU PERSONNEL;GESTION DES RESSOURCES HUMAINES
161_88;161;4;SELECTION PROFESSIONNELLE;GESTION DES RESSOURCES HUMAINES
161_89;161;4;DEFINITION DES TACHES;GESTION DES RESSOURCES HUMAINES
161_90;161;4;INTERESSEMENT;GESTION DES RESSOURCES HUMAINES
161_91;161;4;ENRICHISSEMENT DES TACHES;GESTION DES RESSOURCES HUMAINES
161_92;161;4;STOCK OPTION;GESTION DES RESSOURCES HUMAINES
161_93;161;4;ETUDE DE POSTE;GESTION DES RESSOURCES HUMAINES
161_95;161;4;GESTION DES AGES;GESTION DES RESSOURCES HUMAINES
161_99;161;4;ENTRETIEN D'EMBAUCHE;GESTION DES RESSOURCES HUMAINES
162_06;162;4;OEUVRES SOCIALES;RELATIONS DU TRAVAIL
162_14;162;4;ARBITRAGE;RELATIONS DU TRAVAIL
162_17;162;4;COGESTION;RELATIONS DU TRAVAIL
162_20;162;4;ABSENTEISME;RELATIONS DU TRAVAIL
162_23;162;4;REVENDICATION;RELATIONS DU TRAVAIL
162_26;162;4;DIALOGUE SOCIAL;RELATIONS DU TRAVAIL
162_28;162;4;COMITE D'ENTREPRISE;RELATIONS DU TRAVAIL
162_36;162;4;EGALITE PROFESSIONNELLE;RELATIONS DU TRAVAIL
162_37;162;4;EXPRESSION DES SALARIES;RELATIONS DU TRAVAIL
162_38;162;4;REPRESENTATION DES SALARIES;RELATIONS DU TRAVAIL
162_39;162;4;DELEGUE DU PERSONNEL;RELATIONS DU TRAVAIL
162_40;162;4;ACCIDENT DU TRAVAIL;RELATIONS DU TRAVAIL
162_44;162;4;CONFLIT DU TRAVAIL;RELATIONS DU TRAVAIL
162_51;162;4;RISQUES PSYCHOSOCIAUX;RELATIONS DU TRAVAIL
162_52;162;4;SECURITE AU TRAVAIL;RELATIONS DU TRAVAIL
162_54;162;4;REGLEMENT INTERIEUR;RELATIONS DU TRAVAIL
162_55;162;4;RELATIONS DU TRAVAIL;RELATIONS DU TRAVAIL
162_62;162;4;ERGONOMIE;RELATIONS DU TRAVAIL
162_63;162;4;CONDITIONS DE TRAVAIL;RELATIONS DU TRAVAIL
162_68;162;4;SYNDICALISME;RELATIONS DU TRAVAIL
162_72;162;4;AMENAGEMENT DES LOCAUX;RELATIONS DU TRAVAIL
162_75;162;4;QUALITE DE VIE AU TRAVAIL;RELATIONS DU TRAVAIL
162_76;162;4;CLIMAT SOCIAL DE L'ENTREPRISE;RELATIONS DU TRAVAIL
