sous_groupe;descripteur_code;descripteur;relation;cible_code;cible_libelle;cible_url
111;111_48;ANALYSE DES SYSTEMES;terme_generique;111_47;THEORIE DES SYSTEMES;https://aciege.org/Dct/Fra/Fra_111_47.html
111;111_68;APPRENTISSAGE ORGANISATIONNEL;terme_generique;111_57;DEVELOPPEMENT DES ORGANISATIONS;https://aciege.org/Dct/Fra/Fra_111_57.html
111;111_68;APPRENTISSAGE ORGANISATIONNEL;employe_pour;Or_3258;Organisation apprenante;https://aciege.org/Dct/Fra/Or_3258.html
111;111_96;BUREAUCRATIE;terme_generique;111_76;STYLE DE MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_76.html
111;111_35;CHAINE DE VALEUR;terme_generique;111_55;ORGANISATION;https://aciege.org/Dct/Fra/Fra_111_55.html
111;111_35;CHAINE DE VALEUR;terme_specifique;111_25;COMPETITIVITE;https://aciege.org/Dct/Fra/Fra_111_25.html
111;111_58;CHANGEMENT ORGANISATIONNEL;terme_generique;111_57;DEVELOPPEMENT DES ORGANISATIONS;https://aciege.org/Dct/Fra/Fra_111_57.html
111;111_58;CHANGEMENT ORGANISATIONNEL;employe_pour;Ag_2414;Agilité de l'entreprise;https://aciege.org/Dct/Fra/Ag_2414.html
111;111_58;CHANGEMENT ORGANISATIONNEL;employe_pour;Re_3420;Reengineering;https://aciege.org/Dct/Fra/Re_3420.html
111;111_58;CHANGEMENT ORGANISATIONNEL;employe_pour;Re_3453;Réforme de l'entreprise;https://aciege.org/Dct/Fra/Re_3453.html
111;111_02;CHEF D'ENTREPRISE;terme_generique;111_22;HIERARCHIE;https://aciege.org/Dct/Fra/Fra_111_22.html
111;111_02;CHEF D'ENTREPRISE;employe_pour;En_2835;Entrepreneur;https://aciege.org/Dct/Fra/En_2835.html
111;111_78;COMMUNAUTE DE PRATIQUE;terme_generique;111_77;MANAGEMENT DES CONNAISSANCES;https://aciege.org/Dct/Fra/Fra_111_77.html
111;111_25;COMPETITIVITE;terme_generique;111_35;CHAINE DE VALEUR;https://aciege.org/Dct/Fra/Fra_111_35.html
111;111_25;COMPETITIVITE;employe_pour;Av_2499;Avantage Concurrentiel;https://aciege.org/Dct/Fra/Av_2499.html
111;111_13;CONSEIL D'ADMINISTRATION;terme_generique;111_23;GOUVERNANCE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_23.html
111;111_13;CONSEIL D'ADMINISTRATION;employe_pour;Ad_2396;Administrateur;https://aciege.org/Dct/Fra/Ad_2396.html
111;111_87;CULTURE ORGANISATIONNELLE;terme_generique;111_76;STYLE DE MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_76.html
111;111_87;CULTURE ORGANISATIONNELLE;employe_pour;Cu_2718;Culture d'entreprise;https://aciege.org/Dct/Fra/Cu_2718.html
111;111_87;CULTURE ORGANISATIONNELLE;employe_pour;Id_2975;Identité organisationnelle;https://aciege.org/Dct/Fra/Id_2975.html
111;111_01;DELEGATION DE RESPONSABILITE;terme_generique;111_22;HIERARCHIE;https://aciege.org/Dct/Fra/Fra_111_22.html
111;111_01;DELEGATION DE RESPONSABILITE;employe_pour;De_2774;Délégation de l'autorité;https://aciege.org/Dct/Fra/De_2774.html
111;111_57;DEVELOPPEMENT DES ORGANISATIONS;terme_generique;111_55;ORGANISATION;https://aciege.org/Dct/Fra/Fra_111_55.html
111;111_57;DEVELOPPEMENT DES ORGANISATIONS;terme_specifique;111_68;APPRENTISSAGE ORGANISATIONNEL;https://aciege.org/Dct/Fra/Fra_111_68.html
111;111_57;DEVELOPPEMENT DES ORGANISATIONS;terme_specifique;111_58;CHANGEMENT ORGANISATIONNEL;https://aciege.org/Dct/Fra/Fra_111_58.html
111;111_12;DIRECTION GENERALE;terme_generique;111_22;HIERARCHIE;https://aciege.org/Dct/Fra/Fra_111_22.html
111;111_12;DIRECTION GENERALE;employe_pour;Co_2631;Comité de direction;https://aciege.org/Dct/Fra/Co_2631.html
111;111_85;ETHIQUE PROFESSIONNELLE;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_85;ETHIQUE PROFESSIONNELLE;employe_pour;De_2779;Déontologie;https://aciege.org/Dct/Fra/De_2779.html
111;111_85;ETHIQUE PROFESSIONNELLE;employe_pour;Et_2860;Ethique de l'entreprise;https://aciege.org/Dct/Fra/Et_2860.html
111;111_23;GOUVERNANCE DE L'ENTREPRISE;terme_generique;111_43;STRUCTURE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_43.html
111;111_23;GOUVERNANCE DE L'ENTREPRISE;terme_specifique;111_13;CONSEIL D'ADMINISTRATION;https://aciege.org/Dct/Fra/Fra_111_13.html
111;111_22;HIERARCHIE;terme_generique;111_43;STRUCTURE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_43.html
111;111_22;HIERARCHIE;terme_specifique;111_02;CHEF D'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_02.html
111;111_22;HIERARCHIE;terme_specifique;111_01;DELEGATION DE RESPONSABILITE;https://aciege.org/Dct/Fra/Fra_111_01.html
111;111_22;HIERARCHIE;terme_specifique;111_12;DIRECTION GENERALE;https://aciege.org/Dct/Fra/Fra_111_12.html
111;111_65;MANAGEMENT;terme_generique;111_55;ORGANISATION;https://aciege.org/Dct/Fra/Fra_111_55.html
111;111_65;MANAGEMENT;terme_specifique;111_85;ETHIQUE PROFESSIONNELLE;https://aciege.org/Dct/Fra/Fra_111_85.html
111;111_65;MANAGEMENT;terme_specifique;111_94;MANAGEMENT COMPARE;https://aciege.org/Dct/Fra/Fra_111_94.html
111;111_65;MANAGEMENT;terme_specifique;111_77;MANAGEMENT DES CONNAISSANCES;https://aciege.org/Dct/Fra/Fra_111_77.html
111;111_65;MANAGEMENT;terme_specifique;111_83;MANAGEMENT DU RISQUE;https://aciege.org/Dct/Fra/Fra_111_83.html
111;111_65;MANAGEMENT;terme_specifique;111_72;MANAGEMENT ENVIRONNEMENTAL;https://aciege.org/Dct/Fra/Fra_111_72.html
111;111_65;MANAGEMENT;terme_specifique;111_73;MANAGEMENT INTERCULTUREL;https://aciege.org/Dct/Fra/Fra_111_73.html
111;111_65;MANAGEMENT;terme_specifique;111_74;MANAGEMENT INTERNATIONAL;https://aciege.org/Dct/Fra/Fra_111_74.html
111;111_65;MANAGEMENT;terme_specifique;111_82;MANAGEMENT TECHNOLOGIQUE;https://aciege.org/Dct/Fra/Fra_111_82.html
111;111_65;MANAGEMENT;terme_specifique;111_75;RESPONSABILITE SOCIALE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_75.html
111;111_65;MANAGEMENT;terme_specifique;111_76;STYLE DE MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_76.html
111;111_65;MANAGEMENT;employe_pour;Ad_2397;Administration des affaires;https://aciege.org/Dct/Fra/Ad_2397.html
111;111_65;MANAGEMENT;employe_pour;Ge_2929;Gestion de l'entreprise;https://aciege.org/Dct/Fra/Ge_2929.html
111;111_65;MANAGEMENT;employe_pour;Ma_3149;Management opérationnel;https://aciege.org/Dct/Fra/Ma_3149.html
111;111_65;MANAGEMENT;employe_pour;Th_3565;Théorie du management;https://aciege.org/Dct/Fra/Th_3565.html
111;111_94;MANAGEMENT COMPARE;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_77;MANAGEMENT DES CONNAISSANCES;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_77;MANAGEMENT DES CONNAISSANCES;terme_specifique;111_78;COMMUNAUTE DE PRATIQUE;https://aciege.org/Dct/Fra/Fra_111_78.html
111;111_77;MANAGEMENT DES CONNAISSANCES;employe_pour;Ge_2933;Gestion des savoirs;https://aciege.org/Dct/Fra/Ge_2933.html
111;111_83;MANAGEMENT DU RISQUE;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_83;MANAGEMENT DU RISQUE;employe_pour;Pr_3340;Principe de précaution;https://aciege.org/Dct/Fra/Pr_3340.html
111;111_72;MANAGEMENT ENVIRONNEMENTAL;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_73;MANAGEMENT INTERCULTUREL;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_74;MANAGEMENT INTERNATIONAL;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_82;MANAGEMENT TECHNOLOGIQUE;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_82;MANAGEMENT TECHNOLOGIQUE;employe_pour;Ma_3146;Management de la technologie;https://aciege.org/Dct/Fra/Ma_3146.html
111;111_30;ORGANIGRAMME;terme_generique;111_43;STRUCTURE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_43.html
111;111_55;ORGANISATION;terme_specifique;111_35;CHAINE DE VALEUR;https://aciege.org/Dct/Fra/Fra_111_35.html
111;111_55;ORGANISATION;terme_specifique;111_57;DEVELOPPEMENT DES ORGANISATIONS;https://aciege.org/Dct/Fra/Fra_111_57.html
111;111_55;ORGANISATION;terme_specifique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_55;ORGANISATION;terme_specifique;111_43;STRUCTURE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_43.html
111;111_55;ORGANISATION;terme_specifique;111_46;THEORIE DES ORGANISATIONS;https://aciege.org/Dct/Fra/Fra_111_46.html
111;111_55;ORGANISATION;terme_specifique;111_47;THEORIE DES SYSTEMES;https://aciege.org/Dct/Fra/Fra_111_47.html
111;111_55;ORGANISATION;employe_pour;Or_3261;Organisation de l'entreprise;https://aciege.org/Dct/Fra/Or_3261.html
111;111_40;RATIONALISATION;terme_generique;111_43;STRUCTURE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_43.html
111;111_75;RESPONSABILITE SOCIALE DE L'ENTREPRISE;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_75;RESPONSABILITE SOCIALE DE L'ENTREPRISE;employe_pour;En_2836;Entreprise citoyenne;https://aciege.org/Dct/Fra/En_2836.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_generique;111_55;ORGANISATION;https://aciege.org/Dct/Fra/Fra_111_55.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_generique;311_12;DECENTRALISATION;https://aciege.org/Dct/Fra/Fra_311_12.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_specifique;111_23;GOUVERNANCE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_23.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_specifique;111_22;HIERARCHIE;https://aciege.org/Dct/Fra/Fra_111_22.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_specifique;111_30;ORGANIGRAMME;https://aciege.org/Dct/Fra/Fra_111_30.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_specifique;111_40;RATIONALISATION;https://aciege.org/Dct/Fra/Fra_111_40.html
111;111_43;STRUCTURE DE L'ENTREPRISE;terme_specifique;111_31;STRUCTURE FONCTIONNELLE;https://aciege.org/Dct/Fra/Fra_111_31.html
111;111_43;STRUCTURE DE L'ENTREPRISE;employe_pour;Ce_2586;Centralisation;https://aciege.org/Dct/Fra/Ce_2586.html
111;111_43;STRUCTURE DE L'ENTREPRISE;employe_pour;Mo_3203;Morphologie de l'entreprise;https://aciege.org/Dct/Fra/Mo_3203.html
111;111_43;STRUCTURE DE L'ENTREPRISE;employe_pour;Re_3435;Restructuration;https://aciege.org/Dct/Fra/Re_3435.html
111;111_31;STRUCTURE FONCTIONNELLE;terme_generique;111_43;STRUCTURE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_111_43.html
111;111_76;STYLE DE MANAGEMENT;terme_generique;111_65;MANAGEMENT;https://aciege.org/Dct/Fra/Fra_111_65.html
111;111_76;STYLE DE MANAGEMENT;terme_specifique;111_96;BUREAUCRATIE;https://aciege.org/Dct/Fra/Fra_111_96.html
111;111_76;STYLE DE MANAGEMENT;terme_specifique;111_87;CULTURE ORGANISATIONNELLE;https://aciege.org/Dct/Fra/Fra_111_87.html
111;111_76;STYLE DE MANAGEMENT;employe_pour;Ma_3150;Management par projet;https://aciege.org/Dct/Fra/Ma_3150.html
111;111_76;STYLE DE MANAGEMENT;employe_pour;Ma_3151;Management participatif;https://aciege.org/Dct/Fra/Ma_3151.html
111;111_49;SYSTEMIQUE;terme_generique;111_47;THEORIE DES SYSTEMES;https://aciege.org/Dct/Fra/Fra_111_47.html
111;111_46;THEORIE DES ORGANISATIONS;terme_generique;111_55;ORGANISATION;https://aciege.org/Dct/Fra/Fra_111_55.html
111;111_46;THEORIE DES ORGANISATIONS;employe_pour;Th_3562;Théorie de la firme;https://aciege.org/Dct/Fra/Th_3562.html
111;111_47;THEORIE DES SYSTEMES;terme_generique;111_55;ORGANISATION;https://aciege.org/Dct/Fra/Fra_111_55.html
111;111_47;THEORIE DES SYSTEMES;terme_specifique;111_48;ANALYSE DES SYSTEMES;https://aciege.org/Dct/Fra/Fra_111_48.html
111;111_47;THEORIE DES SYSTEMES;terme_specifique;111_49;SYSTEMIQUE;https://aciege.org/Dct/Fra/Fra_111_49.html
112;112_53;AIDE AUX ENTREPRISES;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_85;ALLIANCE STRATEGIQUE;terme_generique;112_66;COLLABORATION INTER ENTREPRISES;https://aciege.org/Dct/Fra/Fra_112_66.html
112;112_85;ALLIANCE STRATEGIQUE;terme_specifique;112_95;COOPETITION;https://aciege.org/Dct/Fra/Fra_112_95.html
112;112_85;ALLIANCE STRATEGIQUE;employe_pour;Gr_2952;Groupement d'entreprises;https://aciege.org/Dct/Fra/Gr_2952.html
112;112_80;CESSATION D'ACTIVITE;terme_generique;112_64;HISTOIRE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_64.html
112;112_80;CESSATION D'ACTIVITE;employe_pour;Fe_2883;Fermeture de l'entreprise;https://aciege.org/Dct/Fra/Fe_2883.html
112;112_86;CLUSTER;terme_generique;112_66;COLLABORATION INTER ENTREPRISES;https://aciege.org/Dct/Fra/Fra_112_66.html
112;112_86;CLUSTER;employe_pour;Di_2752;District industriel;https://aciege.org/Dct/Fra/Di_2752.html
112;112_86;CLUSTER;employe_pour;Po_3391;Pôle de compétitivité;https://aciege.org/Dct/Fra/Po_3391.html
112;112_86;CLUSTER;employe_pour;Sy_3530;Système productif local;https://aciege.org/Dct/Fra/Sy_3530.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_specifique;112_85;ALLIANCE STRATEGIQUE;https://aciege.org/Dct/Fra/Fra_112_85.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_specifique;112_86;CLUSTER;https://aciege.org/Dct/Fra/Fra_112_86.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_specifique;112_87;FRANCHISE;https://aciege.org/Dct/Fra/Fra_112_87.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_specifique;112_98;JOINT VENTURE;https://aciege.org/Dct/Fra/Fra_112_98.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_specifique;112_76;PARTENARIAT;https://aciege.org/Dct/Fra/Fra_112_76.html
112;112_66;COLLABORATION INTER ENTREPRISES;terme_specifique;112_78;SOUS TRAITANCE;https://aciege.org/Dct/Fra/Fra_112_78.html
112;112_66;COLLABORATION INTER ENTREPRISES;employe_pour;Re_3462;Réseau d'entreprises;https://aciege.org/Dct/Fra/Re_3462.html
112;112_07;CONGLOMERAT;terme_generique;112_27;GRANDE ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_27.html
112;112_95;COOPETITION;terme_generique;112_85;ALLIANCE STRATEGIQUE;https://aciege.org/Dct/Fra/Fra_112_85.html
112;112_81;CREATION D'ENTREPRISE;terme_generique;112_72;ENTREPRENEURIAT;https://aciege.org/Dct/Fra/Fra_112_72.html
112;112_81;CREATION D'ENTREPRISE;terme_specifique;112_90;START-UP;https://aciege.org/Dct/Fra/Fra_112_90.html
112;112_92;CROISSANCE DE L'ENTREPRISE;terme_generique;112_64;HISTOIRE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_64.html
112;112_62;DELOCALISATION;terme_generique;112_64;HISTOIRE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_64.html
112;112_26;DIMENSION DE L'ENTREPRISE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_26;DIMENSION DE L'ENTREPRISE;terme_specifique;112_17;ETI;https://aciege.org/Dct/Fra/Fra_112_17.html
112;112_26;DIMENSION DE L'ENTREPRISE;employe_pour;Ta_3539;Taille de l'entreprise;https://aciege.org/Dct/Fra/Ta_3539.html
112;112_72;ENTREPRENEURIAT;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_72;ENTREPRENEURIAT;terme_specifique;112_81;CREATION D'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_81.html
112;112_72;ENTREPRENEURIAT;terme_specifique;112_61;ENTREPRENEURIAT SOCIAL;https://aciege.org/Dct/Fra/Fra_112_61.html
112;112_72;ENTREPRENEURIAT;terme_specifique;112_82;INTRAPRENEURIAT;https://aciege.org/Dct/Fra/Fra_112_82.html
112;112_72;ENTREPRENEURIAT;terme_specifique;112_71;PEPINIERE D'ENTREPRISES;https://aciege.org/Dct/Fra/Fra_112_71.html
112;112_61;ENTREPRENEURIAT SOCIAL;terme_generique;112_72;ENTREPRENEURIAT;https://aciege.org/Dct/Fra/Fra_112_72.html
112;112_55;ENTREPRISE;terme_specifique;112_53;AIDE AUX ENTREPRISES;https://aciege.org/Dct/Fra/Fra_112_53.html
112;112_55;ENTREPRISE;terme_specifique;112_66;COLLABORATION INTER ENTREPRISES;https://aciege.org/Dct/Fra/Fra_112_66.html
112;112_55;ENTREPRISE;terme_specifique;112_26;DIMENSION DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_26.html
112;112_55;ENTREPRISE;terme_specifique;112_72;ENTREPRENEURIAT;https://aciege.org/Dct/Fra/Fra_112_72.html
112;112_55;ENTREPRISE;terme_specifique;112_05;ENTREPRISE ARTISANALE;https://aciege.org/Dct/Fra/Fra_112_05.html
112;112_55;ENTREPRISE;terme_specifique;112_02;ENTREPRISE DE SERVICES;https://aciege.org/Dct/Fra/Fra_112_02.html
112;112_55;ENTREPRISE;terme_specifique;112_38;ENTREPRISE ETRANGERE;https://aciege.org/Dct/Fra/Fra_112_38.html
112;112_55;ENTREPRISE;terme_specifique;112_36;ENTREPRISE FAMILIALE;https://aciege.org/Dct/Fra/Fra_112_36.html
112;112_55;ENTREPRISE;terme_specifique;112_06;ENTREPRISE INDIVIDUELLE;https://aciege.org/Dct/Fra/Fra_112_06.html
112;112_55;ENTREPRISE;terme_specifique;112_23;ENTREPRISE INDUSTRIELLE;https://aciege.org/Dct/Fra/Fra_112_23.html
112;112_55;ENTREPRISE;terme_specifique;112_58;ENTREPRISE LOCALE;https://aciege.org/Dct/Fra/Fra_112_58.html
112;112_55;ENTREPRISE;terme_specifique;112_37;ENTREPRISE MULTINATIONALE;https://aciege.org/Dct/Fra/Fra_112_37.html
112;112_55;ENTREPRISE;terme_specifique;112_04;EXPLOITATION AGRICOLE;https://aciege.org/Dct/Fra/Fra_112_04.html
112;112_55;ENTREPRISE;terme_specifique;112_27;GRANDE ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_27.html
112;112_55;ENTREPRISE;terme_specifique;112_64;HISTOIRE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_64.html
112;112_55;ENTREPRISE;terme_specifique;112_56;MODELE D'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_56.html
112;112_55;ENTREPRISE;terme_specifique;112_16;PME;https://aciege.org/Dct/Fra/Fra_112_16.html
112;112_55;ENTREPRISE;terme_specifique;112_24;PROFESSION LIBERALE;https://aciege.org/Dct/Fra/Fra_112_24.html
112;112_55;ENTREPRISE;terme_specifique;112_51;SECTEUR PRIVE;https://aciege.org/Dct/Fra/Fra_112_51.html
112;112_55;ENTREPRISE;terme_specifique;112_41;SECTEUR PUBLIC;https://aciege.org/Dct/Fra/Fra_112_41.html
112;112_05;ENTREPRISE ARTISANALE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_05;ENTREPRISE ARTISANALE;employe_pour;Ar_2467;Artisan;https://aciege.org/Dct/Fra/Ar_2467.html
112;112_05;ENTREPRISE ARTISANALE;employe_pour;Ch_2604;Chambre des métiers;https://aciege.org/Dct/Fra/Ch_2604.html
112;112_02;ENTREPRISE DE SERVICES;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_02;ENTREPRISE DE SERVICES;employe_pour;Pr_3337;Prestation de service;https://aciege.org/Dct/Fra/Pr_3337.html
112;112_70;ENTREPRISE EN DIFFICULTE;terme_generique;112_64;HISTOIRE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_64.html
112;112_70;ENTREPRISE EN DIFFICULTE;employe_pour;Re_3418;Redressement d'entreprise;https://aciege.org/Dct/Fra/Re_3418.html
112;112_38;ENTREPRISE ETRANGERE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_36;ENTREPRISE FAMILIALE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_06;ENTREPRISE INDIVIDUELLE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_06;ENTREPRISE INDIVIDUELLE;employe_pour;EI_2797;EIRL;https://aciege.org/Dct/Fra/EI_2797.html
112;112_06;ENTREPRISE INDIVIDUELLE;employe_pour;TP_3534;TPE;https://aciege.org/Dct/Fra/TP_3534.html
112;112_06;ENTREPRISE INDIVIDUELLE;employe_pour;Tr_3593;Très petite entreprise;https://aciege.org/Dct/Fra/Tr_3593.html
112;112_23;ENTREPRISE INDUSTRIELLE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_58;ENTREPRISE LOCALE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_58;ENTREPRISE LOCALE;employe_pour;En_2842;Entreprise régionale;https://aciege.org/Dct/Fra/En_2842.html
112;112_37;ENTREPRISE MULTINATIONALE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_37;ENTREPRISE MULTINATIONALE;employe_pour;En_2839;Entreprise internationale;https://aciege.org/Dct/Fra/En_2839.html
112;112_37;ENTREPRISE MULTINATIONALE;employe_pour;Ge_2931;Gestion de l'entreprise internationale;https://aciege.org/Dct/Fra/Ge_2931.html
112;112_37;ENTREPRISE MULTINATIONALE;employe_pour;In_3080;Internationalisation des entreprises;https://aciege.org/Dct/Fra/In_3080.html
112;112_17;ETI;terme_generique;112_26;DIMENSION DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_26.html
112;112_17;ETI;employe_pour;En_2838;Entreprise de taille intermédiaire;https://aciege.org/Dct/Fra/En_2838.html
112;112_04;EXPLOITATION AGRICOLE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_04;EXPLOITATION AGRICOLE;employe_pour;Ag_2415;Agriculteur;https://aciege.org/Dct/Fra/Ag_2415.html
112;112_04;EXPLOITATION AGRICOLE;employe_pour;Pa_3308;Paysan;https://aciege.org/Dct/Fra/Pa_3308.html
112;112_18;FILIALE;terme_generique;112_27;GRANDE ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_27.html
112;112_18;FILIALE;terme_specifique;112_19;FILIALE A L'ETRANGER;https://aciege.org/Dct/Fra/Fra_112_19.html
112;112_18;FILIALE;terme_specifique;112_09;FILIALE ETRANGERE;https://aciege.org/Dct/Fra/Fra_112_09.html
112;112_19;FILIALE A L'ETRANGER;terme_generique;112_18;FILIALE;https://aciege.org/Dct/Fra/Fra_112_18.html
112;112_19;FILIALE A L'ETRANGER;employe_pour;Fi_2886;Filiale de production à l'étranger;https://aciege.org/Dct/Fra/Fi_2886.html
112;112_19;FILIALE A L'ETRANGER;employe_pour;Fi_2887;Filiale de vente à l'étranger;https://aciege.org/Dct/Fra/Fi_2887.html
112;112_09;FILIALE ETRANGERE;terme_generique;112_18;FILIALE;https://aciege.org/Dct/Fra/Fra_112_18.html
112;112_87;FRANCHISE;terme_generique;112_66;COLLABORATION INTER ENTREPRISES;https://aciege.org/Dct/Fra/Fra_112_66.html
112;112_84;FUSION ACQUISITION;terme_generique;112_64;HISTOIRE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_64.html
112;112_84;FUSION ACQUISITION;terme_specifique;112_94;LBO;https://aciege.org/Dct/Fra/Fra_112_94.html
112;112_84;FUSION ACQUISITION;employe_pour;Ab_2379;Absorption;https://aciege.org/Dct/Fra/Ab_2379.html
112;112_27;GRANDE ENTREPRISE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_27;GRANDE ENTREPRISE;terme_specifique;112_07;CONGLOMERAT;https://aciege.org/Dct/Fra/Fra_112_07.html
112;112_27;GRANDE ENTREPRISE;terme_specifique;112_18;FILIALE;https://aciege.org/Dct/Fra/Fra_112_18.html
112;112_27;GRANDE ENTREPRISE;terme_specifique;112_28;HOLDING;https://aciege.org/Dct/Fra/Fra_112_28.html
112;112_27;GRANDE ENTREPRISE;employe_pour;Gr_2950;Groupe;https://aciege.org/Dct/Fra/Gr_2950.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_generique;112_55;ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_55.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_80;CESSATION D'ACTIVITE;https://aciege.org/Dct/Fra/Fra_112_80.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_92;CROISSANCE DE L'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_92.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_62;DELOCALISATION;https://aciege.org/Dct/Fra/Fra_112_62.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_70;ENTREPRISE EN DIFFICULTE;https://aciege.org/Dct/Fra/Fra_112_70.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_84;FUSION ACQUISITION;https://aciege.org/Dct/Fra/Fra_112_84.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_83;SCISSION;https://aciege.org/Dct/Fra/Fra_112_83.html
112;112_64;HISTOIRE DE L'ENTREPRISE;terme_specifique;112_91;TRANSMISSION D'ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_91.html
112;112_28;HOLDING;terme_generique;112_27;GRANDE ENTREPRISE;https://aciege.org/Dct/Fra/Fra_112_27.html
112;112_82;INTRAPRENEURIAT;terme_generique;112_72;ENTREPRENEURIAT;https://aciege.org/Dct/Fra/Fra_112_72.html
112;112_82;INTRAPRENEURIAT;employe_pour;Es_2857;Essaimage;https://aciege.org/Dct/Fra/Es_2857.html
