sous_groupe;descripteur_code;descripteur;relation;cible_code;cible_libelle;cible_url
121;121_92;MARQUE;employe_pour;Ex_2870;Extension de marque;https://aciege.org/Dct/Fra/Ex_2870.html
121;121_92;MARQUE;employe_pour;Lo_3127;Logo;https://aciege.org/Dct/Fra/Lo_3127.html
121;121_90;MARQUE DE DISTRIBUTEUR;terme_generique;121_92;MARQUE;https://aciege.org/Dct/Fra/Fra_121_92.html
121;121_66;MODELE DE MARKETING;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_89;PLAN MARKETING;terme_generique;121_78;MARKETING MIX;https://aciege.org/Dct/Fra/Fra_121_78.html
121;121_53;POLITIQUE COMMERCIALE;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_53;POLITIQUE COMMERCIALE;terme_specifique;121_63;FIDELISATION;https://aciege.org/Dct/Fra/Fra_121_63.html
121;121_53;POLITIQUE COMMERCIALE;terme_specifique;121_52;POLITIQUE DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_52.html
121;121_53;POLITIQUE COMMERCIALE;terme_specifique;121_74;POLITIQUE DES PRIX;https://aciege.org/Dct/Fra/Fra_121_74.html
121;121_53;POLITIQUE COMMERCIALE;employe_pour;Po_3324;Politique de distribution;https://aciege.org/Dct/Fra/Po_3324.html
121;121_53;POLITIQUE COMMERCIALE;employe_pour;Po_3325;Politique de marché;https://aciege.org/Dct/Fra/Po_3325.html
121;121_52;POLITIQUE DE PRODUIT;terme_generique;121_53;POLITIQUE COMMERCIALE;https://aciege.org/Dct/Fra/Fra_121_53.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_50;DIVERSIFICATION;https://aciege.org/Dct/Fra/Fra_121_50.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_30;GAMME DE PRODUITS;https://aciege.org/Dct/Fra/Fra_121_30.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_31;GESTION PAR CATEGORIE;https://aciege.org/Dct/Fra/Fra_121_31.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_82;LABEL DE QUALITE;https://aciege.org/Dct/Fra/Fra_121_82.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_71;LANCEMENT DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_71.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_92;MARQUE;https://aciege.org/Dct/Fra/Fra_121_92.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_60;POSITIONNEMENT;https://aciege.org/Dct/Fra/Fra_121_60.html
121;121_52;POLITIQUE DE PRODUIT;terme_specifique;121_40;PRODUIT DERIVE;https://aciege.org/Dct/Fra/Fra_121_40.html
121;121_52;POLITIQUE DE PRODUIT;employe_pour;Ch_2616;Chef de produit;https://aciege.org/Dct/Fra/Ch_2616.html
121;121_74;POLITIQUE DES PRIX;terme_generique;121_53;POLITIQUE COMMERCIALE;https://aciege.org/Dct/Fra/Fra_121_53.html
121;121_74;POLITIQUE DES PRIX;terme_specifique;121_94;FIXATION DES PRIX;https://aciege.org/Dct/Fra/Fra_121_94.html
121;121_74;POLITIQUE DES PRIX;terme_specifique;121_85;PRIX BAS;https://aciege.org/Dct/Fra/Fra_121_85.html
121;121_74;POLITIQUE DES PRIX;employe_pour;Pr_3347;Prix imposé;https://aciege.org/Dct/Fra/Pr_3347.html
121;121_60;POSITIONNEMENT;terme_generique;121_52;POLITIQUE DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_52.html
121;121_85;PRIX BAS;terme_generique;121_74;POLITIQUE DES PRIX;https://aciege.org/Dct/Fra/Fra_121_74.html
121;121_95;PRIX DE DETAIL;terme_generique;121_94;FIXATION DES PRIX;https://aciege.org/Dct/Fra/Fra_121_94.html
121;121_95;PRIX DE DETAIL;employe_pour;Pr_3343;Prix d'achat;https://aciege.org/Dct/Fra/Pr_3343.html
121;121_93;PRIX DE GROS;terme_generique;121_94;FIXATION DES PRIX;https://aciege.org/Dct/Fra/Fra_121_94.html
121;121_32;PRODUIT;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_32;PRODUIT;terme_specifique;121_21;ATTRIBUT DU PRODUIT;https://aciege.org/Dct/Fra/Fra_121_21.html
121;121_32;PRODUIT;terme_specifique;121_23;BIEN DE CONSOMMATION;https://aciege.org/Dct/Fra/Fra_121_23.html
121;121_32;PRODUIT;terme_specifique;121_34;BIEN INDUSTRIEL;https://aciege.org/Dct/Fra/Fra_121_34.html
121;121_32;PRODUIT;terme_specifique;121_11;CYCLE DE VIE DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_11.html
121;121_03;PRODUIT DE LUXE;terme_generique;121_23;BIEN DE CONSOMMATION;https://aciege.org/Dct/Fra/Fra_121_23.html
121;121_40;PRODUIT DERIVE;terme_generique;121_52;POLITIQUE DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_52.html
121;121_25;RECHERCHE COMMERCIALE;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_38;RESEAU COMMERCIAL;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_38;RESEAU COMMERCIAL;employe_pour;Re_3425;Relations d'affaires;https://aciege.org/Dct/Fra/Re_3425.html
121;121_81;TEST DE MARCHE;terme_generique;121_71;LANCEMENT DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_71.html
121;121_81;TEST DE MARCHE;employe_pour;Ma_3161;Marché témoin;https://aciege.org/Dct/Fra/Ma_3161.html
121;121_81;TEST DE MARCHE;employe_pour;Mi_3193;Mini marché;https://aciege.org/Dct/Fra/Mi_3193.html
121;121_80;TEST DE PRODUIT;terme_generique;121_71;LANCEMENT DE PRODUIT;https://aciege.org/Dct/Fra/Fra_121_71.html
121;121_80;TEST DE PRODUIT;employe_pour;Bl_2530;Blind test;https://aciege.org/Dct/Fra/Bl_2530.html
121;121_80;TEST DE PRODUIT;employe_pour;Te_3555;Test de conditionnement;https://aciege.org/Dct/Fra/Te_3555.html
121;121_76;THEORIE DU MARKETING;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_76;THEORIE DU MARKETING;employe_pour;Co_2669;Concept du marketing;https://aciege.org/Dct/Fra/Co_2669.html
121;121_47;WEBMARKETING;terme_generique;121_55;GESTION DU MARKETING;https://aciege.org/Dct/Fra/Fra_121_55.html
121;121_47;WEBMARKETING;employe_pour;Em_2821;Emarketing;https://aciege.org/Dct/Fra/Em_2821.html
121;121_47;WEBMARKETING;employe_pour;Ma_3172;Marketing digital;https://aciege.org/Dct/Fra/Ma_3172.html
121;121_47;WEBMARKETING;employe_pour;Ma_3176;Marketing mobile;https://aciege.org/Dct/Fra/Ma_3176.html
122;122_75;AGENCE D'ETUDE DE MARCHE;terme_generique;122_55;ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_55.html
122;122_75;AGENCE D'ETUDE DE MARCHE;employe_pour;Ca_2556;Cabinet d'étude de marché;https://aciege.org/Dct/Fra/Ca_2556.html
122;122_94;COMPORTEMENT DU CONSOMMATEUR;terme_generique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_94;COMPORTEMENT DU CONSOMMATEUR;employe_pour;Av_2500;Avis consommateur;https://aciege.org/Dct/Fra/Av_2500.html
122;122_94;COMPORTEMENT DU CONSOMMATEUR;employe_pour;Co_2652;Comportement d'achat;https://aciege.org/Dct/Fra/Co_2652.html
122;122_94;COMPORTEMENT DU CONSOMMATEUR;employe_pour;Ha_2960;Habitude de consommation;https://aciege.org/Dct/Fra/Ha_2960.html
122;122_53;CONSOMMATEUR;terme_generique;122_55;ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_55.html
122;122_53;CONSOMMATEUR;terme_specifique;122_94;COMPORTEMENT DU CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_94.html
122;122_53;CONSOMMATEUR;terme_specifique;122_14;CONSOMMATEUR INDUSTRIEL;https://aciege.org/Dct/Fra/Fra_122_14.html
122;122_53;CONSOMMATEUR;terme_specifique;122_50;CONSUMERISME;https://aciege.org/Dct/Fra/Fra_122_50.html
122;122_53;CONSOMMATEUR;terme_specifique;122_70;INFORMATION DU CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_70.html
122;122_53;CONSOMMATEUR;terme_specifique;122_93;MODE;https://aciege.org/Dct/Fra/Fra_122_93.html
122;122_53;CONSOMMATEUR;terme_specifique;122_82;STYLE DE VIE;https://aciege.org/Dct/Fra/Fra_122_82.html
122;122_14;CONSOMMATEUR INDUSTRIEL;terme_generique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_14;CONSOMMATEUR INDUSTRIEL;employe_pour;Co_2661;Compte clé;https://aciege.org/Dct/Fra/Co_2661.html
122;122_14;CONSOMMATEUR INDUSTRIEL;employe_pour;Gr_2943;Grand compte;https://aciege.org/Dct/Fra/Gr_2943.html
122;122_50;CONSUMERISME;terme_generique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_50;CONSUMERISME;employe_pour;As_2480;Association de consommateurs;https://aciege.org/Dct/Fra/As_2480.html
122;122_50;CONSUMERISME;employe_pour;De_2770;Défense des consommateurs;https://aciege.org/Dct/Fra/De_2770.html
122;122_55;ETUDE DE MARCHE;terme_specifique;122_75;AGENCE D'ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_75.html
122;122_55;ETUDE DE MARCHE;terme_specifique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_55;ETUDE DE MARCHE;terme_specifique;122_37;ETUDE DE MARCHE INDUSTRIEL;https://aciege.org/Dct/Fra/Fra_122_37.html
122;122_55;ETUDE DE MARCHE;terme_specifique;122_77;MARCHE;https://aciege.org/Dct/Fra/Fra_122_77.html
122;122_55;ETUDE DE MARCHE;terme_specifique;122_57;TECHNIQUE D'ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_57.html
122;122_37;ETUDE DE MARCHE INDUSTRIEL;terme_generique;122_55;ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_55.html
122;122_69;GEOMARKETING;terme_generique;122_57;TECHNIQUE D'ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_57.html
122;122_70;INFORMATION DU CONSOMMATEUR;terme_generique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_70;INFORMATION DU CONSOMMATEUR;employe_pour;Ai_2418;Aide au consommateur;https://aciege.org/Dct/Fra/Ai_2418.html
122;122_77;MARCHE;terme_generique;122_55;ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_55.html
122;122_77;MARCHE;terme_specifique;122_79;MARCHE ETRANGER;https://aciege.org/Dct/Fra/Fra_122_79.html
122;122_77;MARCHE;terme_specifique;122_98;MARCHE INTERIEUR;https://aciege.org/Dct/Fra/Fra_122_98.html
122;122_77;MARCHE;terme_specifique;122_89;MARCHE PUBLIC;https://aciege.org/Dct/Fra/Fra_122_89.html
122;122_77;MARCHE;terme_specifique;122_67;PART DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_67.html
122;122_77;MARCHE;employe_pour;Ma_3156;Marché de l'offre;https://aciege.org/Dct/Fra/Ma_3156.html
122;122_77;MARCHE;employe_pour;Ma_3159;Marché potentiel;https://aciege.org/Dct/Fra/Ma_3159.html
122;122_77;MARCHE;employe_pour;Ma_3160;Marché réel;https://aciege.org/Dct/Fra/Ma_3160.html
122;122_79;MARCHE ETRANGER;terme_generique;122_77;MARCHE;https://aciege.org/Dct/Fra/Fra_122_77.html
122;122_98;MARCHE INTERIEUR;terme_generique;122_77;MARCHE;https://aciege.org/Dct/Fra/Fra_122_77.html
122;122_89;MARCHE PUBLIC;terme_generique;122_77;MARCHE;https://aciege.org/Dct/Fra/Fra_122_77.html
122;122_93;MODE;terme_generique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_28;PANEL;terme_generique;122_57;TECHNIQUE D'ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_57.html
122;122_28;PANEL;employe_pour;So_3507;Sondage permanent;https://aciege.org/Dct/Fra/So_3507.html
122;122_67;PART DE MARCHE;terme_generique;122_77;MARCHE;https://aciege.org/Dct/Fra/Fra_122_77.html
122;122_39;PREVISION DE VENTE;terme_generique;122_57;TECHNIQUE D'ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_57.html
122;122_59;SEGMENTATION;terme_generique;122_57;TECHNIQUE D'ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_57.html
122;122_59;SEGMENTATION;employe_pour;Ch_2617;Choix de la clientèle;https://aciege.org/Dct/Fra/Ch_2617.html
122;122_59;SEGMENTATION;employe_pour;Ni_3230;Niche;https://aciege.org/Dct/Fra/Ni_3230.html
122;122_82;STYLE DE VIE;terme_generique;122_53;CONSOMMATEUR;https://aciege.org/Dct/Fra/Fra_122_53.html
122;122_57;TECHNIQUE D'ETUDE DE MARCHE;terme_generique;122_55;ETUDE DE MARCHE;https://aciege.org/Dct/Fra/Fra_122_55.html
122;122_57;TECHNIQUE D'ETUDE DE MARCHE;terme_specifique;122_69;GEOMARKETING;https://aciege.org/Dct/Fra/Fra_122_69.html
122;122_57;TECHNIQUE D'ETUDE DE MARCHE;terme_specifique;122_28;PANEL;https://aciege.org/Dct/Fra/Fra_122_28.html
122;122_57;TECHNIQUE D'ETUDE DE MARCHE;terme_specifique;122_39;PREVISION DE VENTE;https://aciege.org/Dct/Fra/Fra_122_39.html
122;122_57;TECHNIQUE D'ETUDE DE MARCHE;terme_specifique;122_59;SEGMENTATION;https://aciege.org/Dct/Fra/Fra_122_59.html
123;123_93;CAISSE;terme_generique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_42;CANAL DE DISTRIBUTION;terme_generique;123_55;DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_55.html
123;123_42;CANAL DE DISTRIBUTION;terme_specifique;123_33;COMMERCE DE DETAIL;https://aciege.org/Dct/Fra/Fra_123_33.html
123;123_42;CANAL DE DISTRIBUTION;terme_specifique;123_31;COMMERCE DE GROS;https://aciege.org/Dct/Fra/Fra_123_31.html
123;123_42;CANAL DE DISTRIBUTION;employe_pour;Ca_2566;Canal industriel;https://aciege.org/Dct/Fra/Ca_2566.html
123;123_42;CANAL DE DISTRIBUTION;employe_pour;Ca_2567;Canal pour bien de consommation;https://aciege.org/Dct/Fra/Ca_2567.html
123;123_42;CANAL DE DISTRIBUTION;employe_pour;Ci_2618;Circuit de distribution court;https://aciege.org/Dct/Fra/Ci_2618.html
123;123_20;CASH AND CARRY;terme_generique;123_31;COMMERCE DE GROS;https://aciege.org/Dct/Fra/Fra_123_31.html
123;123_01;CENTRALE D'ACHAT;terme_generique;123_31;COMMERCE DE GROS;https://aciege.org/Dct/Fra/Fra_123_31.html
123;123_01;CENTRALE D'ACHAT;employe_pour;Gr_2951;Groupement d'achat;https://aciege.org/Dct/Fra/Gr_2951.html
123;123_86;CENTRE COMMERCIAL;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_86;CENTRE COMMERCIAL;terme_specifique;123_97;URBANISME COMMERCIAL;https://aciege.org/Dct/Fra/Fra_123_97.html
123;123_86;CENTRE COMMERCIAL;employe_pour;Ce_2592;Centre commercial régional;https://aciege.org/Dct/Fra/Ce_2592.html
123;123_86;CENTRE COMMERCIAL;employe_pour;Ga_2923;Galerie commerciale;https://aciege.org/Dct/Fra/Ga_2923.html
123;123_07;CHAINE VOLONTAIRE;terme_generique;123_27;MAGASIN A SUCCURSALES;https://aciege.org/Dct/Fra/Fra_123_27.html
123;123_33;COMMERCE DE DETAIL;terme_generique;123_42;CANAL DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_42.html
123;123_33;COMMERCE DE DETAIL;terme_specifique;123_13;GROUPEMENT DE DETAILLANTS;https://aciege.org/Dct/Fra/Fra_123_13.html
123;123_33;COMMERCE DE DETAIL;employe_pour;Co_2637;Commerce ambulant;https://aciege.org/Dct/Fra/Co_2637.html
123;123_33;COMMERCE DE DETAIL;employe_pour;De_2786;Détaillant;https://aciege.org/Dct/Fra/De_2786.html
123;123_33;COMMERCE DE DETAIL;employe_pour;Ve_3629;Vente au détail;https://aciege.org/Dct/Fra/Ve_3629.html
123;123_31;COMMERCE DE GROS;terme_generique;123_42;CANAL DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_42.html
123;123_31;COMMERCE DE GROS;terme_specifique;123_20;CASH AND CARRY;https://aciege.org/Dct/Fra/Fra_123_20.html
123;123_31;COMMERCE DE GROS;terme_specifique;123_01;CENTRALE D'ACHAT;https://aciege.org/Dct/Fra/Fra_123_01.html
123;123_31;COMMERCE DE GROS;employe_pour;Gr_2949;Grossiste;https://aciege.org/Dct/Fra/Gr_2949.html
123;123_31;COMMERCE DE GROS;employe_pour;Ha_2961;Halles;https://aciege.org/Dct/Fra/Ha_2961.html
123;123_49;COMMERCE INTEGRE;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_16;COMMERCE TRADITIONNEL;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_16;COMMERCE TRADITIONNEL;employe_pour;Co_2638;Commerce indépendant;https://aciege.org/Dct/Fra/Co_2638.html
123;123_29;COOPERATIVE DE CONSOMMATION;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_92;DEMARQUE INCONNUE;terme_generique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_59;DISCOMPTEUR;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_59;DISCOMPTEUR;employe_pour;Ha_2964;Hard-discount;https://aciege.org/Dct/Fra/Ha_2964.html
123;123_59;DISCOMPTEUR;employe_pour;Ma_3140;Magasin de dégriffés;https://aciege.org/Dct/Fra/Ma_3140.html
123;123_55;DISTRIBUTION;terme_specifique;123_42;CANAL DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_42.html
123;123_55;DISTRIBUTION;terme_specifique;123_50;DISTRIBUTION PHYSIQUE;https://aciege.org/Dct/Fra/Fra_123_50.html
123;123_55;DISTRIBUTION;terme_specifique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_55;DISTRIBUTION;terme_specifique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_55;DISTRIBUTION;employe_pour;Co_2636;Commerce;https://aciege.org/Dct/Fra/Co_2636.html
123;123_55;DISTRIBUTION;employe_pour;Re_3454;Référencement;https://aciege.org/Dct/Fra/Re_3454.html
123;123_50;DISTRIBUTION PHYSIQUE;terme_generique;123_55;DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_55.html
123;123_50;DISTRIBUTION PHYSIQUE;employe_pour;Di_2751;Distribution totale;https://aciege.org/Dct/Fra/Di_2751.html
123;123_61;ENSEIGNE;terme_generique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_generique;123_55;DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_55.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_86;CENTRE COMMERCIAL;https://aciege.org/Dct/Fra/Fra_123_86.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_49;COMMERCE INTEGRE;https://aciege.org/Dct/Fra/Fra_123_49.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_16;COMMERCE TRADITIONNEL;https://aciege.org/Dct/Fra/Fra_123_16.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_29;COOPERATIVE DE CONSOMMATION;https://aciege.org/Dct/Fra/Fra_123_29.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_59;DISCOMPTEUR;https://aciege.org/Dct/Fra/Fra_123_59.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_78;GRANDE SURFACE;https://aciege.org/Dct/Fra/Fra_123_78.html
123;123_57;ENTREPRISE DE DISTRIBUTION;terme_specifique;123_27;MAGASIN A SUCCURSALES;https://aciege.org/Dct/Fra/Fra_123_27.html
123;123_57;ENTREPRISE DE DISTRIBUTION;employe_pour;Di_2746;Distributeur;https://aciege.org/Dct/Fra/Di_2746.html
123;123_57;ENTREPRISE DE DISTRIBUTION;employe_pour;Ge_2930;Gestion de l'entreprise de distribution;https://aciege.org/Dct/Fra/Ge_2930.html
123;123_90;ETIQUETAGE;terme_generique;123_81;MERCHANDISING;https://aciege.org/Dct/Fra/Fra_123_81.html
123;123_90;ETIQUETAGE;employe_pour;Et_2862;Etiquette;https://aciege.org/Dct/Fra/Et_2862.html
123;123_79;GRAND MAGASIN;terme_generique;123_78;GRANDE SURFACE;https://aciege.org/Dct/Fra/Fra_123_78.html
123;123_78;GRANDE SURFACE;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_78;GRANDE SURFACE;terme_specifique;123_79;GRAND MAGASIN;https://aciege.org/Dct/Fra/Fra_123_79.html
123;123_78;GRANDE SURFACE;terme_specifique;123_99;HYPERMARCHE;https://aciege.org/Dct/Fra/Fra_123_99.html
123;123_78;GRANDE SURFACE;terme_specifique;123_89;SUPERMARCHE;https://aciege.org/Dct/Fra/Fra_123_89.html
123;123_13;GROUPEMENT DE DETAILLANTS;terme_generique;123_33;COMMERCE DE DETAIL;https://aciege.org/Dct/Fra/Fra_123_33.html
123;123_99;HYPERMARCHE;terme_generique;123_78;GRANDE SURFACE;https://aciege.org/Dct/Fra/Fra_123_78.html
123;123_84;IMPLANTATION DE MAGASIN;terme_generique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_84;IMPLANTATION DE MAGASIN;employe_pour;Cr_2711;Création de magasin;https://aciege.org/Dct/Fra/Cr_2711.html
123;123_84;IMPLANTATION DE MAGASIN;employe_pour;Lo_3123;Localisation de magasin;https://aciege.org/Dct/Fra/Lo_3123.html
123;123_84;IMPLANTATION DE MAGASIN;employe_pour;Zo_3658;Zone d'achalandage;https://aciege.org/Dct/Fra/Zo_3658.html
123;123_27;MAGASIN A SUCCURSALES;terme_generique;123_57;ENTREPRISE DE DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_57.html
123;123_27;MAGASIN A SUCCURSALES;terme_specifique;123_07;CHAINE VOLONTAIRE;https://aciege.org/Dct/Fra/Fra_123_07.html
123;123_81;MERCHANDISING;terme_generique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_81;MERCHANDISING;terme_specifique;123_90;ETIQUETAGE;https://aciege.org/Dct/Fra/Fra_123_90.html
123;123_81;MERCHANDISING;terme_specifique;123_80;PLV;https://aciege.org/Dct/Fra/Fra_123_80.html
123;123_81;MERCHANDISING;employe_pour;Ag_2411;Agencement de rayon;https://aciege.org/Dct/Fra/Ag_2411.html
123;123_81;MERCHANDISING;employe_pour;Et_2859;Etalage;https://aciege.org/Dct/Fra/Et_2859.html
123;123_81;MERCHANDISING;employe_pour;Mi_3195;Mise en rayon;https://aciege.org/Dct/Fra/Mi_3195.html
123;123_74;MOBILIER DE MAGASIN;terme_generique;123_62;POINT DE VENTE;https://aciege.org/Dct/Fra/Fra_123_62.html
123;123_74;MOBILIER DE MAGASIN;employe_pour;Co_2667;Comptoir;https://aciege.org/Dct/Fra/Co_2667.html
123;123_74;MOBILIER DE MAGASIN;employe_pour;Go_2941;Gondole;https://aciege.org/Dct/Fra/Go_2941.html
123;123_74;MOBILIER DE MAGASIN;employe_pour;Pr_3367;Présentoir;https://aciege.org/Dct/Fra/Pr_3367.html
123;123_80;PLV;terme_generique;123_81;MERCHANDISING;https://aciege.org/Dct/Fra/Fra_123_81.html
123;123_80;PLV;employe_pour;Pu_3379;Publicite sur le lieu de vente;https://aciege.org/Dct/Fra/Pu_3379.html
123;123_80;PLV;employe_pour;Vi_3647;Vitrine;https://aciege.org/Dct/Fra/Vi_3647.html
123;123_62;POINT DE VENTE;terme_generique;123_55;DISTRIBUTION;https://aciege.org/Dct/Fra/Fra_123_55.html
123;123_62;POINT DE VENTE;terme_specifique;123_93;CAISSE;https://aciege.org/Dct/Fra/Fra_123_93.html
123;123_62;POINT DE VENTE;terme_specifique;123_92;DEMARQUE INCONNUE;https://aciege.org/Dct/Fra/Fra_123_92.html
123;123_62;POINT DE VENTE;terme_specifique;123_61;ENSEIGNE;https://aciege.org/Dct/Fra/Fra_123_61.html
123;123_62;POINT DE VENTE;terme_specifique;123_84;IMPLANTATION DE MAGASIN;https://aciege.org/Dct/Fra/Fra_123_84.html
123;123_62;POINT DE VENTE;terme_specifique;123_81;MERCHANDISING;https://aciege.org/Dct/Fra/Fra_123_81.html
123;123_62;POINT DE VENTE;terme_specifique;123_74;MOBILIER DE MAGASIN;https://aciege.org/Dct/Fra/Fra_123_74.html
123;123_62;POINT DE VENTE;employe_pour;Ec_2803;Eclairage de magasin;https://aciege.org/Dct/Fra/Ec_2803.html
123;123_62;POINT DE VENTE;employe_pour;Pr_3364;Protection de magasin;https://aciege.org/Dct/Fra/Pr_3364.html
123;123_62;POINT DE VENTE;employe_pour;So_3509;Sonorisation de magasin;https://aciege.org/Dct/Fra/So_3509.html
123;123_89;SUPERMARCHE;terme_generique;123_78;GRANDE SURFACE;https://aciege.org/Dct/Fra/Fra_123_78.html
123;123_97;URBANISME COMMERCIAL;terme_generique;123_86;CENTRE COMMERCIAL;https://aciege.org/Dct/Fra/Fra_123_86.html
124;124_85;AGENT COMMERCIAL;terme_generique;124_75;VENDEUR;https://aciege.org/Dct/Fra/Fra_124_75.html
124;124_85;AGENT COMMERCIAL;terme_specifique;124_96;CONCESSIONNAIRE;https://aciege.org/Dct/Fra/Fra_124_96.html
124;124_85;AGENT COMMERCIAL;employe_pour;Ag_2413;Agent exclusif;https://aciege.org/Dct/Fra/Ag_2413.html
124;124_85;AGENT COMMERCIAL;employe_pour;Co_2641;Commissionnaire;https://aciege.org/Dct/Fra/Co_2641.html
124;124_85;AGENT COMMERCIAL;employe_pour;Re_3430;Représentant;https://aciege.org/Dct/Fra/Re_3430.html
124;124_85;AGENT COMMERCIAL;employe_pour;VR_3620;VRP;https://aciege.org/Dct/Fra/VR_3620.html
124;124_39;BON DE COMMANDE;terme_generique;124_38;DOCUMENT DE VENTE;https://aciege.org/Dct/Fra/Fra_124_38.html
124;124_29;BON DE LIVRAISON;terme_generique;124_38;DOCUMENT DE VENTE;https://aciege.org/Dct/Fra/Fra_124_38.html
124;124_68;CARNET DE COMMANDES;terme_generique;124_57;DIRECTION DES VENTES;https://aciege.org/Dct/Fra/Fra_124_57.html
124;124_16;CLIENT;terme_generique;124_55;VENTE;https://aciege.org/Dct/Fra/Fra_124_55.html
124;124_82;COMMERCE ELECTRONIQUE;terme_generique;124_53;TECHNIQUE DE VENTE;https://aciege.org/Dct/Fra/Fra_124_53.html
